B.vi-vn content.tsv
Level	Esperanto	vi-vn	en-us	Grupo	Alternativoj	Pronoco
level	en ĉi tiu loko estas tro da bruo	ở nơi này có quá nhiều tiếng ồn	in this place, there's too much noise	grupo	alternativoj	prononco
level	jes, vi pravas	Vâng bạn đã đúng	yes, you're right	grupo	alternativoj	prononco
level	ĉu ni dancu?	Chúng ta khiêu vũ nhé?	shall we dance?	grupo	alternativoj	prononco
level	bona ideo!	ý tưởng tốt!	good idea!	grupo	alternativoj	prononco
level	dankon por agrabla vespero	cảm ơn bạn vì một buổi tối vui vẻ	thank you for a pleasant evening	grupo	alternativoj	prononco
level	dankon al vi	cảm ơn bạn (với bạn)	thank you (to you)	grupo	alternativoj	prononco
level	estis vere bona	nó là rất tốt	it was very good	grupo	alternativoj	prononco
level	muziko plaĉas al ~	một bản nhạc thật dễ chịu ~	a music is pleasing to ~	grupo	alternativoj	prononco
level	la muziko ege plaĉis al mi	âm nhạc làm tôi rất hài lòng	the music was very pleasing to me	grupo	alternativoj	prononco
level	ankaŭ al mi	cũng với tôi	also to me	grupo	alternativoj	prononco
level	danci estis tre amuze	nhảy múa rất vui nhộn	dancing is very funny	grupo	alternativoj	prononco
level	danci kun vi	để khiêu vũ với bạn	to dance with you	grupo	alternativoj	prononco
level	estis tre amuze danci kun vi	thật vui khi được khiêu vũ với bạn	it was very funny to dance with you	grupo	alternativoj	prononco
level	jen mia nomkarto	đây là danh thiếp của tôi	here's my name card	grupo	alternativoj	prononco
level	se vi volas ĝin	nếu bạn muốn	if you want it	grupo	alternativoj	prononco
level	jen mia karto, se vi volas	đây là thẻ của tôi, nếu bạn muốn	here's my card, if you want	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ ~	trên đó cũng có ~	on it there's also ~	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ adreso	trên đó cũng có địa chỉ	on it there's also an address	grupo	alternativoj	prononco
level	estas ankaŭ adreso al paĝaro	có một địa chỉ đến một trang web	there's an address to a website	grupo	alternativoj	prononco
level	adreso al paĝaro kun Esperanto-kurso	địa chỉ đến một trang web có khóa học Espernato	an address to a site with Espernato course	grupo	alternativoj	prononco
level	dankon	Cảm ơn	thank you	grupo	alternativoj	prononco
level	mi retpoŝtos al vi	Tôi sẽ gửi cho bạn một email	I'll send you an e-mail	grupo	alternativoj	prononco
level	bone!	được rồi!	okay!	grupo	alternativoj	prononco
level	ĝis kaj bonan nokton!	hẹn gặp lại và chúc ngủ ngon!	see you again, and good night!	grupo	alternativoj	prononco
level	ĝis la!	thấy bạn!	see you!	grupo	alternativoj	prononco
level	aperas en ~	xuất hiện trong ~	appears in ~	grupo	alternativoj	prononco
level	tujmesaĝilo	một tin nhắn tức thời	an instant messenger	grupo	alternativoj	prononco
level	~ aperas en la tujmesaĝilo	~ xuất hiện trong tin nhắn tức thời	~ appears in the instant messanger	grupo	alternativoj	prononco
level	ĉu vi estas tiu?	bạn có phải là người đó không?	are you that person?	grupo	alternativoj	prononco
level	tiu, kiu dancis kun mi	người đó, người đã khiêu vũ cùng tôi	that person, who had danced with me	grupo	alternativoj	prononco
level	sabata nokto	tối thứ bảy	Saturday night	grupo	alternativoj	prononco
level	ĉu vi estas tiu, kiu dancis kun mi sabatnokte?	bạn có phải là người đã khiêu vũ với tôi tối thứ bảy không?	are you that person, who danced with me Saturday night?	grupo	alternativoj	prononco
level	jes, estas mi	vâng, đó là tôi	yes it is me	grupo	alternativoj	prononco
level	mi ĝojas, ke ~	Tôi hài lòng vì điều đó ~	I'm pleased that ~	grupo	alternativoj	prononco
level	mi ĝojas, ke vi venis al la paĝaro	Tôi rất vui vì bạn đã đến trang web	I'm pleased that you came to the site	grupo	alternativoj	prononco
level	ĉu ĝi plaĉas al vi?	nó có làm bạn hài lòng không? (Bạn có thích nó không?)	is it pleasing to you? (do you like it?)	grupo	alternativoj	prononco
level	jes ja	vâng, vâng	yes, yay	grupo	alternativoj	prononco
level	ĝi estas tre bela	nó rất đẹp	it is very beautiful	grupo	alternativoj	prononco
level	ŝajnas interesa	có vẻ thú vị	seems interesting	grupo	alternativoj	prononco
level	ĝi estas tre bela kaj ŝajnas interesa	nó rất đẹp và có vẻ thú vị	it's very beautiful and seems interesting	grupo	alternativoj	prononco
level	ankoraŭ ne ~	chưa ~	not yet ~	grupo	alternativoj	prononco
level	ne estas tute preta	chưa hoàn toàn sẵn sàng	is not completely ready	grupo	alternativoj	prononco
level	ĝi ankoraŭ ne estas tute preta	nó vẫn chưa hoàn toàn sẵn sàng	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	nhưng nó sẽ sớm thôi	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	Tôi hiểu (tôi hiểu)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	nhưng đã có nhiều công cụ trợ giúp	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	một cuốn từ điển	a dictionary	grupo	alternativoj	prononco
level	superrigardo	một cái nhìn tổng quan	an overview	grupo	alternativoj	prononco
level	ekzerco	một khoản thuế tiêu thụ đặc biệt	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	từ ví dụ, tổng quan, tin nhắn và bài tập	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	tổng quan về ngữ pháp	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	một tin nhắn tức thời và các bài tập khác nhau	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	đó là một khởi đầu tốt	it is a good start	grupo	alternativoj	prononco
level	pardonon	xin lỗi tôi xin lỗi	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	Tôi phải nói chuyện với ~	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	nói chuyện với người khác	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	Tôi xin lỗi, tôi nên nói chuyện với người khác	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	một người trợ giúp ngôn ngữ	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	Tôi là người trợ giúp ngôn ngữ của cô ấy	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	và bây giờ cô ấy muốn nói về ~	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	để nói về một bài tập	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	sẽ sớm quay lại	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	Tôi sẽ quay lại với bạn sớm	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	sau vài phút	after several minutes	grupo	alternativoj	prononco
level	finparolis	nói chuyện xong	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	bây giờ chúng ta đã nói chuyện xong về bài tập	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	trong lúc đó, trong một thời gian	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	Trong lúc đó tôi đã đọc về Esperanto	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	tôi không chắc chắn	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	biết đủ về ~	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	Tôi vẫn chưa hiểu biết đầy đủ về ngôn ngữ	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	một câu trả lời thông minh	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	Tôi sẽ tìm trong trang web	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	và sẽ cố gắng học một chút	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	bạn có muốn trở thành người trợ giúp ngôn ngữ của tôi không?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	sẵn lòng!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	không có gì!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	không đáng một lời cảm ơn nhưng đáng một nụ hôn	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	nói điều đó bằng tiếng Esperanto	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	Gì? Tôi không hiểu	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	bạn có thể tra từ điển	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	Không may	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	Tôi phải tắt Internet ngay bây giờ	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	Tôi sẽ quay lại vào buổi tối	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	Tôi nghĩ rằng tôi sẽ có mặt ở hiện trường vào thời điểm đó	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	hoàn hảo!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	ừ, hẹn gặp lại nhé!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	hẹn gặp lại!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	vào buổi tối, cũng tại tin nhắn tức thời	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	xin chào lần nữa! (nốt Rê-)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	xin chào lần nữa!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	Tôi đã xem gần như tất cả các trang từ trang web	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	khá tốt! tuyệt vời!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	Tôi có một số câu hỏi	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	Bạn có thời gian không?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	vâng, buổi tối tôi rảnh	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	vì vậy, hãy viết câu hỏi của bạn	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	Tôi sẽ cố gắng trả lời	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	Tôi đọc được rằng Esperanto có một nền văn hóa	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	tuy nhiên tôi không hiểu ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	nơi tôi có thể tìm thấy một nền văn hóa như vậy	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	bạn sẽ tìm thấy ở mọi nơi, ở đâu ~	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	bất kỳ nơi nào có người nói Esperanto	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	nhưng không có ai sử dụng Esperanto	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	Phải!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	nhưng những người nói Esperanto	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	thường đi du lịch và gặp gỡ những người theo chủ nghĩa Quốc tế ngữ khác	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	trong những cuộc họp đó	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	họ sử dụng ngôn ngữ trong hầu hết các tình huống khác nhau	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	vì thế ở đó bạn sẽ tìm thấy ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	bạn sẽ tìm thấy văn hóa	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	sẽ tìm thấy văn hóa của Esperanto	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	được rồi, âm nhạc có tồn tại không?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	âm nhạc, văn học, sân khấu	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	vân vân	etc	grupo	alternativoj	prononco
level	same kiel ~	giống như ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	tương tự như đối với các ngôn ngữ khác	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	số lượng không quá lớn	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	lớn như trong ngôn ngữ quốc gia	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	nhưng điều đó không quan trọng	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	Ít nhất là không phải cho tôi	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	nếu bạn muốn nghe ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	để nghe một bài hát bằng Esperanto	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	đây là bài hát &quot;Lisa vẽ tranh&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	nghe bài hát	listens to the song	grupo	alternativoj	prononco
level	ne malbone	không tệ	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	và bạn sẽ tìm thấy nhiều sách bằng Esperanto	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	nhìn những cuốn sách	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	đủ nhiều	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	bạn có đọc nhiều bằng Esperanto không?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	vâng, đôi khi (thỉnh thoảng)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	nếu bạn từng học ngôn ngữ	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	Tôi sẽ giới thiệu cho bạn một số cuốn sách hay	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	là về ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	câu hỏi khác của tôi là về tên của tôi	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	cậu đã nói trước đó rồi mà ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	có liên quan đến ~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	nói rằng nó có liên quan đến Esperanto	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	ồ, vâng, về chuyện đó	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	một người đàn ông có tên ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	từng sống một người đàn ông với cái tên ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	anh ấy rất tích cực trong phong trào Esperanto	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	khi nó hoàn toàn mới	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	đã dịch cuốn sách sang ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	và dịch nhiều sách sang Esperanto	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	và điều đó khiến anh ấy nổi tiếng?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	một trong những điều quan trọng nhất đối với Esperanto vào thời điểm đó	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	và ông có nhiều ảnh hưởng đến phong cách ngôn ngữ	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	không, chắc chắn anh ấy rất quan trọng và có ảnh hưởng	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	tuy nhiên, anh ấy đột nhiên từ bỏ phong trào	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	Tôi tưởng tượng thế ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	Tôi tưởng tượng rằng đó là một cú sốc lớn đối với nhiều người	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	tại sao anh ấy lại rời bỏ Esperanto?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	Tôi tin điều đó ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	ông ấy không hài lòng với những người theo chủ nghĩa Quốc tế ngữ	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	anh ấy đã nói điều gì đó tương tự như ~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Esperanto phải được chính những người Esperantist học!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	anh ấy muốn nói gì khi nói ~?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	ý của anh ấy là gì khi nói điều đó?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	có khả năng là vậy ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	mọi người nói Esperanto rất tệ	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	có khả năng là mọi người đã nói xấu	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	vào năm 1911, ông rời Esperanto	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	nhưng tôi nghĩ vậy ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	cao hon	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	ngày nay trình độ ngôn ngữ cao hơn	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	trình độ ngôn ngữ của những người theo chủ nghĩa Quốc tế ngữ	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	nhưng tôi nghĩ rằng ngày nay trình độ đã cao hơn	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	vì vậy tôi phải học ngôn ngữ tốt	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	vì là một người tốt	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	và bạn nên sử dụng phong cách đơn giản	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	bởi vì điều đó rất quan trọng với anh ấy	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	điều đó làm tôi hài lòng (tôi thích điều đó)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	trong Esperanto thậm chí còn có một từ ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	thậm chí còn có từ &quot;kabei&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	từ bỏ phong trào	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	một từ &quot;kabei&quot;, có nghĩa là từ bỏ phong trào	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	Nó thật thú vị!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	bây giờ tôi biết một từ trong Esperanto	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	sẽ không bao giờ quên	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	và có lẽ tôi sẽ không bao giờ quên được	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	trong một quán cà phê sau vài tuần	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	anh ấy đã học được Esperanto	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	và họ đang sử dụng ngôn ngữ	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	mời, một lời mời	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	đây, nhìn này, lời mời dành cho IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	Gì? Ơ-yo-gì cơ?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	một người trẻ, một nhóm thanh niên	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK là Đại hội Thanh niên Quốc tế	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	Tôi đang có kế hoạch thực hiện nó	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	bạn có muốn đi không?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	à, &quot;quốc hội&quot; nghe có vẻ không thú vị lắm	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	nhưng nó (thú vị)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	đừng nghĩ đến điều gì nhàm chán, chậm chạp	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	chỉ là khoảng thôi ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	nó chỉ là về việc gặp gỡ những người trẻ tuổi	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	cuộc gặp gỡ với giới trẻ từ nhiều quốc gia	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	300 đến 400 người sẽ ở đó	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	có lẽ sẽ có khoảng 300 đến 400 người ở đó	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	hầu hết mọi người	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	và hầu hết mọi người sẽ nói Esperanto	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	nói chuyện không được tốt	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	được, nhưng tôi nói Esperanto không tốt	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	nó không quan trọng	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	có thể tham gia ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	tham gia các khóa học Esperanto ở đó	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	thường xuyên	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	thường có hai cấp độ	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	những người đã học ngôn ngữ	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	một cho người mới bắt đầu	one for beginners	grupo	alternativoj	prononco
