C.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	-ant-	(sufikss) aktīva tagadne, ir ~ing, kāds, kas ir ~ing	(suffix)  active present, is ~ing, someone who is ~ing	grupo	alternativoj	prononco
level	-int-	(sufikss) aktīva pagātne, bija ~ing	(suffix)  active past, was ~ing	grupo	alternativoj	prononco
level	-ont-	(sufikss) aktīva nākotne, būs ~ing	(suffix)  active future, will be ~ing	grupo	alternativoj	prononco
level	kaj (k.)	un	and	grupo	alternativoj	prononco
level	aŭ	vai	or	grupo	alternativoj	prononco
level	alta	augsts, garš	high, tall	grupo	alternativoj	prononco
level	jes	Jā	yes	grupo	alternativoj	prononco
level	ne	nē, nē	not, no	grupo	alternativoj	prononco
level	tiom	tik daudz, tāda summa, tāda summa	that much, such amount, that amount	grupo	alternativoj	prononco
level	bona	labi	good	grupo	alternativoj	prononco
level	kiom	cik daudz	how much, how many	grupo	alternativoj	prononco
level	ofte	bieži, bieži	often, frequently	grupo	alternativoj	prononco
level	iom	mazliet, drīzāk, daži, nedaudz	a little, rather, some, somewhat	grupo	alternativoj	prononco
level	nova	jauns, romāns	new, novel	grupo	alternativoj	prononco
level	-at-	(sufikss) pasīvs tagadnes divdabis	(suffix)  passive present participle	grupo	alternativoj	prononco
level	-it-	(sufikss) pasīvs pagātnes divdabis	(suffix)  passive past participle	grupo	alternativoj	prononco
level	-ot-	(sufikss) pasīvs nākotnes divdabis	(suffix)  passive future participle	grupo	alternativoj	prononco
level	tre	ļoti, diezgan, ļoti	very, quite, very much	grupo	alternativoj	prononco
level	tro	pārāk, pārmērīgi, pārāk daudz	too, excessively, too much	grupo	alternativoj	prononco
level	tamen	tomēr, tomēr, bet, tomēr	however, nonetheless, but, nevertheless	grupo	alternativoj	prononco
level	ho!	Ak! Čau!	Oh! Ho!	grupo	alternativoj	prononco
level	ke ~	ka ~	that ~	grupo	alternativoj	prononco
level	ĉar ~	jo ~	because ~	grupo	alternativoj	prononco
level	ĉu	vai ~	whether ~	grupo	alternativoj	prononco
level	-ej-	(sufiksa) vieta	(suffix)  place	grupo	alternativoj	prononco
level	-ec-	(sufikss) abstrakts kvalitātes nosaukums	(suffix)  abstract name of quality	grupo	alternativoj	prononco
level	ambaŭ ~	abi ~	both ~	grupo	alternativoj	prononco
level	tuj	uzreiz, uzreiz, uzreiz	immediately, instantly, right away	grupo	alternativoj	prononco
level	kvazaŭ ~	it kā ~	as if ~	grupo	alternativoj	prononco
level	kiam	kad	when	grupo	alternativoj	prononco
level	silenti	klusēt, klusēt	to be silent, to be quiet	grupo	alternativoj	prononco
level	neniam	nekad, ne reizi, nekad	never, at no time, not ever	grupo	alternativoj	prononco
level	tial	tāpēc, tā	therefore, so	grupo	alternativoj	prononco
level	kial	kāpēc, priekš kam	why, what for	grupo	alternativoj	prononco
level	kvankam	lai gan ~, kamēr, lai gan	although ~, while, though	grupo	alternativoj	prononco
level	ĉe ~	(priekšvārds) pie ~	(preposition)  at ~	grupo	alternativoj	prononco
level	pli	vairāk	more	grupo	alternativoj	prononco
level	plej	lielākā daļa	most	grupo	alternativoj	prononco
level	diri	teikt, stāstīt	to say, to tell	grupo	alternativoj	prononco
level	ol ~	nekā ~	than ~	grupo	alternativoj	prononco
level	paroli	runāt, runāt	to speak, to talk	grupo	alternativoj	prononco
level	kia	kāda veida, kāda veida	what kind of, what sort of	grupo	alternativoj	prononco
level	tia	tāds, tāds, tāds	such, that kind of, such a	grupo	alternativoj	prononco
level	apenaŭ	knapi, diez vai maz	barely, hardly, scarecely	grupo	alternativoj	prononco
level	sendi	sūtīt	to send	grupo	alternativoj	prononco
level	ĵus	tikai (pirms brīža), tikai tagad	just (a moment ago), just now	grupo	alternativoj	prononco
level	-u	(sufikss) imperatīvs	(suffix)  imperative	grupo	alternativoj	prononco
level	ekster ~	ārpusē ~	outside ~	grupo	alternativoj	prononco
level	ge-	(priedēklis) abi dzimumi, abi dzimumi	(prefix)  both sex, both gender	grupo	alternativoj	prononco
level	-us	(sufikss) būtu, vajadzētu, pakārtots	(suffix)  would, should, subjunctive	grupo	alternativoj	prononco
level	baldaŭ	drīzumā	soon	grupo	alternativoj	prononco
level	almenaŭ	vismaz, ja nekas cits	at least, if nothing else	grupo	alternativoj	prononco
level	dis-	dis-	dis-	grupo	alternativoj	prononco
level	-uj-	(sufikss) konteiners; valsts	(suffix)  container; country	grupo	alternativoj	prononco
level	lerni	mācīties	to learn	grupo	alternativoj	prononco
level	ek-	(priedēklis) sākums; pēkšņs sākums	(prefix)  beginning; sudden start	grupo	alternativoj	prononco
level	se	ja, ar nosacījumu	if, provided that	grupo	alternativoj	prononco
level	eĉ	pat	even	grupo	alternativoj	prononco
level	amo	mīlestība	a love	grupo	alternativoj	prononco
level	jam	jau, tik drīz, kā tagad	already, so soon, as of now	grupo	alternativoj	prononco
level	jen	Šeit! Lūk! Lūk	Here! Lo! Behold	grupo	alternativoj	prononco
level	fini	beigt, beigt, izbeigt	to end, to finish, to terminate	grupo	alternativoj	prononco
level	do	tātad, tātad	so, then, therefore	grupo	alternativoj	prononco
level	ajn	~ jebkad, (ko) jebkad, vispār, -kāds	~ever, (what)ever, at all, -soever	grupo	alternativoj	prononco
level	facila	viegli, viegli	easy, facile	grupo	alternativoj	prononco
level	re-	(priedēklis) atkārtoti	(prefix)  re-	grupo	alternativoj	prononco
level	granda	liels, liels, liels	big, great, large	grupo	alternativoj	prononco
level	-ist-	(sufikss) profesionāls	(suffix)  professional	grupo	alternativoj	prononco
level	pro ~	(priekšvārds) ~ dēļ, ~ dēļ	(preposition)  because of ~, due to ~	grupo	alternativoj	prononco
level	-estr-	(sufikss) vadītājs, priekšnieks, galva, priekšnieks	(suffix)  leader, boss, head, chief	grupo	alternativoj	prononco
level	kio	kas	what	grupo	alternativoj	prononco
level	manĝi	ēst	to eat	grupo	alternativoj	prononco
level	nenio	nekas, nekas, nekas	nothing, none, not any thing	grupo	alternativoj	prononco
level	juna	jauns	young	grupo	alternativoj	prononco
level	ĉio	viss	everything	grupo	alternativoj	prononco
level	riĉa	bagāts, bagāts, labi nodrošināts	rich, wealthy, well-off	grupo	alternativoj	prononco
level	tio	tā lieta, tā	that thing, that	grupo	alternativoj	prononco
level	konstrui	būvēt, būvēt	to build, to construct	grupo	alternativoj	prononco
level	ĉef-	(priedēklis) galvenais, vadošais, galvenais	(prefix)  chief, leading, main	grupo	alternativoj	prononco
level	sen ~	(priekšvārds) bez ~	(preposition)  without ~	grupo	alternativoj	prononco
level	kun ~	(priekšvārds) ar ~ (kopā)	(preposition)  with ~ (together)	grupo	alternativoj	prononco
level	krom ~	(priekšvārds), izņemot ~, turklāt ~	(preposition)  except ~, besides ~	grupo	alternativoj	prononco
level	amiko	draugs	a friend	grupo	alternativoj	prononco
level	kies	kura, kura, no kuras	whose, which one's, of which	grupo	alternativoj	prononco
level	per ~	(priekšpozīcija) ar ~ (metode), ar ~ (rīks)	(preposition)  by ~ (a method), with ~ (a tool)	grupo	alternativoj	prononco
level	kontraŭ ~	pret ~	against ~	grupo	alternativoj	prononco
level	el ~	no ~, no ~	out of ~, from ~	grupo	alternativoj	prononco
level	hodiaŭ	šodien	today	grupo	alternativoj	prononco
level	hieraŭ	vakar	yesterday	grupo	alternativoj	prononco
level	nur	tikai, tikai, ekskluzīvi	only, just, exclusively	grupo	alternativoj	prononco
level	helpi	palīdzēt, palīdzēt, palīdzēt	to help, to aid, to assist	grupo	alternativoj	prononco
level	for	(apstākļa vārds) tālu, prom	(adverb)  far, away	grupo	alternativoj	prononco
level	nek	ne, ne	nor, neither	grupo	alternativoj	prononco
level	malamo	naids	a hate	grupo	alternativoj	prononco
level	preskaŭ	gandrīz, gandrīz	almost, nearly	grupo	alternativoj	prononco
level	tra ~	caur ~	through ~	grupo	alternativoj	prononco
level	super	virs, virs	over, above	grupo	alternativoj	prononco
level	trans ~	virs ~, pāri ~	over ~, accross ~	grupo	alternativoj	prononco
level	nu	nu tad, tagad	well, well then, now	grupo	alternativoj	prononco
level	pri ~	par ~	about ~	grupo	alternativoj	prononco
level	por ~	par ~, lai ~	for ~, in order for ~	grupo	alternativoj	prononco
level	morgaŭ	rīt	tomorrow	grupo	alternativoj	prononco
level	nun	tagad, šobrīd	now, at present	grupo	alternativoj	prononco
level	laŭ ~	saskaņā ar ~, gar ~	according to ~, along ~	grupo	alternativoj	prononco
level	ĉiu	katrs, katrs, visi, visi	each, every, everybody, all the	grupo	alternativoj	prononco
level	kiu	kurš, kurš, kurš	who, which, which one	grupo	alternativoj	prononco
level	tiu	tas cilvēks, tas ~, tas viens, tur	that person, that ~, that one, yonder	grupo	alternativoj	prononco
level	iu	kāds, kāds, kāds	someone, somebody, some	grupo	alternativoj	prononco
level	neniu	neviens, neviens, arī neviens	nobody, no one, neither	grupo	alternativoj	prononco
level	al ~	uz ~	to ~	grupo	alternativoj	prononco
level	-ebl-	(sufikss) ~ spēj	(suffix)  ~able	grupo	alternativoj	prononco
level	esperi	cerēt	to hope	grupo	alternativoj	prononco
level	unu	viens	one	grupo	alternativoj	prononco
level	du	divi	two	grupo	alternativoj	prononco
level	tri	trīs	three	grupo	alternativoj	prononco
level	kvar	četri	four	grupo	alternativoj	prononco
level	kvin	pieci	five	grupo	alternativoj	prononco
level	ses	seši	six	grupo	alternativoj	prononco
level	sep	septiņi	seven	grupo	alternativoj	prononco
level	ok	astoņi	eight	grupo	alternativoj	prononco
level	naŭ	deviņi	nine	grupo	alternativoj	prononco
level	dek	desmit	ten	grupo	alternativoj	prononco
level	cent	simts	a hundred	grupo	alternativoj	prononco
level	mil	tūkstotis	a thousand	grupo	alternativoj	prononco
level	-obl-	(sufikss) daudzkārtībai, -oble, -fold	(suffix)  for multiplicity, -oble, -fold	grupo	alternativoj	prononco
level	-on-	(sufikss) ~th, daļa	(suffix)  ~th, fraction	grupo	alternativoj	prononco
level	ama	no mīlestības	of love	grupo	alternativoj	prononco
level	anstataŭ ~	~ vietā	instead of ~	grupo	alternativoj	prononco
level	-iĝ-	(sufikss) kļūt	(suffix)  become	grupo	alternativoj	prononco
level	voli	gribēt, gribēt, gribēt	to want, to will, to be willing to	grupo	alternativoj	prononco
level	-ig-	(sufikss) izraisīt kļūt	(suffix)  cause to become	grupo	alternativoj	prononco
level	sekvi	sekot	to follow	grupo	alternativoj	prononco
level	ĝoje	labprāt	gladly	grupo	alternativoj	prononco
level	legi	Lasīt	to read	grupo	alternativoj	prononco
level	silenta	klusējošs	silent	grupo	alternativoj	prononco
level	la	uz	the	grupo	alternativoj	prononco
level	ha!	ha!	ha!	grupo	alternativoj	prononco
level	-il-	(sufiksa) rīks, metode	(suffix)  tool, method	grupo	alternativoj	prononco
level	trinki	dzert (bez alkohola)	to drink (non-alkohol)	grupo	alternativoj	prononco
level	-et-	(sufikss) mazs, mazs	(suffix)  small, little	grupo	alternativoj	prononco
level	-eg-	(sufikss) liels, liels	(suffix)  big, large	grupo	alternativoj	prononco
level	inter ~	(priekšvārds) starp ~	(preposition)  between ~	grupo	alternativoj	prononco
level	-um-	(sufiksa) saistīta uzvedība	(suffix)  related behavior	grupo	alternativoj	prononco
level	-ar-	(sufikss) kopa, grupa	(suffix)  set, group	grupo	alternativoj	prononco
level	-an-	(sufikss) grupas dalībnieks	(suffix)  member of a group	grupo	alternativoj	prononco
level	danki	pateikties	to thank	grupo	alternativoj	prononco
level	-ind-	(sufikss) vērts, cienīgs	(suffix)  worthwhile, worthy	grupo	alternativoj	prononco
level	plu	vēl vairāk, tālāk, un tā tālāk, vēl	even more, further, and so on, more	grupo	alternativoj	prononco
level	kiel	kā, kā, kādā veidā, piemēram	how, like, in what way, such as	grupo	alternativoj	prononco
level	tiel	tāds, tādā veidā, tā	such, in that way, thus	grupo	alternativoj	prononco
level	en ~	(priekšvārds) valodā ~	(preposition)  in ~	grupo	alternativoj	prononco
level	apud ~	(priekšvārds) blakus ~, blakus ~	(preposition)  next to ~, beside ~	grupo	alternativoj	prononco
level	sub ~	(priekšvārds) zem, zem ~	(preposition)  under, beneath ~	grupo	alternativoj	prononco
level	sur ~	(priekšvārds) uz ~	(preposition)  on ~	grupo	alternativoj	prononco
level	je ~	(priekšvārds) nenoteikts prep., at, in, by, on	(preposition)  indefinate prep., at, in, by, on	grupo	alternativoj	prononco
level	ankoraŭ	(apstākļa vārds) vēl, vēl	(adverb)  still, yet	grupo	alternativoj	prononco
level	ĉirkaŭ ~	(priekšvārds) ap ~	(preposition)  around ~	grupo	alternativoj	prononco
level	sed	bet	but	grupo	alternativoj	prononco
level	ie	kaut kur	somewhere	grupo	alternativoj	prononco
level	kie	kur, kurā vietā	where, at what place	grupo	alternativoj	prononco
level	silente	klusi	silently	grupo	alternativoj	prononco
level	ĉie	visur, par visu	everywhere, all about	grupo	alternativoj	prononco
level	nenie	nekur, nekādā gadījumā, nekur	nowhere, in no case, not anywhere	grupo	alternativoj	prononco
level	tie	tur, tur, tur	there, over there, yonder	grupo	alternativoj	prononco
level	ĉi	šis ~	this ~	grupo	alternativoj	prononco
level	kanti	dziedāt	to sing	grupo	alternativoj	prononco
level	morti	mirt, aiziet	to die, to pass away	grupo	alternativoj	prononco
level	dum ~	(priekšvārds) ~ laikā, kamēr ~	(preposition)  during ~, while ~	grupo	alternativoj	prononco
level	nacio	tauta	a nation	grupo	alternativoj	prononco
level	koni	pazīt (personu), iepazīties ar	to know (a person), to be aquainted with	grupo	alternativoj	prononco
level	scii	zināt (fakts, zināšanas), zināt, kā	to know (a fact, knowledge), to know how	grupo	alternativoj	prononco
level	ĉiam	vienmēr, vienmēr	always, ever	grupo	alternativoj	prononco
level	iam	kaut kad, vienreiz	at some time, once	grupo	alternativoj	prononco
level	tiam	tad	then	grupo	alternativoj	prononco
level	-em-	(sufikss) tendence	(suffix)  tendancy	grupo	alternativoj	prononco
level	ia	sava veida	some kind of	grupo	alternativoj	prononco
level	sukcesi	gūt panākumus	to succeed	grupo	alternativoj	prononco
level	ĉia	visa veida, visa veida	of all kind, every kind of	grupo	alternativoj	prononco
level	nenia	nē, ne jebkura veida, ne jebkura	no, not any kind of, not any	grupo	alternativoj	prononco
level	-id-	(sufikss) pēcnācējs	(suffix)  offspring	grupo	alternativoj	prononco
level	ĉambro	istaba, kamera	a room, a chamber	grupo	alternativoj	prononco
level	patro	tēvs	a father	grupo	alternativoj	prononco
level	porko	cūka, cūka	a pig, swine	grupo	alternativoj	prononco
level	bo-	(priedēklis) -vīrs, pēc laulības	(prefix)  -in-law, by marriage	grupo	alternativoj	prononco
level	ja	patiešām	indeed	grupo	alternativoj	prononco
level	-ism-	(sufikss) -isms	(suffix)  -ism	grupo	alternativoj	prononco
level	io	kaut ko	something	grupo	alternativoj	prononco
level	veturi	vadīt (transportlīdzekli)	to drive (a vehicle)	grupo	alternativoj	prononco
level	koko	gailis, vista, vista, vista	a cock, a hen, chicken, fowl	grupo	alternativoj	prononco
level	libera	bezmaksas	free	grupo	alternativoj	prononco
level	lasta	Pēdējais	last	grupo	alternativoj	prononco
level	ĝoji	priecāties, priecāties, priecāties	to rejoice, to be glad, to enjoy	grupo	alternativoj	prononco
level	preni	ņemt, satvert	to take, to lay hold of	grupo	alternativoj	prononco
level	bovo	govs, vērsis, liellops	a cow, an ox, bovine animal	grupo	alternativoj	prononco
level	alia	cits, cits, cits	another, other, else	grupo	alternativoj	prononco
level	varma	karsts, silts	hot, warm	grupo	alternativoj	prononco
level	loĝi	dzīvot, dzīvot, dzīvot, apdzīvot	to reside, to live, to dwell, to inhabit	grupo	alternativoj	prononco
level	kredi	ticēt	to believe	grupo	alternativoj	prononco
level	glacio	jauks	an ice	grupo	alternativoj	prononco
level	loko	vieta, vieta	a place, a location	grupo	alternativoj	prononco
level	ovo	olu	an egg	grupo	alternativoj	prononco
level	multa	daudz, daudz, daudz	a lot of, much, many	grupo	alternativoj	prononco
level	havaĵo	īpašums	a possession	grupo	alternativoj	prononco
level	ŝafo	aita	a sheep	grupo	alternativoj	prononco
level	sono	skaņa	a sound	grupo	alternativoj	prononco
level	fiŝo	zivs	a fish	grupo	alternativoj	prononco
level	bela	skaista, skaista, skaista	beautiful, handsome, pretty	grupo	alternativoj	prononco
level	respondi	atbildēt, atbildēt, atbildēt	to answer, to respond, to reply	grupo	alternativoj	prononco
level	fojo	gadījums, laiks	an occasion, a time	grupo	alternativoj	prononco
level	demandi	jautāt	to ask	grupo	alternativoj	prononco
level	forta	stiprs	strong	grupo	alternativoj	prononco
level	preter ~	aiz ~, pagātnes ~, taisni pagātnē	beyond ~, past ~, straight past	grupo	alternativoj	prononco
level	silento	klusums	a silence	grupo	alternativoj	prononco
level	infano	bērns, zīdainis	a child, an infant	grupo	alternativoj	prononco
level	feliĉa	laimīgs, laimīgs, laimīgs	happy, lucky, fortunate	grupo	alternativoj	prononco
level	kapti	ķert, notvert, paķert	to catch, to capture, to grapple	grupo	alternativoj	prononco
level	deziri	vēlēties, vēlēties	to desire, to wish	grupo	alternativoj	prononco
level	longa	garš	long	grupo	alternativoj	prononco
level	mondo	pasaule	a world	grupo	alternativoj	prononco
level	okazi	notikt, notikt, rasties	to occur, to happen, to come about	grupo	alternativoj	prononco
level	kampo	lauks, lauks	field, a field	grupo	alternativoj	prononco
level	filo	dēls	a son	grupo	alternativoj	prononco
level	montri	parādīt, norādīt, norādīt	to show, to indicate, to point out	grupo	alternativoj	prononco
level	koro	sirds	a heart	grupo	alternativoj	prononco
level	knabo	zēns	a boy	grupo	alternativoj	prononco
level	meti	likt, novietot, nolikt	to put, to place, to lay down	grupo	alternativoj	prononco
level	edzo	vīrs	a husband	grupo	alternativoj	prononco
level	pako	iepakojums	package	grupo	alternativoj	prononco
level	rapida	ātri, ātri, ātri	fast, quick, speedy	grupo	alternativoj	prononco
level	ŝajni	likties, likties	to seem, to appear to be	grupo	alternativoj	prononco
level	saluto	sveiciens, sveiciens, sveiciens	a greeting, salute, salutation	grupo	alternativoj	prononco
level	skribi	rakstīt	to write	grupo	alternativoj	prononco
level	peti	lūgt, lūgt, lūgt, ubagot	to ask, to ask for, to request, to beg	grupo	alternativoj	prononco
level	flugi	lidot	to fly	grupo	alternativoj	prononco
level	kapo	galva, apmetnis	a head, a cape	grupo	alternativoj	prononco
level	krii	kliegt, raudāt, kliegt, kliegt	to shout, to cry, to scream, to shout	grupo	alternativoj	prononco
level	ruĝa	sarkans	red	grupo	alternativoj	prononco
level	sinjoro	kungs, kungs	a mister, a gentleman	grupo	alternativoj	prononco
level	teni	turēt, pieķerties	to hold, to hang onto	grupo	alternativoj	prononco
level	tempo	laiks, laiks	time, a time	grupo	alternativoj	prononco
level	tuta	kopā, viss, vesels, pilnīgs, kopumā	total, all, whole, complete, overall	grupo	alternativoj	prononco
level	viro	Vīrietis	a man	grupo	alternativoj	prononco
level	vojo	ceļš, ceļš, maršruts	a way, a path, a route	grupo	alternativoj	prononco
level	movi	kustēties	to move	grupo	alternativoj	prononco
level	militi	lauzt karu, karot, karot	to break a war, to fight, to wage war	grupo	alternativoj	prononco
level	kelka	daži, vairāki	a few, several	grupo	alternativoj	prononco
level	dekstra	pa labi, pa labi (puse, virziens), labā roka	right, right (side, direction), righthand	grupo	alternativoj	prononco
level	fermi	aizvērt, aizvērt	to close, to shut	grupo	alternativoj	prononco
level	okupi	ieņemt, ieņemt	to occupy, to take	grupo	alternativoj	prononco
level	levi	svirot, celt, celt	to lever, to lift, to raise	grupo	alternativoj	prononco
level	bati	sist, sist, sist, smakt, sist	to beat, to hit, to strike, to smak, to lash	grupo	alternativoj	prononco
level	bezoni	vajag, gribēt, prasīt	to need, to want, to require	grupo	alternativoj	prononco
level	kompreni	saprast, saprast	to understand, to realise	grupo	alternativoj	prononco
level	iri	iet	to go	grupo	alternativoj	prononco
level	veni	nākt	to come	grupo	alternativoj	prononco
level	porti	nēsāt, nēsāt	to carry, to wear	grupo	alternativoj	prononco
level	kovri	piesegt	to cover	grupo	alternativoj	prononco
level	hela	gaišs, skaidrs un viegls	bright, clear and light	grupo	alternativoj	prononco
level	sana	vesels	healthy	grupo	alternativoj	prononco
level	aperi	parādīties, parādīties	to appear, to emerge	grupo	alternativoj	prononco
level	libro	grāmata	a book	grupo	alternativoj	prononco
level	atendi	gaidīt, gaidīt, gaidīt	to wait, to expect, to wait for	grupo	alternativoj	prononco
level	mano	roka	a hand	grupo	alternativoj	prononco
level	pentri	gleznot	to paint	grupo	alternativoj	prononco
level	instrui	mācīt, pamācīt	to teach, to instruct	grupo	alternativoj	prononco
level	sidi	sēdēt	to sit	grupo	alternativoj	prononco
level	stari	stāvēt	to stand	grupo	alternativoj	prononco
level	afero	lieta, priekšmets, lieta, rūpes, lieta	a thing, an object, a case, a concern, a mater	grupo	alternativoj	prononco
level	plena	pilns, pilnīgs	full, complete	grupo	alternativoj	prononco
level	klara	skaidrs	clear	grupo	alternativoj	prononco
level	komenci	sākt, sākt	to begin, to commence	grupo	alternativoj	prononco
level	dormi	gulēt, gulēt	to sleep, to be asleep	grupo	alternativoj	prononco
level	parto	daļa, daļa	a part, a share	grupo	alternativoj	prononco
level	mono	naudu	money	grupo	alternativoj	prononco
level	ricevi	saņemt	to receive	grupo	alternativoj	prononco
level	ami	mīlēt	to love	grupo	alternativoj	prononco
level	devi	vajag, vajag, vajadzētu, vajadzētu	to have to, must, should, ought to	grupo	alternativoj	prononco
level	povi	varēt, var	be able to, can	grupo	alternativoj	prononco
level	labori	strādāt, strādāt	to work, to labor	grupo	alternativoj	prononco
level	dio	dievs	a god	grupo	alternativoj	prononco
level	urbo	pilsēta, pilsētiņa	a city, a town	grupo	alternativoj	prononco
level	ofta	bieži, bieži	freqent, often	grupo	alternativoj	prononco
level	soni	skanēt, skanēt	to sound, to make sound	grupo	alternativoj	prononco
level	tero	zeme, zeme, augsne	earth, land, soil	grupo	alternativoj	prononco
level	vivi	dzīvot, būt dzīvam	to live, to be alive	grupo	alternativoj	prononco
level	resti	palikt, palikt	to stay, to remain	grupo	alternativoj	prononco
level	ridi	smieties	to laugh	grupo	alternativoj	prononco
level	homo	cilvēks, cilvēks	a human, a man	grupo	alternativoj	prononco
level	akvo	ūdens	water	grupo	alternativoj	prononco
level	vorto	vārds	a word	grupo	alternativoj	prononco
level	certa	noteikti, noteikti	certain, sure	grupo	alternativoj	prononco
level	lando	zeme, valsts	a land, a country	grupo	alternativoj	prononco
level	sama	tas pats	same	grupo	alternativoj	prononco
level	ĵeti	mest	to throw	grupo	alternativoj	prononco
level	stelo	zvaigzne	a star	grupo	alternativoj	prononco
level	domo	māja, māja	a house, a home	grupo	alternativoj	prononco
level	nomo	vārds, nosaukums	a name, an appellation	grupo	alternativoj	prononco
level	vidi	redzēt	to see	grupo	alternativoj	prononco
level	mola	mīksts	soft	grupo	alternativoj	prononco
level	horo	stunda, pulkstenis, laiks	an hour, o'clock, time	grupo	alternativoj	prononco
level	formo	forma, forma	a form, a shape	grupo	alternativoj	prononco
level	tago	diena	a day	grupo	alternativoj	prononco
level	fumo	dūmu	a smoke	grupo	alternativoj	prononco
level	ĉevalo	zirgs	a horse	grupo	alternativoj	prononco
level	jaro	gads	a year	grupo	alternativoj	prononco
level	vojaĝi	ceļot	to travel	grupo	alternativoj	prononco
level	celo	mērķis, mērķis, mērķis, mērķis	a goal, a target, a purpose, an objective	grupo	alternativoj	prononco
level	naski	dzemdēt, nest, ģenerēt	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	pietrūkt, pietrūkt, pietrūkt	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	putns	a bird	grupo	alternativoj	prononco
level	halti	apstāties, apstāties, apstāties	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	brālis	a brother	grupo	alternativoj	prononco
level	monto	Kalns	a mountain	grupo	alternativoj	prononco
level	pensi	domāt	to think	grupo	alternativoj	prononco
level	permesi	atļaut, atļaut	to permit, to allow	grupo	alternativoj	prononco
level	kosti	izmaksāt	to cost	grupo	alternativoj	prononco
level	lito	gulta, dīvāns	a bed, a couch	grupo	alternativoj	prononco
level	perdi	zaudēt	to lose	grupo	alternativoj	prononco
level	miri	pārsteigt, pārsteigt, pārsteigt	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	cilvēks	a person	grupo	alternativoj	prononco
level	diversa	daudzveidīgs, daudzveidīgs, dažāds	diverse, varied, various	grupo	alternativoj	prononco
level	provi	mēģināt, mēģināt	to try, to attempt	grupo	alternativoj	prononco
level	pagi	maksāt	to pay	grupo	alternativoj	prononco
level	prezenti	prezentēt, iepazīstināt	to present, to introduce	grupo	alternativoj	prononco
level	aparta	atsevišķi, īpaši, atsevišķi	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	tiesības, tiesības	right, a right	grupo	alternativoj	prononco
level	mateno	rīts, rīts	morning, a morning	grupo	alternativoj	prononco
level	agrabla	patīkami, patīkami, jauki	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	vakars, vakars	evening, an evening	grupo	alternativoj	prononco
level	muro	siena	a wall	grupo	alternativoj	prononco
level	suno	saule, saule	sun, a sun	grupo	alternativoj	prononco
level	rigardi	skatīties, skatīties	to look, to look at	grupo	alternativoj	prononco
level	senti	sajust, sajust	to feel, to sense	grupo	alternativoj	prononco
level	blanka	balts, tukšs	white, blank	grupo	alternativoj	prononco
level	simpla	vienkārši	simple	grupo	alternativoj	prononco
