B.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	mi ankoraŭ ne scias sufiĉe pri la lingvo	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	saĝa respondo	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	mi rigardos en la paĝaro	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	kaj provos iom lerni	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	ĉu vi volas esti mia "lingvohelpanto"?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	volonte!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	nedankinde!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	nedankinde, sed kisinde	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	diras tion en Esperanto	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	kio? mi ne komprenas	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	vi povas rigardi en la vortaro	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	bedaŭrinde	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	mi devas foriri de Interreto nun	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	mi revenos vespere	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	mi pensas, ke mi estos ĉe la paĝaro tiam	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	perfekte!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	do, ĝis tiam!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	ĝis poste!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	vespere, ankaŭ ĉe la tujmesaĝilo	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	resaluton!	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	saluton denove!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	bonege!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	mi havas kelkajn demandojn	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	ĉu vi havas tempon?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	jes, mi havas liberan vesperon	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	do, skribu viajn demandojn	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	mi provos respondi	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	mi legis ke Esperanto havas kulturon	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	tamen mi ne komprenas ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	kie mi povas trovi tiun kulturon	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	vi trovos ĝin ĉie, kie estas ~	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	ĉie, kie estas homoj, kiuj parolas Esperanton	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	sed neniu popolo uzas Esperanton	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	prave!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	sed homoj, kiuj parolas Esperanton	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	ofte vojaĝas kaj renkontas aliajn Esperantistojn	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	dum tiuj renkontoj	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	ili uzas la lingvon en plej diversaj situacioj	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	do, tie vi trovos ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	vi trovos la kulturon	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	trovos la kulturon de Esperanto	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	bone, ĉu ekzistas muziko?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	muziko, literaturo, teatraĵo	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	k.t.p.	etc	grupo	alternativoj	prononco
level	same kiel ~	same kiel ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	same kiel estas por aliaj lingvoj	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	la kvanto ne estas same granda	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	same granda kiel en naciaj lingvoj	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	sed tio ne gravas	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	almenaŭ ne por mi	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	se vi volas aŭskulti ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	aŭskulti kanton en Esperanto	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	jen la kanto, "Liza pentras bildojn"	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	aŭskultas la kanton	listens to the song	grupo	alternativoj	prononco
level	ne malbone	ne malbone	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	kaj vi trovos multajn librojn en Esperanto	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	rigardas la librojn	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	sufiĉe multaj	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	ĉu vi legas multe en Esperanto?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	jes, de tempo al tempo	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	se vi iam lernos la lingvon	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	mi rekomendos al vi kelkajn bonajn librojn	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	temas pri ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	mia alia demando temas pri mia nomo	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	vi diris antaŭe ke ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	havas rilaton al ~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	diris ke ĝi havas rilaton al Esperanto	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	ha, jes, pri tio	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	viro kun la nomo ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	iam vivis viro kun la nomo ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	li estis tre aktiva en la Esperanto-movado	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	kiam ĝi estis tute nova	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	tradukis la libron al ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	kaj tradukis multajn librojn al Esperanto	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	kaj tio faris lin fama?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	unu el la plej gravaj por Esperanto tiam	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	kaj li multe influis la stilon de la lingvo	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	ne, certe li estis grava kaj influis multe	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	tamen, li subite forlasis la movadon	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	mi imagas ke ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	mi imagas ke estis granda ŝoko por multaj	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	kial li forlasis Esperanton?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	mi kredas ke ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	li estis malkontenta pri la Esperantistoj	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	li diris ion similan al ~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Esperanton devas lerni la Esperantistoj mem!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	kion li volis diri per ~ ?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	kion li volis diri per tio?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	verŝajne ke ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	homoj malbone parolis Esperanton	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	verŝajne ke homoj tiam malbone parolis	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	en la jaro 1911, li forlasis Esperanton	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	sed mi pensas ke ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	estas pli alta	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	hodiaŭ la lingvonivelo estas pli alta	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	la lingvonivelo de la Esperantistoj	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	sed mi pensas ke hodiaŭ la nivelo estas pli alta	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	do, mi devas bone lerni la lingvon	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	por esti bona homo	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	kaj vi devas uzi simplan stilon	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	ĉar tio estis tre grava por li	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	tio plaĉas al mi	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	en Esperanto eĉ ekzistas vorto ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	eĉ ekzistas vorto "kabei"	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	forlasi la movadon	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	vorto "kabei", kiu signifas forlasi la movadon	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	interese!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	mi nun scias unu vorton en Esperanto	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	neniam forgesos	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	kaj verŝajne mi neniam forgesos ĝin	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	en kafejo, post pluraj semajnoj	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	li sukcesis lerni Esperanton	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	kaj ili nun uzas la lingvon	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	inviti, invitilo	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	jen, rigardu, invitilo por IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	kio? I-J-kio?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	junulo, junularo	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	I-J-K estas "Internacia Junulara Kongreso"	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	mi planas iri al ĝi	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	ĉu ankaŭ vi volas iri?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	nu, "kongreso" ne sonas tre interese	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	sed estas (interese)!	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	ne pensu pri iu teda malvigla kongreso	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	simple temas pri ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	simple temas pri renkonto kun junuloj	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	renkonto kun junuloj de multaj landoj	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	300 ĝis 400 homoj estos tie	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	verŝajne estos 300 ĝis 400 homoj tie	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	preskaŭ ĉiuj	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	kaj preskaŭ ĉiuj parolos Esperanton	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	ne bone parolas	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	bone, sed mi ne bone parolas Esperanton	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	ne gravas	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	eblas partopreni en ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	partopreni en Esperanto-kursoj tie	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	kutime	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	kutime estas du niveloj	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	homoj, kiuj jam eklernis la lingvon	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	unu por komencantoj	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	kaj alia por homoj kiuj jam eklernis la lingvon	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	jes, kio?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	vi diris, "kutime"	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	ha, IJK okazas ĉiu-jare	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	ĉiu-foje en alia lando	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	pro tio, ĉiu IJK estas alispeca	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	sed ankaŭ estas programeroj	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	programeroj, kiuj ofte revenas	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	sed ankaŭ estas programeroj, kiuj ofte revenas	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	ekzemple	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	babili kun amikoj dum la tuta nokto	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	kanti ĉirkaŭ fajro kaj danci	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	partopreni koncertojn, ktp	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	nu, tion mi povas fari ankaŭ hejme	well, I can do that at home too	grupo	alternativoj	prononco
