B.bn content.tsv
Level	Esperanto	bn	en-us	Grupo	Alternativoj	Pronoco
level	muziko plaĉas al ~	একটি সঙ্গীত ~ আনন্দদায়ক হয়	a music is pleasing to ~	grupo	alternativoj	prononco
level	la muziko ege plaĉis al mi	সঙ্গীত আমার কাছে খুব আনন্দদায়ক ছিল	the music was very pleasing to me	grupo	alternativoj	prononco
level	ankaŭ al mi	আমার কাছেও	also to me	grupo	alternativoj	prononco
level	danci estis tre amuze	নাচ খুব মজার	dancing is very funny	grupo	alternativoj	prononco
level	danci kun vi	তোমার সাথে নাচতে	to dance with you	grupo	alternativoj	prononco
level	estis tre amuze danci kun vi	তোমার সাথে নাচতে খুব মজা লাগলো	it was very funny to dance with you	grupo	alternativoj	prononco
level	jen mia nomkarto	এখানে আমার নামের কার্ড	here's my name card	grupo	alternativoj	prononco
level	se vi volas ĝin	যদি তুমি এটা চাও	if you want it	grupo	alternativoj	prononco
level	jen mia karto, se vi volas	এখানে আমার কার্ড, আপনি যদি চান	here's my card, if you want	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ ~	এটিতেও আছে ~	on it there's also ~	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ adreso	এটিতে একটি ঠিকানাও রয়েছে	on it there's also an address	grupo	alternativoj	prononco
level	estas ankaŭ adreso al paĝaro	একটি ওয়েবসাইটের ঠিকানা আছে	there's an address to a website	grupo	alternativoj	prononco
level	adreso al paĝaro kun Esperanto-kurso	এস্পেরনাটো কোর্স সহ একটি সাইটের ঠিকানা	an address to a site with Espernato course	grupo	alternativoj	prononco
level	dankon	ধন্যবাদ	thank you	grupo	alternativoj	prononco
level	mi retpoŝtos al vi	আমি আপনাকে একটি ই-মেইল পাঠাব	I'll send you an e-mail	grupo	alternativoj	prononco
level	bone!	ঠিক আছে!	okay!	grupo	alternativoj	prononco
level	ĝis kaj bonan nokton!	আবার দেখা হবে, এবং শুভ রাত্রি!	see you again, and good night!	grupo	alternativoj	prononco
level	ĝis la!	দেখা হবে!	see you!	grupo	alternativoj	prononco
level	aperas en ~	~ এ উপস্থিত হয়	appears in ~	grupo	alternativoj	prononco
level	tujmesaĝilo	একটি তাত্ক্ষণিক বার্তাবাহক	an instant messenger	grupo	alternativoj	prononco
level	~ aperas en la tujmesaĝilo	~ ইনস্ট্যান্ট মেসেঞ্জারে উপস্থিত হয়	~ appears in the instant messanger	grupo	alternativoj	prononco
level	ĉu vi estas tiu?	তুমি কি সেই ব্যক্তি?	are you that person?	grupo	alternativoj	prononco
level	tiu, kiu dancis kun mi	সেই ব্যক্তি, যে আমার সাথে নাচছিল	that person, who had danced with me	grupo	alternativoj	prononco
level	sabata nokto	শনিবার রাতে	Saturday night	grupo	alternativoj	prononco
level	ĉu vi estas tiu, kiu dancis kun mi sabatnokte?	তুমি কি সেই ব্যক্তি, যে শনিবার রাতে আমার সাথে নাচছিল?	are you that person, who danced with me Saturday night?	grupo	alternativoj	prononco
level	jes, estas mi	হ্যা এটি আমি	yes it is me	grupo	alternativoj	prononco
level	mi ĝojas, ke ~	আমি সন্তুষ্ট যে ~	I'm pleased that ~	grupo	alternativoj	prononco
level	mi ĝojas, ke vi venis al la paĝaro	আমি খুশি যে আপনি সাইটে এসেছেন	I'm pleased that you came to the site	grupo	alternativoj	prononco
level	ĉu ĝi plaĉas al vi?	এটা কি আপনার কাছে আনন্দদায়ক? (আপনার কি এটা পছন্দ হয়েছে?)	is it pleasing to you? (do you like it?)	grupo	alternativoj	prononco
level	jes ja	হ্যাঁ, হ্যাঁ	yes, yay	grupo	alternativoj	prononco
level	ĝi estas tre bela	এটা খুবই সুন্দর	it is very beautiful	grupo	alternativoj	prononco
level	ŝajnas interesa	আগ্রহজনক মনে হচ্ছে	seems interesting	grupo	alternativoj	prononco
level	ĝi estas tre bela kaj ŝajnas interesa	এটা খুব সুন্দর এবং আকর্ষণীয় বলে মনে হচ্ছে	it's very beautiful and seems interesting	grupo	alternativoj	prononco
level	ankoraŭ ne ~	এখনো না ~	not yet ~	grupo	alternativoj	prononco
level	ne estas tute preta	সম্পূর্ণরূপে প্রস্তুত নয়	is not completely ready	grupo	alternativoj	prononco
level	ĝi ankoraŭ ne estas tute preta	এটি এখনও সম্পূর্ণরূপে প্রস্তুত নয়	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	কিন্তু শীঘ্রই এটা হবে	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	আমি বুঝতে পারছি (আমি দেখছি)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	কিন্তু ইতিমধ্যে অনেক সাহায্য টুল আছে	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	একটি অভিধান	a dictionary	grupo	alternativoj	prononco
level	superrigardo	একটি পর্যালোচনা	an overview	grupo	alternativoj	prononco
level	ekzerco	একটি excise	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	উদাহরণ শব্দ, ওভারভিউ, মেসেঞ্জার এবং execerces	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	ব্যাকরণের একটি ওভারভিউ	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	একটি তাত্ক্ষণিক বার্তাবাহক এবং বিভিন্ন অনুশীলন	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	এটা একটা ভালো শুরু	it is a good start	grupo	alternativoj	prononco
level	pardonon	আমাকে ক্ষমা করুন আমি দুঃখিত	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	আমি ~ সঙ্গে কথা বলতে হবে	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	অন্য ব্যক্তির সাথে কথা বলতে	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	আমি দুঃখিত, আমার অন্য ব্যক্তির সাথে কথা বলা উচিত	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	একটি ভাষা সাহায্যকারী	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	আমি তার ভাষা সাহায্যকারী	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	এবং এখন সে ~ সম্পর্কে কথা বলতে চায়	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	একটি ব্যায়াম সম্পর্কে কথা বলতে	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	শীঘ্রই ফিরে আসবে	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	আমি শীঘ্রই আপনার কাছে ফিরে আসব	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	কয়েক মিনিট পর	after several minutes	grupo	alternativoj	prononco
level	finparolis	কথা শেষ	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	এখন আমরা অনুশীলন সম্পর্কে কথা শেষ করেছি	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	কিছুক্ষণের জন্য	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	আমি এই সময়ে এস্পেরান্তো সম্পর্কে পড়েছি	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	আমি নিশ্চিত নই	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	~ সম্পর্কে যথেষ্ট জানে	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	আমি এখনও ভাষা সম্পর্কে যথেষ্ট জানি না	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	একটি স্মার্ট উত্তর	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	আমি সাইটে দেখব	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	এবং একটু শেখার চেষ্টা করব	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	আপনি কি আমার ভাষা সহায়ক হতে চান?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	স্বেচ্ছায়!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	আপনাকে স্বাগতম!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	একটি ধন্যবাদ মূল্য নয়, কিন্তু একটি চুম্বন মূল্য	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	এস্পেরান্তোতে বলে	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	কি? আমি বুঝতে পারছি না	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	আপনি একটি অভিধানে দেখতে পারেন	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	দুর্ভাগ্যবশত	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	আমাকে এখন ইন্টারনেট থেকে সরে যেতে হবে	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	সন্ধ্যায় ফিরে আসব	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	আমি মনে করি আমি ততক্ষণে সাইটে থাকব	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	নিখুঁত!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	আচ্ছা, তাহলে দেখা হবে!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	পরে দেখা হবে!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	সন্ধ্যায়, তাৎক্ষণিক মেসেঞ্জারেও	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	আবারো স্বাগতম! (পুনরায়-)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	আবারো স্বাগতম!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	আমি সাইট থেকে প্রায় সব পৃষ্ঠা দেখেছি	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	বেশ ভাল! অসাধারণ!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	আমার বেশ কিছু প্রশ্ন আছে	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	তোমার কি সময় আছে?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	হ্যাঁ, আমি সন্ধ্যায় ফ্রি আছি	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	তাই, আপনার প্রশ্ন লিখুন	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	আমি উত্তর দেওয়ার চেষ্টা করব	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	আমি পড়েছি যে এস্পেরান্তোর একটি সংস্কৃতি আছে	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	যদিও আমি বুঝতে পারছি না ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	যেখানে আমি এমন একটি সংস্কৃতি খুঁজে পেতে পারি	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	আপনি সর্বত্র খুঁজে পাবেন, যেখানে ~ আছে	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	যে কোনও জায়গা যেখানে লোকেরা এস্পেরান্তো ভাষায় কথা বলে	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	কিন্তু কেউ এস্পেরান্তো ব্যবহার করে না	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	ঠিক	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	কিন্তু যারা এস্পেরান্তো কথা বলে	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	প্রায়ই ভ্রমণ করে এবং অন্যান্য এস্পের্যান্টিস্টদের সাথে দেখা করে	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	সেই বৈঠকের সময়	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	তারা বেশিরভাগ বিভিন্ন পরিস্থিতিতে ভাষা ব্যবহার করে	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	তাই সেখানে আপনি ~ পাবেন	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	আপনি সংস্কৃতি খুঁজে পাবেন	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	এস্পেরান্তোর সংস্কৃতি খুঁজে পাবে	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	ঠিক আছে, সঙ্গীত বিদ্যমান?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	সঙ্গীত, সাহিত্য, থিয়েটার	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	ইত্যাদি	etc	grupo	alternativoj	prononco
level	same kiel ~	same as ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	অন্যান্য ভাষার জন্য যেমন আছে	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	পরিমাণ এত বড় নয়	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	জাতীয় ভাষার মতো বড়	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	কিন্তু এটা গুরুত্বপূর্ণ নয়	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	অন্তত আমার জন্য না	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	আপনি শুনতে চান ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	এস্পেরান্তোতে একটি গান শুনতে	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	এখানে গানটি আছে, &quot;লিসা ছবি আঁকে&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	গান শোনে	listens to the song	grupo	alternativoj	prononco
level	ne malbone	খারাপ না	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	এবং আপনি এস্পেরান্তোতে অনেক বই পাবেন	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	বইগুলো দেখে	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	যথেষ্ট অনেক	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	আপনি কি এস্পেরান্তোতে অনেক পড়েন?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	হ্যাঁ, মাঝে মাঝে (সময় সময়)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	আপনি যদি কখনও ভাষা শিখেন	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	আমি আপনাকে কিছু ভাল বই সুপারিশ করব	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	প্রায় ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	আমার অন্য প্রশ্ন আমার নাম সম্পর্কে	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	তুমি আগেই বলেছিলে ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	~ এর সাথে সম্পর্ক আছে	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	বলেছেন যে এটির সাথে এস্পেরান্তোর সম্পর্ক রয়েছে	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	ওহ, হ্যাঁ, যে সম্পর্কে	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	নামের একজন মানুষ ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	একসময় ~ নামের একজন মানুষ থাকতেন	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	তিনি এস্পেরান্তো আন্দোলনে অত্যন্ত সক্রিয় ছিলেন	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	যখন এটি সম্পূর্ণ নতুন ছিল	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	বইটি অনুবাদ করেছেন ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	এবং অনেক বই এস্পেরান্তোতে অনুবাদ করেছেন	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	এবং যে তাকে বিখ্যাত করেছে?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	সেই সময়ে এস্পেরান্তোর জন্য সবচেয়ে গুরুত্বপূর্ণ	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	এবং ভাষাশৈলীতে তার অনেক প্রভাব ছিল	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	না, অবশ্যই তিনি গুরুত্বপূর্ণ এবং প্রভাবশালী ছিলেন	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	তবে হঠাৎ করেই তিনি আন্দোলন ত্যাগ করেন	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	আমি যে ~ কল্পনা	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	আমি কল্পনা করি যে এটি অনেকের কাছে একটি বড় ধাক্কা ছিল	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	কেন সে এস্পেরান্তো ছেড়ে গেল?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	আমি বিশ্বাস করি যে ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	তিনি এস্পেরানবাদীদের প্রতি অসন্তুষ্ট ছিলেন	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	তিনি ~ অনুরূপ কিছু বলেছেন	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	এস্পেরান্তো অবশ্যই এস্পেরান্তবাদীদের দ্বারা শিখতে হবে!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	তিনি ~ দ্বারা কি বলতে চেয়েছিলেন?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	তিনি এটা দ্বারা কি বলতে চেয়েছিলেন?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	এটা সম্ভবত যে ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	লোকেরা এস্পেরান্তোতে খারাপ কথা বলে	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	এটা সম্ভবত মানুষ খারাপ কথা বলে	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	1911 সালে, তিনি এস্পেরান্তো ছেড়ে চলে যান	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	কিন্তু আমি মনে করি ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	উচ্চতর হয়	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	আজ ভাষার মাত্রা বেশি	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	এস্পের্যান্টিস্টদের ভাষার স্তর	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	কিন্তু আমি মনে করি যে আজ মাত্রা বেশি	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	তাই আমাকে ভালো করে ভাষা শিখতে হবে	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	একজন ভালো মানুষ হওয়ার জন্য	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	এবং আপনি সহজ শৈলী ব্যবহার করা উচিত	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	কারণ এটা তার জন্য খুবই গুরুত্বপূর্ণ ছিল	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	এটা আমাকে খুশি করে (আমি এটা পছন্দ করি)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	এস্পেরান্তোতে, এমনকি একটি শব্দ আছে ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	এমনকি একটি শব্দ আছে &quot;কাবেই&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	আন্দোলন পরিত্যাগ করতে	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	একটি শব্দ &quot;কাবেই&quot;, যার অর্থ আন্দোলন পরিত্যাগ করা	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	ইহা আকর্ষণীয়!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	এখন আমি এস্পেরান্তোতে একটি শব্দ জানি	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	কখনো ভুলবো না	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	এবং আমি সম্ভবত এটা ভুলব না	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	কয়েক সপ্তাহ পর একটি ক্যাফেতে	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	তিনি এস্পেরান্তো শিখতে পেরেছিলেন	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	এবং তারা ভাষা ব্যবহার করছে	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	আমন্ত্রণ, একটি আমন্ত্রণ	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	এখানে, দেখুন, IJK-এর জন্য একটি আমন্ত্রণ!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	কি? Ee-yo-কি?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	একটি যুবক, যুবকদের একটি দল	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	আইজেকে একটি আন্তর্জাতিক যুব কংগ্রেস	IJK is an International Youth Congress	grupo	alternativoj	prononco
