B.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	ĝi ankoraŭ ne estas tute preta	זה עדיין לא לגמרי מוכן	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	אבל בקרוב זה יהיה	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	אני מבין (אני מבין)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	אבל כבר יש הרבה כלי עזרה	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	מילון	a dictionary	grupo	alternativoj	prononco
level	superrigardo	סקירה	an overview	grupo	alternativoj	prononco
level	ekzerco	בלו	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	מילים לדוגמה, סקירה כללית, מסנג'ר והפרעות	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	סקירה כללית של הדקדוק	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	שליח מיידי ותרגילים שונים	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	זו התחלה טובה	it is a good start	grupo	alternativoj	prononco
level	pardonon	סלח לי אני מצטער	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	אני חייב לדבר עם ~	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	לדבר עם אדם אחר	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	אני מצטער, אני צריך לדבר עם אדם אחר	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	עוזר שפה	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	אני עוזר השפה שלה	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	ועכשיו היא רוצה לדבר על ~	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	לדבר על תרגיל	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	בקרוב יחזור	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	אני אחזור אליך בקרוב	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	לאחר מספר דקות	after several minutes	grupo	alternativoj	prononco
level	finparolis	סיים לדבר	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	עכשיו סיימנו לדבר על התרגיל	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	בינתיים, לזמן מה	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	קראתי בינתיים על אספרנטו	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	אני לא בטוח	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	יודע מספיק על ~	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	אני עדיין לא יודע מספיק על השפה	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	תשובה חכמה	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	אני אחפש באתר	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	וננסה ללמוד קצת	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	האם אתה רוצה להיות עוזר השפה שלי?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	בחפץ לב!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	בבקשה!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	לא שווה תודה, אבל שווה נשיקה	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	אומר את זה באספרנטו	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	מה? אני לא מבין	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	אתה יכול לעיין במילון	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	לצערי	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	אני חייב לצאת מהאינטרנט עכשיו	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	אני אחזור בערב	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	אני חושב שעד אז אהיה באתר	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	מושלם!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	טוב, אז נתראה!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	נתראה אחר כך!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	בערב, גם במסנג'ר המיידי	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	שוב שלום! (מִחָדָשׁ-)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	שוב שלום!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	הסתכלתי כמעט בכל הדפים מהאתר	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	די טוב! מדהים!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	יש לי מספר שאלות	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	יש לך זמן?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	כן, אני פנוי בערב	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	אז כתוב את השאלות שלך	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	אנסה לענות	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	קראתי שלאספרנטו יש תרבות	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	עם זאת אני לא מבין ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	איפה אני יכול למצוא תרבות כזו	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	תמצא בכל מקום, איפה ~ נמצא	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	בכל מקום שבו נמצאים אנשים שמדברים אספרנטו	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	אבל אף אחד לא משתמש באספרנטו	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	ימין!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	אלא אנשים שמדברים אספרנטו	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	לעתים קרובות לטייל ולפגוש אספרנטיסטים אחרים	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	במהלך אותן פגישות	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	הם משתמשים בשפה ברוב המצבים השונים	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	אז שם תמצא ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	תמצא את התרבות	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	ימצא את תרבות האספרנטו	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	אוקיי, האם קיימת מוזיקה?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	מוזיקה, ספרות, תיאטרון	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	וכו	etc	grupo	alternativoj	prononco
level	same kiel ~	אותו דבר כמו ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	כמו שיש לשפות אחרות	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	הכמות לא כל כך גדולה	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	גדול כמו בשפות לאומיות	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	אבל זה לא חשוב	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	לפחות לא בשבילי	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	אם אתה רוצה להקשיב ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	להאזין לשיר באספרנטו	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	הנה השיר, &quot;ליסה מציירת תמונות&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	מקשיב לשיר	listens to the song	grupo	alternativoj	prononco
level	ne malbone	לא רע	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	ותמצא ספרים רבים באספרנטו	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	מסתכל בספרים	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	מספיק הרבה	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	אתה קורא הרבה באספרנטו?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	כן, לפעמים (מדי פעם)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	אם אי פעם תלמד את השפה	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	אמליץ לך על כמה ספרים טובים	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	הוא בערך ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	השאלה הנוספת שלי היא לגבי השם שלי	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	אמרת קודם ש~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	יש קשר ל~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	אמר שיש לזה קשר לאספרנטו	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	אה, כן, על זה	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	גבר עם השם ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	פעם חי אדם עם השם ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	הוא היה פעיל מאוד בתנועת האספרנטו	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	כשהיה חדשה לגמרי	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	תרגם את הספר ל~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	ותרגמה ספרים רבים לאספרנטו	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	וזה עשה אותו מפורסם?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	אחד החשובים ביותר לאספרנטו באותה תקופה	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	והייתה לו השפעה רבה על סגנון השפה	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	לא, בהחלט הוא היה חשוב והייתה לו השפעה	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	עם זאת, הוא נטש לפתע את התנועה	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	אני מתאר לעצמי ש~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	אני מתאר לעצמי שזה היה הלם גדול עבור רבים	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	למה הוא עזב את אספרנטו?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	אני מאמין ש~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	הוא לא היה מרוצה מהאספרנטים	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	הוא אמר משהו דומה ל~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	אספרנטו חייבים ללמוד על ידי האספרנטים עצמם!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	מה הוא התכוון לומר ב-~?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	מה הוא התכוון לומר בזה	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	סביר להניח ש~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	אנשים דיברו אספרנטו רע	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	סביר להניח שאנשים דיברו רע	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	בשנת 1911 עזב את אספרנטו	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	אבל אני חושב ש~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	גבוה יותר	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	היום רמת השפה גבוהה יותר	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	רמת השפה של האספרנטיסטים	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	אבל אני חושב שהיום הרמה גבוהה יותר	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	אז אני צריך ללמוד את השפה היטב	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	על היותו אדם טוב	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	ואתה צריך להשתמש בסגנון פשוט	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	כי זה היה מאוד חשוב עבורו	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	זה משמח אותי (אני אוהב את זה)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	באספרנטו יש אפילו מילה ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	יש אפילו מילה &quot;קאביי&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	לנטוש את התנועה	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	מילה &quot;קאביי&quot;, שפירושה נטישת התנועה	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	זה מעניין!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	עכשיו אני יודע מילה אחת באספרנטו	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	לעולם לא ישכח	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	ואני כנראה לא אשכח את זה לעולם	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	בבית קפה' לאחר מספר שבועות	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	הוא הצליח ללמוד אספרנטו	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	והם משתמשים בשפה	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	להזמין, הזמנה	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	הנה, תראה, הזמנה ל-IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	מה? אי-יו-מה?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	אדם צעיר, קבוצת צעירים	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK הוא קונגרס נוער בינלאומי	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	אני מתכנן ללכת על זה	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	גם אתה רוצה ללכת?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	ובכן, &quot;קונגרס&quot; לא נשמע מעניין במיוחד	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	אבל זה (מעניין)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	אל תחשוב על משהו קונגרס איטי ומשעמם	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	זה רק בערך ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	זה רק על מפגש עם צעירים	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	מפגש עם צעירים ממדינות רבות	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	300 עד 400 איש יהיו שם	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	כנראה יהיו שם 300 עד 400 אנשים	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	כמעט כולם	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	וכמעט כולם ידברו אספרנטו	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	לא מדבר טוב	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	בסדר, אבל אני לא דובר אספרנטו טוב	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	זה לא משנה	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	אפשר לקחת חלק ב~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	לקחת חלק בקורסי אספרנטו שם	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	בְּדֶרֶך כְּלַל	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	בדרך כלל יש שתי רמות	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	אנשים שכבר למדו את השפה	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	אחד למתחילים	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	והשני למי שכבר למד את השפה	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	כן, מה?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	אמרת, &quot;בדרך כלל&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	הו, IJK קורה כל שנה	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	בכל פעם במדינה אחרת	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	מסיבה זו, כל IJK שונה	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	אבל יש גם תוכניות	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	תוכניות שחוזרות לעתים קרובות	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	אבל יש גם תוכניות שחוזרות לעתים קרובות	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	לדוגמה	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	למשל, כמעט תמיד אפשר לשחק ספורט וקלפים	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
