B.sl content.tsv
Level	Esperanto	sl	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vere?	res?	really?	grupo	alternativoj	prononco
level	novaĵo por mi	novica zame	a news for me	grupo	alternativoj	prononco
level	tio estas novaĵo por mi	to je zame novica	that's a news for me	grupo	alternativoj	prononco
level	ĉu vi aŭdis pri ~?	si slišal za ~?	did you hear about ~ ?	grupo	alternativoj	prononco
level	ĉu vi aŭdis pri Esperanto?	si slišal za esperanto?	did you hear about Esperanto?	grupo	alternativoj	prononco
level	mi ne sciis, ke ~	Tega nisem vedel ~	I didn't know that ~	grupo	alternativoj	prononco
level	sed mi ne sciis ke mia nomo rilatas al ĝi	nisem pa vedel, da je moje ime povezano s tem	but I didn't know that my name is related to it	grupo	alternativoj	prononco
level	fakte	pravzaprav	in fact	grupo	alternativoj	prononco
level	kia estas ~ ?	kako je ~?	how is ~ ?	grupo	alternativoj	prononco
level	kia estas la rilato?	kako je razmerje?	how is the relation?	grupo	alternativoj	prononco
level	ho!	oh!	oh!	grupo	alternativoj	prononco
level	tio estas longa rakonto	to je dolga zgodba	that's a long story	grupo	alternativoj	prononco
level	rakontos al vi	ti bo povedal	will tell you	grupo	alternativoj	prononco
level	se vi volas	če želiš	if you want	grupo	alternativoj	prononco
level	mi rakontos al vi poste, se vi volas	Ti bom povedal kasneje, če želiš	I will tell you later, if you want	grupo	alternativoj	prononco
level	en ĉi tiu loko	na tem mestu (na tej lokaciji)	in this place (in this location)	grupo	alternativoj	prononco
level	tro da bruo	preveč hrupa	too much noise	grupo	alternativoj	prononco
level	en ĉi tiu loko estas tro da bruo	na tem mestu je preveč hrupa	in this place, there's too much noise	grupo	alternativoj	prononco
level	jes, vi pravas	ja, prav imaš	yes, you're right	grupo	alternativoj	prononco
level	ĉu ni dancu?	bova plesala?	shall we dance?	grupo	alternativoj	prononco
level	bona ideo!	dobra ideja!	good idea!	grupo	alternativoj	prononco
level	dankon por agrabla vespero	hvala za prijeten večer	thank you for a pleasant evening	grupo	alternativoj	prononco
level	dankon al vi	hvala (tebi)	thank you (to you)	grupo	alternativoj	prononco
level	estis vere bona	bilo je zelo dobro	it was very good	grupo	alternativoj	prononco
level	muziko plaĉas al ~	glasba je prijetna ~	a music is pleasing to ~	grupo	alternativoj	prononco
level	la muziko ege plaĉis al mi	glasba mi je bila zelo všeč	the music was very pleasing to me	grupo	alternativoj	prononco
level	ankaŭ al mi	tudi meni	also to me	grupo	alternativoj	prononco
level	danci estis tre amuze	ples je zelo smešen	dancing is very funny	grupo	alternativoj	prononco
level	danci kun vi	plesati s teboj	to dance with you	grupo	alternativoj	prononco
level	estis tre amuze danci kun vi	bilo je zelo smešno plesati s tabo	it was very funny to dance with you	grupo	alternativoj	prononco
level	jen mia nomkarto	tukaj je moja vizitka	here's my name card	grupo	alternativoj	prononco
level	se vi volas ĝin	če hočeš	if you want it	grupo	alternativoj	prononco
level	jen mia karto, se vi volas	tukaj je moja kartica, če hočeš	here's my card, if you want	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ ~	na njej je tudi ~	on it there's also ~	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ adreso	na njej je tudi naslov	on it there's also an address	grupo	alternativoj	prononco
level	estas ankaŭ adreso al paĝaro	tam je naslov spletne strani	there's an address to a website	grupo	alternativoj	prononco
level	adreso al paĝaro kun Esperanto-kurso	naslov na stran s tečajem espernata	an address to a site with Espernato course	grupo	alternativoj	prononco
level	dankon	Hvala vam	thank you	grupo	alternativoj	prononco
level	mi retpoŝtos al vi	Poslal ti bom e-pošto	I'll send you an e-mail	grupo	alternativoj	prononco
level	bone!	v redu!	okay!	grupo	alternativoj	prononco
level	ĝis kaj bonan nokton!	se vidimo spet in lahko noč!	see you again, and good night!	grupo	alternativoj	prononco
level	ĝis la!	se vidiva!	see you!	grupo	alternativoj	prononco
level	aperas en ~	pojavi v ~	appears in ~	grupo	alternativoj	prononco
level	tujmesaĝilo	takojšnji messenger	an instant messenger	grupo	alternativoj	prononco
level	~ aperas en la tujmesaĝilo	~ se prikaže v programu za neposredno sporočanje	~ appears in the instant messanger	grupo	alternativoj	prononco
level	ĉu vi estas tiu?	ali si ti ta oseba?	are you that person?	grupo	alternativoj	prononco
level	tiu, kiu dancis kun mi	tista oseba, ki je plesala z menoj	that person, who had danced with me	grupo	alternativoj	prononco
level	sabata nokto	Sobota zvečer	Saturday night	grupo	alternativoj	prononco
level	ĉu vi estas tiu, kiu dancis kun mi sabatnokte?	si ti tista oseba, ki je plesala z mano v soboto zvečer?	are you that person, who danced with me Saturday night?	grupo	alternativoj	prononco
level	jes, estas mi	ja to sem jaz	yes it is me	grupo	alternativoj	prononco
level	mi ĝojas, ke ~	Veseli me, da ~	I'm pleased that ~	grupo	alternativoj	prononco
level	mi ĝojas, ke vi venis al la paĝaro	Veseli me, da ste prišli na spletno stran	I'm pleased that you came to the site	grupo	alternativoj	prononco
level	ĉu ĝi plaĉas al vi?	ti je všeč? (ti je všeč?)	is it pleasing to you? (do you like it?)	grupo	alternativoj	prononco
level	jes ja	ja, ja	yes, yay	grupo	alternativoj	prononco
level	ĝi estas tre bela	zelo je lepo	it is very beautiful	grupo	alternativoj	prononco
level	ŝajnas interesa	se zdi zanimivo	seems interesting	grupo	alternativoj	prononco
level	ĝi estas tre bela kaj ŝajnas interesa	zelo je lepa in deluje zanimivo	it's very beautiful and seems interesting	grupo	alternativoj	prononco
level	ankoraŭ ne ~	ne še ~	not yet ~	grupo	alternativoj	prononco
level	ne estas tute preta	ni popolnoma pripravljen	is not completely ready	grupo	alternativoj	prononco
level	ĝi ankoraŭ ne estas tute preta	še ni popolnoma pripravljen	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	a kmalu bo	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	razumem (vidim)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	vendar že obstaja veliko orodij za pomoč	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	slovar	a dictionary	grupo	alternativoj	prononco
level	superrigardo	pregled	an overview	grupo	alternativoj	prononco
level	ekzerco	excecise	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	primeri besed, pregled, messanger in execerces	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	pregled slovnice	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	instant messenger in različne vaje	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	to je dober začetek	it is a good start	grupo	alternativoj	prononco
level	pardonon	oprostite, žal mi je	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	Govoriti moram z ~	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	govoriti z drugo osebo	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	Oprostite, moral bi govoriti z drugo osebo	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	jezikovni pomočnik	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	Sem njen jezikovni pomočnik	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	in zdaj želi govoriti o ~	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	govoriti o vaji	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	kmalu se bo vrnil	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	Kmalu se vrnem k tebi	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	po nekaj minutah	after several minutes	grupo	alternativoj	prononco
level	finparolis	končal pogovor	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	zdaj sva končala pogovor o vaji	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	vmes, za nekaj časa	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	Vmes sem bral o esperantu	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	Nisem prepričan	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	ve dovolj o ~	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	Jezika še ne poznam dovolj	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	pameten odgovor	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	Bom pogledal na spletnem mestu	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	in se bo poskušal malo naučiti	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	hočeš biti moj jezikovni pomočnik?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	prostovoljno!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	ni za kaj!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	ni vredno zahvale, ampak vredno poljuba	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	pravi to v esperantu	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	kaj? ne razumem	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	lahko pogledaš v slovar	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	na žalost	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	Zdaj moram zapustiti internet	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	Vrnem se zvečer	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	Mislim, da bom takrat že na lokaciji	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	popoln!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	no, potem se vidimo!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	se vidimo kasneje!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	zvečer pa tudi na instant messengerju	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	še enkrat pozdravljeni! (ponovno)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	še enkrat pozdravljeni!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	Pogledal sem skoraj vse strani spletnega mesta	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	precej dobro! super!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	Imam več vprašanj	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	Imaš čas?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	ja, zvečer sem prosta	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	torej napišite svoja vprašanja	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	Poskušal bom odgovoriti	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	Prebral sem, da ima esperanto kulturo	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	vendar ne razumem ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	kje najdem tako kulturo	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	povsod boste našli, kje ~ je	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	kamor koli, kjer so ljudje, ki govorijo esperanto	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	vendar nihče ne uporablja esperanta	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	prav!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	ampak ljudje, ki govorijo esperanto	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	pogosto potujejo in srečujejo druge esperantiste	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	med temi srečanji	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	jezik uporabljajo v najrazličnejših situacijah	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	tako da boste tam našli ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	boste našli kulturo	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	bo našel kulturo esperanta	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	v redu, ali glasba obstaja?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	glasba, literatura, gledališče	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	itd	etc	grupo	alternativoj	prononco
level	same kiel ~	enako kot ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	enako kot velja za druge jezike	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	količina ni tako velika	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	tako velik kot v nacionalnih jezikih	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	ampak to ni pomembno	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	vsaj zame ne	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	če želite poslušati ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	poslušati pesem v esperantu	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	tukaj je pesem &quot;Lisa slika slike&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	posluša pesem	listens to the song	grupo	alternativoj	prononco
level	ne malbone	ni slabo	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	in našli boste veliko knjig v esperantu	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	gleda knjige	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	dovolj veliko	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	veliko bereš v esperantu?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	da, včasih (od časa do časa)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	če se boš kdaj naučil jezika	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	Priporočil ti bom nekaj dobrih knjig	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	je približno ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	moje drugo vprašanje je o mojem imenu	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	prej ste rekli, da ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	ima razmerje do ~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	rekel, da je povezan z esperantom	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	o, ja, glede tega	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	človek z imenom ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	nekoč je živel človek z imenom ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	bil je zelo aktiven v esperantskem gibanju	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	ko je bil popolnoma nov	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	prevedel knjigo v ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	in prevedel veliko knjig v esperanto	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	in to ga je naredilo slavnega?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	eden najpomembnejših za esperanto v tistem času	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	in je imel velik vpliv na jezikovni slog	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	ne, vsekakor je bil pomemben in je imel vpliv	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	pa je gibanje nenadoma opustil	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	Predstavljam si, da ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	Predvidevam, da je bil to za mnoge velik šok	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	zakaj je zapustil esperanto?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	Verjamem, da ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	ni bil zadovoljen z esperantisti	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	rekel je nekaj podobnega ~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Esperanta se morajo naučiti esperantisti sami!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	kaj je hotel povedati s ~?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	kaj je hotel povedati s tem?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	verjetno je, da ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	ljudje so slabo govorili esperanto	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	verjetno so ljudje govorili slabo	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	leta 1911 je zapustil esperanto	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	ampak mislim, da ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	je višji	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	danes je jezikovna raven višja	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	jezikovna raven esperantistov	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	vendar mislim, da je danes raven višja	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	zato se moram dobro naučiti jezika	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	ker si dober človek	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	in morali bi uporabljati preprost slog	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	ker je bilo to zanj zelo pomembno	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	to me veseli (to mi je všeč)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	v esperantu obstaja celo beseda ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	obstaja celo beseda &quot;kabei&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	opustiti gibanje	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	beseda &quot;kabei&quot;, ki pomeni opustitev gibanja	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	to je zanimivo!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	zdaj znam eno besedo v esperantu	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	ne bo nikoli pozabil	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	in verjetno tega ne bom nikoli pozabil	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	v kavarni' po nekaj tednih	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	uspel se je naučiti esperanta	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	in uporabljajo jezik	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	povabiti, povabilo	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	evo, poglej, vabilo za IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	kaj? Ee-yo-kaj?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	mlada oseba, skupina mladih	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK je mednarodni kongres mladih	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	Načrtujem, da se bom odločil za to	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	hočeš tudi ti iti?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	no, &quot;kongres&quot; se ne sliši zelo zanimivo	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	ampak je (zanimivo)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	ne razmišljajte o nečem dolgočasnem počasnem kongresu	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	gre samo za ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	gre le za spoznavanje mladih	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	srečanje z mladimi iz mnogih držav	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	Tam bo od 300 do 400 ljudi	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	verjetno bo tam od 300 do 400 ljudi	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	skoraj vsi	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	in skoraj vsi bodo govorili esperanto	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	ne govori dobro	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	ok, ampak esperanta ne govorim dobro	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	ni važno	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	možno je sodelovati pri ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	da se tam udeležujejo tečajev esperanta	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	ponavadi	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	običajno sta dve ravni	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	ljudi, ki so se jezika že naučili	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	ena za začetnike	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	drugi pa za tiste, ki so se jezika že naučili	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	jes, kaj?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	rekel si &quot;ponavadi&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	oh, IJK se zgodi vsako leto	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	vsakič v drugi državi	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	zato je vsak IJK drugačen	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	obstajajo pa tudi programi	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	programi, ki se pogosto vračajo	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	obstajajo pa tudi programi, ki se pogosto vračajo	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	na primer	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	na primer, skoraj vedno je mogoče igrati šport in karte	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	govoriti s prijatelji vso noč	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	peti okoli ognja in plesati	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	za udeležbo na koncertih ipd	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	no, to lahko naredim tudi doma	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	prav, ampak	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	ampak pomembna stvar med IJK je ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	prihaja iz mnogih različnih držav	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	je, da udeleženci prihajajo iz različnih držav	is that the participants come from different countries	grupo	alternativoj	prononco
