B.te content.tsv
Level	Esperanto	te	en-us	Grupo	Alternativoj	Pronoco
level	sed baldaŭ estos	కానీ త్వరలో అది అవుతుంది	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	నాకు అర్థమైంది (నేను చూస్తున్నాను)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	కానీ ఇప్పటికే చాలా సహాయ సాధనాలు ఉన్నాయి	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	ఒక నిఘంటువు	a dictionary	grupo	alternativoj	prononco
level	superrigardo	ఒక అంచన	an overview	grupo	alternativoj	prononco
level	ekzerco	ఒక ఎక్సైజ్	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	ఉదాహరణ పదాలు, అవలోకనం, మెసెంజర్ మరియు ఎక్సెర్సెస్	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	వ్యాకరణం యొక్క అవలోకనం	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	తక్షణ మెసెంజర్ మరియు వివిధ వ్యాయామాలు	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	ఇది మంచి ప్రారంభం	it is a good start	grupo	alternativoj	prononco
level	pardonon	నన్ను క్షమించు నన్ను క్షమించు	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	నేను ~తో మాట్లాడాలి	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	మరొక వ్యక్తితో మాట్లాడటానికి	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	నన్ను క్షమించండి, నేను వేరే వ్యక్తితో మాట్లాడాలి	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	ఒక భాష సహాయకుడు	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	నేను ఆమెకు భాష సహాయకుడిని	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	మరియు ఇప్పుడు ఆమె ~ గురించి మాట్లాడాలనుకుంటోంది	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	ఒక వ్యాయామం గురించి మాట్లాడటానికి	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	త్వరలో తిరిగి వస్తాయి	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	నేను త్వరలో మీ వద్దకు తిరిగి వస్తాను	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	కొన్ని నిమిషాల తర్వాత	after several minutes	grupo	alternativoj	prononco
level	finparolis	మాట్లాడటం ముగించాడు	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	ఇప్పుడు మేము వ్యాయామం గురించి మాట్లాడటం ముగించాము	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	ఈ సమయంలో, కొంతకాలం	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	నేను ఈ మధ్య కాలంలో ఎస్పెరాంటో గురించి చదివాను	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	నాకు ఖచ్చితంగా తెలియదు	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	~ గురించి తగినంత తెలుసు	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	నాకు ఇంకా భాష గురించి తగినంతగా తెలియదు	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	ఒక తెలివైన సమాధానం	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	నేను సైట్‌లో చూస్తాను	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	మరియు కొంచెం నేర్చుకోవడానికి ప్రయత్నిస్తాను	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	మీరు నా భాష సహాయకుడిగా ఉండాలనుకుంటున్నారా?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	ఇష్టపూర్వకంగా!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	మీకు స్వాగతం!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	కృతజ్ఞతకు విలువైనది కాదు, కానీ ముద్దు విలువైనది	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	అని ఎస్పెరాంటోలో చెప్పారు	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	ఏమిటి? నాకు అర్థం కాలేదు	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	మీరు నిఘంటువులో చూడవచ్చు	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	దురదృష్టవశాత్తు	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	నేను ఇప్పుడు ఇంటర్నెట్ నుండి తప్పుకోవాలి	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	నేను సాయంత్రం తిరిగి వస్తాను	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	ఆ సమయానికి నేను సైట్‌లో ఉంటానని అనుకుంటున్నాను	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	పరిపూర్ణమైనది!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	బాగా, అప్పుడు కలుద్దాం!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	తర్వాత కలుద్దాం!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	సాయంత్రం, తక్షణ మెసెంజర్ వద్ద కూడా	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	మళ్ళీ హలో! (తిరిగి)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	మళ్ళీ హలో!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	నేను సైట్ నుండి దాదాపు అన్ని పేజీలను చూసాను	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	చాలా మంచి! అద్భుతం!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	నాకు అనేక ప్రశ్నలు ఉన్నాయి	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	నీకు సమయం ఉందా?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	అవును, నేను సాయంత్రం ఖాళీగా ఉన్నాను	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	కాబట్టి, మీ ప్రశ్నలను వ్రాయండి	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	నేను సమాధానం చెప్పడానికి ప్రయత్నిస్తాను	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	ఎస్పరాంటోకు ఒక సంస్కృతి ఉందని నేను చదివాను	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	అయితే నాకు అర్థం కాలేదు~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	అటువంటి సంస్కృతిని నేను ఎక్కడ కనుగొనగలను	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	మీరు ఎక్కడైనా, ఎక్కడ ~ ఉందో కనుగొంటారు	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	ఎస్పరాంటో మాట్లాడే వ్యక్తులు ఉన్న ఏదైనా ప్రదేశం	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	కానీ ఎవరూ ఎస్పెరాంటోని ఉపయోగించరు	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	కుడి!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	కానీ ఎస్పరాంటో మాట్లాడే వ్యక్తులు	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	తరచుగా ప్రయాణం మరియు ఇతర ఎస్పరాంటిస్ట్‌లను కలుసుకుంటారు	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	ఆ సమావేశాల సమయంలో	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	వారు చాలా విభిన్న పరిస్థితులలో భాషను ఉపయోగిస్తారు	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	కాబట్టి అక్కడ మీరు కనుగొంటారు ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	మీరు సంస్కృతిని కనుగొంటారు	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	ఎస్పరాంటో సంస్కృతిని కనుగొంటారు	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	సరే, సంగీతం ఉందా?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	సంగీతం, సాహిత్యం, థియేటర్	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	మొదలైనవి	etc	grupo	alternativoj	prononco
level	same kiel ~	అదే ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	ఇతర భాషలకు ఉన్నట్లే	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	పరిమాణం అంత పెద్దది కాదు	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	జాతీయ భాషల్లో అంత పెద్దది	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	కానీ అది ముఖ్యం కాదు	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	కనీసం నా కోసం కాదు	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	మీరు వినాలనుకుంటే ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	ఎస్పెరాంటోలో ఒక పాట వినడానికి	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	&quot;లిసా పెయింట్స్ పిక్చర్స్&quot; పాట ఇదిగో	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	పాట వింటాడు	listens to the song	grupo	alternativoj	prononco
level	ne malbone	చెడ్డది కాదు	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	మరియు మీరు ఎస్పరాంటోలో చాలా పుస్తకాలను కనుగొంటారు	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	పుస్తకాలు చూస్తుంది	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	తగినంత అనేక	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	మీరు ఎస్పరాంటోలో ఎక్కువగా చదివారా?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	అవును, కొన్నిసార్లు (అప్పుడప్పుడు)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	మీరు ఎప్పుడైనా భాష నేర్చుకుంటే	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	నేను మీకు కొన్ని మంచి పుస్తకాలను సిఫార్సు చేస్తాను	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	సుమారు ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	నా మరొక ప్రశ్న నా పేరు గురించి	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	~ అని మీరు ముందే చెప్పారు	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	~కి సంబంధించినది	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	ఎస్పెరాంటోతో సంబంధం ఉందని చెప్పారు	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	ఓహ్, అవును, దాని గురించి	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	~ అనే పేరు గల వ్యక్తి	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	ఒకప్పుడు ~ అనే పేరుతో ఒక వ్యక్తి జీవించాడు	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	అతను ఎస్పెరాంటో ఉద్యమంలో చాలా చురుకుగా ఉన్నాడు	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	ఇది పూర్తిగా కొత్తగా ఉన్నప్పుడు	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	పుస్తకాన్ని ~కి అనువదించారు	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	మరియు అనేక పుస్తకాలను ఎస్పెరాంటోకి అనువదించారు	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	మరియు అది అతనికి ప్రసిద్ధి చెందింది?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	ఆ సమయంలో ఎస్పరాంటోకి అత్యంత ముఖ్యమైన వాటిలో ఒకటి	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	మరియు అతను భాషా శైలిపై చాలా ప్రభావం చూపాడు	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	లేదు, ఖచ్చితంగా అతను ముఖ్యమైనవాడు మరియు ప్రభావం కలిగి ఉన్నాడు	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	అయినప్పటికీ, అతను అకస్మాత్తుగా ఉద్యమాన్ని విడిచిపెట్టాడు	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	నేను ఊహించాను ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	ఇది చాలా మందికి పెద్ద షాక్ అని నేను ఊహించాను	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	అతను ఎస్పరాంటోను ఎందుకు విడిచిపెట్టాడు?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	నేను నమ్ముతున్నాను ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	అతను ఎస్పెరాంటిస్టుల పట్ల అసంతృప్తిగా ఉన్నాడు	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	అతను ~ లాంటిదే చెప్పాడు	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	ఎస్పెరాంటో ఎస్పెరాంటిస్టులు స్వయంగా నేర్చుకోవాలి!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	అతను ~ ద్వారా ఏమి చెప్పాలనుకున్నాడు?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	అతను దాని ద్వారా ఏమి చెప్పాలనుకున్నాడు?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	అది ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	ప్రజలు ఎస్పరాంటో చెడుగా మాట్లాడారు	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	ప్రజలు చెడుగా మాట్లాడే అవకాశం ఉంది	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	1911 సంవత్సరంలో, అతను ఎస్పరాంటోను విడిచిపెట్టాడు	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	కానీ నేను అనుకుంటున్నాను ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	ఎక్కువ	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	నేడు భాషా స్థాయి ఎక్కువగా ఉంది	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	ఎస్పెరాంటిస్టుల భాషా స్థాయి	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	కానీ ఈ రోజు స్థాయి ఎక్కువగా ఉందని నేను భావిస్తున్నాను	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	కాబట్టి నేను భాషను బాగా నేర్చుకోవాలి	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	మంచి వ్యక్తిగా ఉన్నందుకు	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	మరియు మీరు సాధారణ శైలిని ఉపయోగించాలి	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	ఎందుకంటే అది అతనికి చాలా ముఖ్యమైనది	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	అది నాకు నచ్చింది (నాకు అది ఇష్టం)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	ఎస్పరాంటోలో, ~ అనే పదం కూడా ఉంది	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	&quot;కబీ&quot; అనే పదం కూడా ఉంది	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	ఉద్యమాన్ని విరమించుకోవాలని	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	ఒక పదం &quot;కబీ&quot;, అంటే ఉద్యమాన్ని విడిచిపెట్టడం	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	అది ఆసక్తికరంగా ఉంది!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	ఇప్పుడు నాకు ఎస్పెరాంటోలో ఒక పదం తెలుసు	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	ఎప్పటికీ మర్చిపోలేను	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	మరియు నేను దానిని ఎప్పటికీ మరచిపోలేను	and I will probably never forget it	grupo	alternativoj	prononco
