B.nl content.tsv
Level	Esperanto	nl	en-us	Grupo	Alternativoj	Pronoco
level	do, skribu viajn demandojn	dus schrijf uw vragen	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	Ik zal proberen te antwoorden	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	Ik las dat Esperanto een cultuur heeft	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	maar ik begrijp het niet ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	waar ik zo'n cultuur kan vinden	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	je zult overal vinden waar ~ is	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	overal waar mensen zijn die Esperanto spreken	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	maar geen mensen gebruiken Esperanto	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	rechts!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	maar mensen die Esperanto spreken	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	reist vaak en ontmoet andere esperantisten	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	tijdens die bijeenkomsten	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	ze gebruiken de taal in de meeste verschillende situaties	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	dus daar vind je ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	je zult de cultuur vinden	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	vindt u de cultuur van Esperanto	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	Oké, bestaat muziek?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	muziek, literatuur, theater	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	enz	etc	grupo	alternativoj	prononco
level	same kiel ~	hetzelfde als ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	hetzelfde als voor andere talen	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	de hoeveelheid is niet zo groot	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	zo groot als in nationale talen	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	maar dat is niet belangrijk	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	tenminste niet voor mij	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	als je wilt luisteren ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	om naar een liedje in het Esperanto te luisteren	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	hier is het liedje: &quot;Lisa schildert foto's&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	luistert naar het liedje	listens to the song	grupo	alternativoj	prononco
level	ne malbone	niet slecht	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	en je zult veel boeken in het Esperanto vinden	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	kijkt naar de boeken	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	genoeg veel	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	Leest u veel in Esperanto?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	ja, soms (af en toe)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	als je de taal ooit leert	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	Ik zal je een aantal goede boeken aanbevelen	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	gaat over ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	mijn andere vraag gaat over mijn naam	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	je zei eerder dat ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	heeft een relatie met ~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	zei dat het verband houdt met Esperanto	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	O ja, daarover	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	een man met de naam ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	er leefde ooit een man met de naam ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	hij was zeer actief in de Esperantobeweging	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	toen het helemaal nieuw was	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	vertaalde het boek naar ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	en vertaalde veel boeken naar het Esperanto	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	en dat maakte hem beroemd?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	een van de belangrijkste voor Esperanto in die tijd	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	en hij had veel invloed op de taalstijl	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	nee, hij was zeker belangrijk en had invloed	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	hij verliet echter plotseling de beweging	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	Ik stel me voor dat ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	Ik kan me voorstellen dat het voor velen een grote schok was	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	waarom verliet hij Esperanto?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	Ik geloof dat ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	hij was ontevreden over de esperantisten	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	hij zei iets dat leek op ~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Esperanto moet door de Esperantisten zelf geleerd worden!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	wat bedoelde hij te zeggen met ~?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	wat bedoelde hij daarmee te zeggen?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	het is waarschijnlijk dat ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	mensen spraken slecht Esperanto	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	het is waarschijnlijk dat mensen slecht spraken	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	in het jaar 1911 verliet hij Esperanto	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	maar ik denk dat ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	is hoger	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	tegenwoordig ligt het taalniveau hoger	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	het taalniveau van de esperantisten	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	maar ik denk dat het niveau vandaag de dag hoger ligt	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	dus ik moet de taal goed leren	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	omdat je een goed mens bent	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	en je moet een eenvoudige stijl gebruiken	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	want dat was heel belangrijk voor hem	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	dat bevalt mij (dat vind ik leuk)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	in het Esperanto bestaat er zelfs een woord ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	er bestaat zelfs een woord &quot;kabei&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	de beweging te verlaten	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	een woord &quot;kabei&quot;, wat betekent dat je de beweging moet verlaten	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	dat is interessant!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	nu ken ik één woord in het Esperanto	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	zal nooit vergeten	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	en ik zal het waarschijnlijk nooit vergeten	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	in een café' na enkele weken	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	hij slaagde erin Esperanto te leren	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	en ze gebruiken de taal	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	uitnodigen, een uitnodiging	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	hier, kijk, een uitnodiging voor IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	Wat? Ee-yo-wat?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	een jongere, een groep jongeren	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK is een Internationaal Jeugdcongres	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	Ik ben van plan ervoor te gaan	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	wil jij ook gaan?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	Nou, &quot;congres&quot; klinkt niet erg interessant	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	maar het is (interessant)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	denk niet aan iets saai, traag congres	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	het gaat alleen om ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	het gaat gewoon om het ontmoeten van jonge mensen	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	een ontmoeting met jongeren uit vele landen	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	Er zullen 300 tot 400 mensen aanwezig zijn	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	er zullen waarschijnlijk 300 tot 400 mensen aanwezig zijn	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	bijna iedereen	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	en bijna iedereen spreekt Esperanto	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	spreekt niet goed	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	Oké, maar ik spreek geen Esperanto goed	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	het maakt niet uit	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	het is mogelijk om deel te nemen aan ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	om daar aan Esperantocursussen deel te nemen	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	gebruikelijk	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	meestal zijn er twee niveaus	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	mensen die de taal al hadden geleerd	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	één voor beginners	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	en de andere voor degenen die de taal al hebben geleerd	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	jes, wat?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	je zei: &quot;meestal&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	oh, IJK gebeurt elk jaar	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	elke keer in een ander land	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	om deze reden is elke IJK anders	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	maar er zijn ook programma's	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	programma's die vaak terugkeren	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	maar er zijn ook programma's die vaak terugkomen	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	Bijvoorbeeld	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	Zo is het vrijwel altijd mogelijk om te sporten en te kaarten	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	om de hele nacht met vrienden te praten	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	om rond het vuur te zingen en te dansen	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	om deel te nemen aan concerten, enzovoort	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	Nou, dat kan ik thuis ook doen	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	juist, maar	right, but	grupo	alternativoj	prononco
