B.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	sed mi ne sciis ke mia nomo rilatas al ĝi	tetapi saya tidak tahu bahawa nama saya berkaitan dengannya	but I didn't know that my name is related to it	grupo	alternativoj	prononco
level	fakte	sebenarnya	in fact	grupo	alternativoj	prononco
level	kia estas ~ ?	bagaimana keadaan ~?	how is ~ ?	grupo	alternativoj	prononco
level	kia estas la rilato?	bagaimana hubungannya?	how is the relation?	grupo	alternativoj	prononco
level	ho!	oh!	oh!	grupo	alternativoj	prononco
level	tio estas longa rakonto	itu cerita panjang	that's a long story	grupo	alternativoj	prononco
level	rakontos al vi	akan memberitahu anda	will tell you	grupo	alternativoj	prononco
level	se vi volas	jika anda mahu	if you want	grupo	alternativoj	prononco
level	mi rakontos al vi poste, se vi volas	Saya akan memberitahu anda kemudian, jika anda mahu	I will tell you later, if you want	grupo	alternativoj	prononco
level	en ĉi tiu loko	di tempat ini (di lokasi ini)	in this place (in this location)	grupo	alternativoj	prononco
level	tro da bruo	terlalu bising	too much noise	grupo	alternativoj	prononco
level	en ĉi tiu loko estas tro da bruo	di tempat ini, terlalu banyak bunyi	in this place, there's too much noise	grupo	alternativoj	prononco
level	jes, vi pravas	Ya anda betul	yes, you're right	grupo	alternativoj	prononco
level	ĉu ni dancu?	mari kita menari?	shall we dance?	grupo	alternativoj	prononco
level	bona ideo!	idea yang bagus!	good idea!	grupo	alternativoj	prononco
level	dankon por agrabla vespero	terima kasih untuk petang yang menyenangkan	thank you for a pleasant evening	grupo	alternativoj	prononco
level	dankon al vi	terima kasih awak)	thank you (to you)	grupo	alternativoj	prononco
level	estis vere bona	ianya sangat bagus	it was very good	grupo	alternativoj	prononco
level	muziko plaĉas al ~	muzik itu menyenangkan ~	a music is pleasing to ~	grupo	alternativoj	prononco
level	la muziko ege plaĉis al mi	muzik itu sangat menggembirakan saya	the music was very pleasing to me	grupo	alternativoj	prononco
level	ankaŭ al mi	juga kepada saya	also to me	grupo	alternativoj	prononco
level	danci estis tre amuze	menari sangat kelakar	dancing is very funny	grupo	alternativoj	prononco
level	danci kun vi	untuk menari dengan awak	to dance with you	grupo	alternativoj	prononco
level	estis tre amuze danci kun vi	ia sangat lucu untuk menari dengan anda	it was very funny to dance with you	grupo	alternativoj	prononco
level	jen mia nomkarto	inilah kad nama saya	here's my name card	grupo	alternativoj	prononco
level	se vi volas ĝin	jika kamu mahukannya	if you want it	grupo	alternativoj	prononco
level	jen mia karto, se vi volas	inilah kad saya, jika anda mahu	here's my card, if you want	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ ~	di atasnya juga ada ~	on it there's also ~	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ adreso	di atasnya juga terdapat alamat	on it there's also an address	grupo	alternativoj	prononco
level	estas ankaŭ adreso al paĝaro	ada alamat ke tapak web	there's an address to a website	grupo	alternativoj	prononco
level	adreso al paĝaro kun Esperanto-kurso	alamat ke tapak dengan kursus Espernato	an address to a site with Espernato course	grupo	alternativoj	prononco
level	dankon	terima kasih	thank you	grupo	alternativoj	prononco
level	mi retpoŝtos al vi	Saya akan menghantar e-mel kepada anda	I'll send you an e-mail	grupo	alternativoj	prononco
level	bone!	baik!	okay!	grupo	alternativoj	prononco
level	ĝis kaj bonan nokton!	jumpa lagi, dan selamat malam!	see you again, and good night!	grupo	alternativoj	prononco
level	ĝis la!	jumpa awak!	see you!	grupo	alternativoj	prononco
level	aperas en ~	muncul dalam ~	appears in ~	grupo	alternativoj	prononco
level	tujmesaĝilo	utusan segera	an instant messenger	grupo	alternativoj	prononco
level	~ aperas en la tujmesaĝilo	~ muncul dalam mesej segera	~ appears in the instant messanger	grupo	alternativoj	prononco
level	ĉu vi estas tiu?	adakah anda orang itu?	are you that person?	grupo	alternativoj	prononco
level	tiu, kiu dancis kun mi	orang itu, yang telah menari dengan saya	that person, who had danced with me	grupo	alternativoj	prononco
level	sabata nokto	malam Sabtu	Saturday night	grupo	alternativoj	prononco
level	ĉu vi estas tiu, kiu dancis kun mi sabatnokte?	adakah anda orang itu, yang menari dengan saya malam Sabtu?	are you that person, who danced with me Saturday night?	grupo	alternativoj	prononco
level	jes, estas mi	ya sayalah	yes it is me	grupo	alternativoj	prononco
level	mi ĝojas, ke ~	Saya gembira kerana ~	I'm pleased that ~	grupo	alternativoj	prononco
level	mi ĝojas, ke vi venis al la paĝaro	Saya gembira anda datang ke tapak tersebut	I'm pleased that you came to the site	grupo	alternativoj	prononco
level	ĉu ĝi plaĉas al vi?	adakah ia menggembirakan anda? (awak sukakannya?)	is it pleasing to you? (do you like it?)	grupo	alternativoj	prononco
level	jes ja	ya, yay	yes, yay	grupo	alternativoj	prononco
level	ĝi estas tre bela	ia sangat cantik	it is very beautiful	grupo	alternativoj	prononco
level	ŝajnas interesa	nampak menarik	seems interesting	grupo	alternativoj	prononco
level	ĝi estas tre bela kaj ŝajnas interesa	ia sangat cantik dan nampak menarik	it's very beautiful and seems interesting	grupo	alternativoj	prononco
level	ankoraŭ ne ~	belum lagi ~	not yet ~	grupo	alternativoj	prononco
level	ne estas tute preta	belum bersedia sepenuhnya	is not completely ready	grupo	alternativoj	prononco
level	ĝi ankoraŭ ne estas tute preta	ia belum siap sepenuhnya	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	tetapi tidak lama lagi ia akan menjadi	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	Saya faham (saya nampak)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	tetapi sudah terdapat banyak alat bantuan	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	sebuah kamus	a dictionary	grupo	alternativoj	prononco
level	superrigardo	gambaran keseluruhan	an overview	grupo	alternativoj	prononco
level	ekzerco	satu ekses	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	contoh perkataan, gambaran keseluruhan, utusan dan execerces	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	gambaran keseluruhan tatabahasa	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	utusan segera dan pelbagai latihan	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	ia adalah permulaan yang baik	it is a good start	grupo	alternativoj	prononco
level	pardonon	maafkan saya saya minta maaf	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	Saya mesti bercakap dengan ~	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	untuk bercakap dengan orang lain	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	Saya minta maaf, saya patut bercakap dengan orang lain	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	pembantu bahasa	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	Saya pembantu bahasa dia	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	dan sekarang dia mahu bercakap tentang ~	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	untuk bercakap tentang senaman	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	tidak lama lagi akan datang kembali	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	Saya akan kembali kepada anda tidak lama lagi	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	selepas beberapa minit	after several minutes	grupo	alternativoj	prononco
level	finparolis	habis bercakap	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	kini kami telah selesai bercakap tentang latihan itu	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	dalam masa yang sama, untuk seketika	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	Saya membaca tentang Esperanto dalam masa yang sama	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	Saya tidak pasti	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	cukup tahu tentang ~	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	Saya belum cukup tahu tentang bahasa itu	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	jawapan yang bijak	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	Saya akan melihat dalam laman web	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	dan akan cuba belajar sedikit	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	adakah anda mahu menjadi pembantu bahasa saya?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	dengan rela hati!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	sama-sama!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	tidak bernilai terima kasih, tetapi patut dicium	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	mengatakan bahawa dalam bahasa Esperanto	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	apa? saya tak faham	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	anda boleh lihat dalam kamus	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	malangnya	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	Saya mesti keluar dari Internet sekarang	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	Saya akan kembali pada waktu petang	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	Saya fikir saya akan berada di tapak pada masa itu	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	sempurna!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	nah, jumpa lagi!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	jumpa lagi!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	pada waktu petang, juga pada utusan segera	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	Hello lagi! (semula)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	Hello lagi!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	Saya melihat hampir semua halaman dari tapak	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	agak baik! hebat!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	Saya ada beberapa soalan	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	Adakah anda mempunyai masa?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	ya, saya free pada waktu petang	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	jadi, tulis soalan anda	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	Saya akan cuba jawab	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	Saya membaca bahawa Esperanto mempunyai budaya	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	namun saya tidak faham ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	di mana saya boleh menemui budaya sedemikian	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	anda akan dapati di mana-mana, di mana ~ adalah	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	mana-mana tempat di mana terdapat orang yang bercakap bahasa Esperanto	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	tetapi tiada orang menggunakan bahasa Esperanto	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	betul!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	tetapi orang yang bercakap bahasa Esperanto	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	sering melancong dan berjumpa dengan ahli Esperantik yang lain	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	semasa mesyuarat tersebut	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	mereka menggunakan bahasa tersebut dalam kebanyakan situasi yang berbeza	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	jadi di sana anda akan mendapati ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	anda akan dapati budaya	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	akan menemui budaya Esperanto	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	okay, adakah muzik wujud?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	muzik, sastera, teater	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	dan lain-lain	etc	grupo	alternativoj	prononco
level	same kiel ~	sama seperti ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	sama seperti yang terdapat untuk bahasa lain	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	kuantitinya tidak begitu besar	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	sebesar dalam bahasa kebangsaan	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	tetapi itu tidak penting	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	sekurang-kurangnya tidak untuk saya	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	kalau nak dengar ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	untuk mendengar lagu dalam bahasa Esperanto	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	inilah lagunya, &quot;Lisa melukis gambar&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	mendengar lagu	listens to the song	grupo	alternativoj	prononco
level	ne malbone	boleh tahan	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	dan anda akan dapati banyak buku dalam bahasa Esperanto	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	melihat buku-buku	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	cukup ramai	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	adakah anda banyak membaca dalam bahasa Esperanto?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	ya, kadang-kadang (dari semasa ke semasa)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	jika anda pernah belajar bahasa	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	Saya akan mengesyorkan anda beberapa buku yang bagus	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	adalah tentang ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	soalan saya yang lain ialah tentang nama saya	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	awak cakap tadi ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	mempunyai kaitan dengan ~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	berkata bahawa ia mempunyai kaitan dengan Esperanto	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	oh, ya, tentang itu	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	seorang lelaki bernama ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	pernah hidup seorang lelaki bernama ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	beliau sangat aktif dalam gerakan Esperanto	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	apabila ia benar-benar baru	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	menterjemah buku itu kepada ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	dan menterjemah banyak buku ke bahasa Esperanto	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	dan itu membuatkan dia terkenal?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	salah satu yang paling penting bagi Esperanto pada masa itu	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	dan dia mempunyai banyak pengaruh terhadap gaya bahasa	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	tidak, sudah tentu dia penting dan mempunyai pengaruh	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	namun, dia tiba-tiba meninggalkan pergerakan itu	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	Saya membayangkan bahawa ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	Saya membayangkan bahawa ia adalah satu kejutan besar kepada ramai	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	mengapa dia meninggalkan bahasa Esperanto?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	Saya percaya bahawa ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	dia tidak berpuas hati dengan orang Esperantis	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	dia berkata sesuatu yang serupa dengan ~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Esperanto mesti dipelajari oleh Esperanto sendiri!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	apa yang dia maksudkan dengan ~?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	apa yang dia maksudkan dengan itu?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	berkemungkinan ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	orang bercakap bahasa Esperanto dengan teruk	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	berkemungkinan orang bercakap buruk	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	pada tahun 1911, beliau meninggalkan Esperanto	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	tetapi saya fikir bahawa ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	adalah lebih tinggi	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	hari ini tahap bahasa lebih tinggi	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	tahap bahasa orang Esperantisme	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	tetapi saya fikir hari ini tahapnya lebih tinggi	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	jadi saya kena belajar bahasa dengan baik	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	kerana menjadi orang yang baik	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	dan anda harus menggunakan gaya yang mudah	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	kerana itu sangat penting baginya	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	itu menggembirakan saya (saya suka itu)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	dalam bahasa Esperanto, malah ada perkataan ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	malah ada perkataan &quot;kabei&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	untuk meninggalkan pergerakan itu	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	perkataan &quot;kabei&quot;, yang bermaksud meninggalkan pergerakan	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	itu menarik!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	sekarang saya tahu satu perkataan dalam bahasa Esperanto	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	tidak akan pernah lupa	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	dan saya mungkin tidak akan melupakannya	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	di kafe' selepas beberapa minggu	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	dia berjaya belajar bahasa Esperanto	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	dan mereka menggunakan bahasa tersebut	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	untuk menjemput, jemputan	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	ini, lihat, jemputan untuk IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	apa? Ee-yo-apa?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	orang muda, sekumpulan orang muda	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK ialah Kongres Belia Antarabangsa	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	Saya bercadang untuk melakukannya	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	awak nak pergi juga?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	well, &quot;kongres&quot; macam tak menarik sangat	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	tetapi ia (menarik)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	jangan fikir sesuatu yang membosankan kongres lembap	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	ia hanya kira-kira ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	ia hanya tentang bertemu orang muda	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	pertemuan dengan anak muda dari banyak negara	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	300 hingga 400 orang akan berada di sana	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	mungkin akan ada 300 hingga 400 orang di sana	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	hampir semua orang	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	dan hampir semua orang akan bercakap Esperanto	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	tidak bercakap dengan baik	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	ok, tetapi saya tidak pandai berbahasa Esperanto	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	tidak mengapa	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	adalah mungkin untuk mengambil bahagian dalam ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	untuk mengambil bahagian dalam kursus Esperanto di sana	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	selalunya	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	selalunya ada dua peringkat	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	orang yang telah mempelajari bahasa tersebut	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	satu untuk pemula	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	dan satu lagi untuk mereka yang telah mempelajari bahasa tersebut	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	jes, apa?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	anda berkata, &quot;biasanya&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	oh, IJK berlaku setiap tahun	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	setiap kali di negara lain	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	atas sebab ini, setiap IJK adalah berbeza	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	tapi ada juga program	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	program yang sering kembali	programs that returns often	grupo	alternativoj	prononco
