A.sk content.tsv
Level	Esperanto	sk	en-us	Grupo	Alternativoj	Pronoco
level	ĝis ~	až ~	until ~	grupo	alternativoj	prononco
level	vidas, vidis	(prítomný) vidí, (minulý) videl	(present) sees, (past) saw	grupo	alternativoj	prononco
level	vidis, revidis	(minulý) videl, (minulý) videl znova	(past) saw, (past) saw again	grupo	alternativoj	prononco
level	revidis, revidos	videl znova, znova uvidím	saw again, will see again	grupo	alternativoj	prononco
level	revido, revidon	vidieť-znova, vidieť-znova (cieľ)	seeing-again, seeing-again (objective)	grupo	alternativoj	prononco
level	ĝis revido!	uvídime sa znovu!	see you again!	grupo	alternativoj	prononco
level	dankon	Ďakujem	thank you	grupo	alternativoj	prononco
level	dankon kaj ĝis revido!	ďakujem a uvidíme sa znova!	thank you and see you again!	grupo	alternativoj	prononco
level	al ~	do ~	to ~	grupo	alternativoj	prononco
level	al vi, al mi	tebe, mne	to you, to me	grupo	alternativoj	prononco
level	dankas, dankis	(prítomný) ďakoval, (minulý) ďakoval	(present) thanks, (past) thanked	grupo	alternativoj	prononco
level	mi dankas al vi	vážim si ťa	I appreciate to you	grupo	alternativoj	prononco
level	jes, ne	Áno nie	yes, no	grupo	alternativoj	prononco
level	jes, dankon	ano, dakujem	yes, thaink you	grupo	alternativoj	prononco
level	manĝas, manĝos	je, bude jesť	eats, will eat	grupo	alternativoj	prononco
level	mi ne manĝas	nejem	I don't eat	grupo	alternativoj	prononco
level	ne, mi ne manĝas	nie, nejem	no, I don't eat	grupo	alternativoj	prononco
level	bela, bele	krásne, krásne	beautiful, beautifully	grupo	alternativoj	prononco
level	-inda	stojí za to (koniec)	worthwhile (ending)	grupo	alternativoj	prononco
level	dankinda, dankinde	oceniteľné, stojí za to poďakovať	appreciatable, worthwhile to thank	grupo	alternativoj	prononco
level	tuta, tute	celok, ako celok	whole, as a whole	grupo	alternativoj	prononco
level	tuto, tuton	všetky, (objektívne) všetky	all, (objective) all	grupo	alternativoj	prononco
level	nedankinde	vôbec nie, nemáš zač	not at all, you're welcome	grupo	alternativoj	prononco
level	tute ne	úplne nie	totally no	grupo	alternativoj	prononco
level	pardoni ~, pardono	odpúšťať, odpúšťať	to forgive, a forgiving	grupo	alternativoj	prononco
level	pardonon al mi	odpustenie pre mňa	a forgiving to me	grupo	alternativoj	prononco
level	pardonon	Prepáč! (ospravedlnte ma)	I'm sorry! (pardon me)	grupo	alternativoj	prononco
level	pardonon, mi petas	Prepáčte, prosím	I'm sorry, please	grupo	alternativoj	prononco
level	bona mateno	dobré ráno	a good morning	grupo	alternativoj	prononco
level	bonan matenon	dobré ráno	good morning	grupo	alternativoj	prononco
level	bonan nokton	dobrú noc	good night	grupo	alternativoj	prononco
level	bonan sonĝon	sladke sny	sweet dream	grupo	alternativoj	prononco
level	bonan vojaĝon, al vi	(mať) šťastnú cestu k vám	(have) a good trip, to you	grupo	alternativoj	prononco
level	bonan tagon	dobrý deň!	good day!	grupo	alternativoj	prononco
level	ĉu ~	je to ~?	is it ~ ?	grupo	alternativoj	prononco
level	ĉu vi fartas bone?	darí sa ti? (ako sa máš?)	are you doing well? (how are you?)	grupo	alternativoj	prononco
level	jes, mi fartas bone	ano som v pohode	yes, I'm fine	grupo	alternativoj	prononco
level	ne, tute ne	nie, vôbec nie	no, not at all	grupo	alternativoj	prononco
level	tre, tro	veľmi, príliš veľa	very, too much	grupo	alternativoj	prononco
level	granda, grande	veľký, z veľkej časti	big, largely	grupo	alternativoj	prononco
level	tre bona, tro granda	veľmi dobré, príliš veľké	very good, too big	grupo	alternativoj	prononco
level	vi tre bone fartas	ide ti to veľmi dobre	you are doing very well	grupo	alternativoj	prononco
level	ne tre bone	nie veľmi dobre	not very well	grupo	alternativoj	prononco
level	lerni ~, lerno	učiť sa, učenie	to learn, a learning	grupo	alternativoj	prononco
level	vidanta, vidanto	hľadá, divák	is looking, a spectator	grupo	alternativoj	prononco
level	lernanta, lernanto	sa učí, študent (učiaci sa človek)	is learning, a student (a learning person)	grupo	alternativoj	prononco
level	-anta, -anto	je -ing, osoba, ktorá robí	is -ing, a person who is doing	grupo	alternativoj	prononco
level	lernanto, lerninto	študent, človek, ktorý sa naučil	a student, a person who has learned	grupo	alternativoj	prononco
level	mi estas lernanto	Som študent.	I am a student.	grupo	alternativoj	prononco
level	~ estas mia amiko	~ je môj priateľ	~ is my friend	grupo	alternativoj	prononco
level	li, ŝi	on ona	he, she	grupo	alternativoj	prononco
level	sidi, sidas	sedieť, sedieť	to sit, sits	grupo	alternativoj	prononco
level	sidanta, sidinta, sidonta	sedí, sedel, bude sedieť	is sitting, was sitting, will be sitting	grupo	alternativoj	prononco
level	li sidas kaj ŝi lernas	on sedí a ona sa učí	he is sitting and she is learning	grupo	alternativoj	prononco
level	ĉambro	miestnosť	a room	grupo	alternativoj	prononco
level	lernas en ĉambro	učí sa v miestnosti	learns in a room	grupo	alternativoj	prononco
level	lernanto kaj sportisto	študent a športovec	a student and a sportsman	grupo	alternativoj	prononco
level	sporto kaj sportisto	šport a športovec	sport and a sportsman	grupo	alternativoj	prononco
level	sportisto nun sportas	športovec športuje	a sportsman is sporting	grupo	alternativoj	prononco
level	li estas lernanto	on je študent	he is a student	grupo	alternativoj	prononco
level	estas lernanto kaj sportisto	je študent a športovec	he is a student and a sportman	grupo	alternativoj	prononco
level	li nun sidas	teraz sedí	he is now sitting	grupo	alternativoj	prononco
level	kaj nun lernas	a teraz sa učí	and is now learning	grupo	alternativoj	prononco
level	sidas kaj lernas	sedí a učí sa	is sitting and is learning	grupo	alternativoj	prononco
level	nun en ĉambro	teraz v izbe	now in a room	grupo	alternativoj	prononco
level	estas sur tablo	je na stole	is on a table	grupo	alternativoj	prononco
level	papero kaj paperoj	papier a papiere	a paper and papers	grupo	alternativoj	prononco
level	tablo kaj tabloj	stôl a stoly	a table and tables	grupo	alternativoj	prononco
level	libro kaj libroj	kniha a knihy	a book and books	grupo	alternativoj	prononco
level	la paperoj kaj libroj	papiere a knihy	the papers and books	grupo	alternativoj	prononco
level	ĝi estas sur tablo	je to na stole.	it is on a table.	grupo	alternativoj	prononco
level	skribas sur la skribotablo	píše na písacom stole	is writing on a writing table	grupo	alternativoj	prononco
level	la libroj estas ~	knihy sú ~	the books are ~	grupo	alternativoj	prononco
level	sur la tablo	na stole	on the table	grupo	alternativoj	prononco
level	lernolibro kaj la lernolibroj	učebnicu a učebnice	a textbook and the textbooks	grupo	alternativoj	prononco
level	sur la tablo estas ~	na stole je ~	on the table there is ~	grupo	alternativoj	prononco
level	patro kaj patrino	otec a matka	a father and a mother	grupo	alternativoj	prononco
level	la patro kaj la patrino	otec a matka	the father and the mother	grupo	alternativoj	prononco
level	la patrino de mia amiko	matka môjho priateľa	the mother of my friend	grupo	alternativoj	prononco
level	en la ĉambro	v izbe	in the room	grupo	alternativoj	prononco
level	ne estas en la ĉambro	nie je v miestnosti	is not in the room	grupo	alternativoj	prononco
level	ili nun laboras	teraz pracujú	they are now working	grupo	alternativoj	prononco
level	lia patro estas laboristo	jeho otec je robotník	his father is a worker	grupo	alternativoj	prononco
level	li laboras en hotelo	pracuje v hoteli	he works in a hotel	grupo	alternativoj	prononco
level	la patrino instruas	matka učí	the mother teaches	grupo	alternativoj	prononco
level	ŝi estas instruistino	ona je učiteľkou	she is a teacher	grupo	alternativoj	prononco
level	ĉu ŝi estas patrino?	je matka?	is she a mother?	grupo	alternativoj	prononco
level	ne, ŝi estas hotelisto	nie, ona je hotelierka	no, she is an hotelier	grupo	alternativoj	prononco
level	ne, mi ne laboras	nie, nepracujem	no, I don't work	grupo	alternativoj	prononco
level	kio estas ŝia nomo?	aké je jej meno?	what is her name?	grupo	alternativoj	prononco
level	kiu nun respondas?	kto teraz odpovedá?	who is now answering?	grupo	alternativoj	prononco
level	la lingvo de ilia patrino	jazyk ich matky	the language of their mother	grupo	alternativoj	prononco
level	ĉu via nomo estas ~ ?	je tvoje meno ~?	is your name ~ ?	grupo	alternativoj	prononco
level	ni sidas kaj respondas	sedíme a odpovedáme	we are sitting and answering	grupo	alternativoj	prononco
level	ŝia labora seĝo	jej pracovná stolička	her working chair	grupo	alternativoj	prononco
level	ĝia nomo ne estas ~	jeho meno nie je ~	its name is not ~	grupo	alternativoj	prononco
level	ŝia lingvo estas ilia lingvo	jej jazyk je ich jazykom	her language is their language	grupo	alternativoj	prononco
level	nia patro kaj patrino	náš otec a matka	our father and mother	grupo	alternativoj	prononco
level	via lernanto, viaj lernantoj	váš študent, vaši študenti	your student, your students	grupo	alternativoj	prononco
level	ĉu ili estas viaj lernantoj?	sú to vaši študenti?	are they your students?	grupo	alternativoj	prononco
level	ĉu vi estas lernanto?	si študent?	are you a student?	grupo	alternativoj	prononco
level	ĉu vi estas en la ĉambro?	si v izbe?	are you in the room?	grupo	alternativoj	prononco
level	mi ne estas ~	Nie som ~	I'm not ~	grupo	alternativoj	prononco
level	esperantisto kaj esperantistino	esperantistka a esperantistka	an Esperantist and a female Esperantist	grupo	alternativoj	prononco
level	enskribis por la hotelĉambro	prihlásení na hotelovú izbu	checked in for the hotel room	grupo	alternativoj	prononco
level	lingvisto kaj laboristino	lingvistka a pracovníčka	a linguist and a female worker	grupo	alternativoj	prononco
level	lia amikino estas ~	jeho priateľka je ~	his girl friend is ~	grupo	alternativoj	prononco
level	lernantoj kaj sportistoj	študentov a športovcov	students and sportsmen	grupo	alternativoj	prononco
level	mia familia nomo estas ~	moje rodinné meno je ~	my familia name is ~	grupo	alternativoj	prononco
level	kiu estas ŝi?	kto je ona? ktorá je ona?	who is she? which is she?	grupo	alternativoj	prononco
level	estas via amikino	je tvoja priateľka	is your girl friend	grupo	alternativoj	prononco
level	ĉu via amiko estas ~ ?	je tvoj priateľ ~?	is your friend ~ ?	grupo	alternativoj	prononco
level	skribas nun en la ĉambro	teraz píše v miestnosti	is writing now in the room	grupo	alternativoj	prononco
level	ĉu la amiko de via patro ~ ?	je priateľom tvojho otca ~ ?	is the friend of you father ~ ?	grupo	alternativoj	prononco
level	laboras en hotelo	pracuje v hoteli	works in a hotel	grupo	alternativoj	prononco
level	kio estas sur la tablo?	čo je na stole?	what is on the table?	grupo	alternativoj	prononco
level	sur la tablo en nia ĉambro	na stole v našej izbe	on the table in our room	grupo	alternativoj	prononco
level	ĉu la lernolibro de Esperanto ~ ?	je učebnica esperanta ~ ?	is the Esperanto textbook ~ ?	grupo	alternativoj	prononco
level	estas sur via tablo	je na vašom stole	is on your table	grupo	alternativoj	prononco
level	havas amikinon	má priateľa	has a friend	grupo	alternativoj	prononco
level	ŝia nomo estas ~	jej meno je ~	her name is ~	grupo	alternativoj	prononco
level	juna kaj bela	mladý a krásny	young and beautiful	grupo	alternativoj	prononco
level	estas juna kaj bela	je mladá a krásna	is young and beautiful	grupo	alternativoj	prononco
level	junaj kaj belaj amikoj	mladí a krásni priatelia	young and beautiful friends	grupo	alternativoj	prononco
level	estas geamikoj	sú kamaráti muža a ženy	are male-and-female friends	grupo	alternativoj	prononco
level	hejmo de ŝia instruisto	dom jej učiteľa	a home of her teacher	grupo	alternativoj	prononco
level	venis al la hejmo	prišiel do domu	came to the home	grupo	alternativoj	prononco
level	la hejmo de ~	domov ~	the home of ~	grupo	alternativoj	prononco
level	bonvolu eniri	prosím poď ďalej	please come in	grupo	alternativoj	prononco
level	saluton! kion vi faras?	Ahoj čo robíš?	hello, what are you doing?	grupo	alternativoj	prononco
level	kion vi faras?	čo robíš? čo robíš?	what do you do? what are you doing?	grupo	alternativoj	prononco
level	sed nun mi volas ~	ale teraz chcem ~	but now I want ~	grupo	alternativoj	prononco
level	mi volas paroli	Chcem hovoriť	I want to speak	grupo	alternativoj	prononco
level	kun tri geamikoj	s tromi kamarátmi mužského a ženského pohlavia	with three male-and-female friends	grupo	alternativoj	prononco
level	parolis kun vi	hovoril s tebou	spoke with you	grupo	alternativoj	prononco
level	volas paroli kun vi	chce s tebou hovoriť	wants to speak with you	grupo	alternativoj	prononco
level	ĉu vi havas geamikojn?	máš priateľov a kamarátov?	do you have male-and-female friends	grupo	alternativoj	prononco
level	li havas libron	má knihu	he has a book	grupo	alternativoj	prononco
level	havas bonan libron	má dobrú knihu	has a good book	grupo	alternativoj	prononco
level	jes, mi havas	Áno, mám	yes, I have	grupo	alternativoj	prononco
level	ili ŝatas ĝin	sa im to páči	they like it	grupo	alternativoj	prononco
level	ŝi legis libron	čítala knihu	she read a book	grupo	alternativoj	prononco
level	ŝatas legi librojn	rád číta knihy	likes to read books	grupo	alternativoj	prononco
level	nur bona libro	len dobra kniha	only a good book	grupo	alternativoj	prononco
level	multaj bonaj libroj	veľa dobrých kníh	many good books	grupo	alternativoj	prononco
level	legis nur bonajn librojn	čítať len dobré knihy	read only good books	grupo	alternativoj	prononco
level	ŝatas legi bonajn librojn	rád číta dobré knihy	likes to read good books	grupo	alternativoj	prononco
level	ĉu vi volas legi?	chceš čítať?	do you want to read?	grupo	alternativoj	prononco
level	la junulo trinkis kafon	mladík pil kávu	the youngster drank coffee	grupo	alternativoj	prononco
level	volas trinki akvon	chce piť vodu	wants to drink water	grupo	alternativoj	prononco
level	patro kaj patrino, gepatroj	otec a matka; rodičov	a father and a mother; parents	grupo	alternativoj	prononco
level	frato kaj fratino, gefratoj	trápenie a sestra, súrodenci	a bother and a sister, siblings	grupo	alternativoj	prononco
level	viaj gepatroj kaj gefratoj	tvoji rodičia a súrodenci	your parents and siblings	grupo	alternativoj	prononco
level	estas en via hejmo	je vo vašom dome	is in your home	grupo	alternativoj	prononco
level	jen la kafo	tu je káva	here is the coffee	grupo	alternativoj	prononco
level	ankoraŭ ne trinkis	ešte nepil	didn't drink yet	grupo	alternativoj	prononco
level	estas ankoraŭ varma	je ešte teplý	is still warm	grupo	alternativoj	prononco
level	hieraŭ kuiris ĝin	varil to včera	cooked it yesterday	grupo	alternativoj	prononco
level	mi nun kuiris	Teraz som uvaril	I now cooked	grupo	alternativoj	prononco
level	dankon. tiel li diris	Ďakujem. tak povedal.	thank you. so he said.	grupo	alternativoj	prononco
level	povas trinki kaj manĝi	môže piť a jesť	can drink and eat	grupo	alternativoj	prononco
level	trinkis malvarman kafon	pil studenú kávu	drank cold coffee	grupo	alternativoj	prononco
level	ankaŭ varma kafo	ešte teplá káva	still warm coffee	grupo	alternativoj	prononco
level	trinkas ankaŭ malvarman kafon	pije aj studenú kávu	drinks cold coffee too	grupo	alternativoj	prononco
level	povas trinki ankaŭ malvarman kafon	môže piť aj studenú kávu	can also drink cold coffee	grupo	alternativoj	prononco
level	rigardas ŝian okulon	pozrie sa jej do oka	looks at her eye	grupo	alternativoj	prononco
level	la plej bela okulo	najkrajšie oko	the most beautiful eye	grupo	alternativoj	prononco
level	la belaj okuloj	krásne oči	the beautiful eyes	grupo	alternativoj	prononco
level	rigardis la belajn okulojn	pozrel do krásnych očí	looked the beautiful eyes	grupo	alternativoj	prononco
level	la belaj okuloj de ŝi	tie jej krásne oči	the beautiful eyes of her	grupo	alternativoj	prononco
level	vidas kaj komprenas	vidí a rozumie	sees and understands	grupo	alternativoj	prononco
level	mi vidas, ke ~	Vidím, že ~	I see that ~	grupo	alternativoj	prononco
level	ke li amas ŝin	že ju miluje	that he loves her	grupo	alternativoj	prononco
level	ŝi sentis, ke li amas ŝin	cíti, že ju miluje	she feels that he loves her	grupo	alternativoj	prononco
level	demandas, ĉu tio estis granda	pýta sa, či to bolo veľké	asks whether that was big	grupo	alternativoj	prononco
level	pri facila demando	o jednoduchej otázke	about an easy question	grupo	alternativoj	prononco
level	diris pri nova mono	hovoril o nových peniazoch	said about a new money	grupo	alternativoj	prononco
level	tre belaj okuloj	veľmi krásne oči	very beautiful eyes	grupo	alternativoj	prononco
level	rigardis la grandan fraton	pozrel veľký brat	looked the big brother	grupo	alternativoj	prononco
level	malgranda fratino forgesis ĝin	malá sestra na to zabudla	a little sister forgot it	grupo	alternativoj	prononco
level	akuzativo	akuzatív (objektívny)	an accusative (objective)	grupo	alternativoj	prononco
level	ne forgesu akuzativon	nezabudnite na akuzatívnu koncovku	don't forget the accusative ending	grupo	alternativoj	prononco
level	kiun vi vidas?	koho vidíš? ktorý vidíš?	whom are you seeing? which one do you see?	grupo	alternativoj	prononco
level	mi vidas amikon	Vidím priateľa	I see a friend	grupo	alternativoj	prononco
level	havas bonajn geamikojn	má dobrých priateľov a priateľov	has good male-and-female friends	grupo	alternativoj	prononco
level	ili laboras pri la malnova domo	pracujú na starom dome	they are working about the old house	grupo	alternativoj	prononco
level	laboras, laboris, laboros	funguje, pracuje, bude fungovať	works, worked, will work	grupo	alternativoj	prononco
level	vidas, ke mi manĝas	vidím, že jem	sees, that I eat	grupo	alternativoj	prononco
level	diris, ke li iros	povedal, že pôjde	said, that he will go	grupo	alternativoj	prononco
level	malbela kaj malbona	škaredé a zlé	ugly and bad	grupo	alternativoj	prononco
level	kion ŝi diris?	čo povedala?	what did she say?	grupo	alternativoj	prononco
level	kion vi atendas?	na čo čakáš?	what are you waiting for?	grupo	alternativoj	prononco
level	eniris en la ĉambron	vošiel do izby	went into the room	grupo	alternativoj	prononco
level	enhavo estis tre malfacila	obsah je veľmi ťažký	a content is very difficult	grupo	alternativoj	prononco
level	alvenis al la kunsido	dorazil na stretnutie	arrived at the meeting	grupo	alternativoj	prononco
level	bonvenon, al la kunveno	vitajte na stretnutí	welcome to the meeting	grupo	alternativoj	prononco
level	maljuna viro donis trinkmonon	dal tip starý muž	an old man gave a tip	grupo	alternativoj	prononco
level	alvenis kaj estis bonvena	prišiel a bol vítaný	arrived and was welcomed	grupo	alternativoj	prononco
level	ili malamas sed kunlaboras.	nenávidia, ale spolupracujú	they hate but cooperate	grupo	alternativoj	prononco
level	iris al la hotelo	išiel do hotela	went to the hotel	grupo	alternativoj	prononco
level	havas facilajn lernolibrojn	má ľahké učebnice	has easy textbooks	grupo	alternativoj	prononco
level	kia estis via patrino?	ako sa mala tvoja matka?	how was your mother?	grupo	alternativoj	prononco
level	via malnova hejmo	tvoj starý domov	your old home	grupo	alternativoj	prononco
level	kiujn librojn vi legis?	ake knihy si cital?	which books did you read?	grupo	alternativoj	prononco
level	ĉu ili estis bonaj?	boli dobré?	were they good?	grupo	alternativoj	prononco
level	kion faris hieraŭ?	robil čo včera?	did what yesterday?	grupo	alternativoj	prononco
level	en la malgranda ĉambro	v malej miestnosti	in the small room	grupo	alternativoj	prononco
level	tre longe parolis	hovoril veľmi dlho	spoke very long while	grupo	alternativoj	prononco
level	antaŭ la lernejo	pred školou, pred školou	in front of the school, before the school	grupo	alternativoj	prononco
level	parolis antaŭ la lernejo	hovoril pred školou	spoke before the school	grupo	alternativoj	prononco
level	poste parolis pri la libro	neskôr hovoril o knihe	later spoke about the book	grupo	alternativoj	prononco
level	ĝoje iris al la lernejo	s radosťou išiel do školy	gladly went to the school	grupo	alternativoj	prononco
level	tra la strato	cez ulicu	through the street	grupo	alternativoj	prononco
level	iris tra la strato	prešiel ulicou	went through the street	grupo	alternativoj	prononco
level	estis varma tago	bol teplý deň	was a warm day	grupo	alternativoj	prononco
level	ili vidis kafejon	videli kaviareň&quot;	they saw a cafe'	grupo	alternativoj	prononco
level	vidis ruĝajn kukojn	videl červené koláčiky	saw red cookies	grupo	alternativoj	prononco
level	vidis kukojn en ĝi	videl v ňom koláčiky	saw cookies in it	grupo	alternativoj	prononco
level	vidis kafejon kaj en ĝi kukojn	videl kaviareň' a v nej sušienky	saw a cafe' and in it  cookies	grupo	alternativoj	prononco
level	eniru kaj manĝu!	choď a jedz!	go in and eat!	grupo	alternativoj	prononco
level	ni eniru kaj manĝu	poďme dnu a jedzme	let's come in and eat	grupo	alternativoj	prononco
level	havas sufiĉan monon	má dostatok peňazí	has sufficient money	grupo	alternativoj	prononco
level	ĉu vi havas sufiĉan monon?	máš dosť peňazí?	do you have sufficient money?	grupo	alternativoj	prononco
level	ĉu vi komprenas?	rozumieš?	do you understand?	grupo	alternativoj	prononco
level	kompreneble!	samozrejme!	of course!	grupo	alternativoj	prononco
level	tio ne sufiĉas	to nestačí	that is not enough	grupo	alternativoj	prononco
level	cent dolaroj sufiĉas	sto dolárov je dosť	a hundred dollars is enough	grupo	alternativoj	prononco
level	dolaro, dolaroj, dolarojn	dolár, doláre, doláre (množné číslo)	a dollar, dollars, dollars (plural objective)	grupo	alternativoj	prononco
level	havas cent dolarojn	má sto dolárov	has a hundred dollars	grupo	alternativoj	prononco
level	kompreneble, mi havas	samozrejme, mám	of course, I have	grupo	alternativoj	prononco
level	ho! vi estas riĉa!	oh! si bohatý!	oh! you are rich!	grupo	alternativoj	prononco
level	kelnero, kelnerino	voda, čašníčka	a water, an waitress	grupo	alternativoj	prononco
level	kelnero portas menuon	čašník prináša menu	a waiter brings a menu	grupo	alternativoj	prononco
level	portis tion al ni, alportis tion	priniesol nám to, priniesol to	brought that to us, brought that	grupo	alternativoj	prononco
level	kelnero alportis multajn kukojn	čašník priniesol veľa koláčikov	a waiter brought a lot of cookies	grupo	alternativoj	prononco
level	ili manĝis iom	zjedli trochu (trochu)	they ate some (a little)	grupo	alternativoj	prononco
level	post la manĝo	po jedle (jedle)	after the eating (meal)	grupo	alternativoj	prononco
level	nova, denove	nové, znova	new, again	grupo	alternativoj	prononco
level	la kelnero denove venis	čašník prišiel znova	the waiter came again	grupo	alternativoj	prononco
level	en iu loko	na nejakom mieste	in some place	grupo	alternativoj	prononco
level	serĉis en iu loko	hľadal na nejakom mieste	had searched in some place	grupo	alternativoj	prononco
level	serĉis en alia loko	hľadali na inom mieste	searched in other place	grupo	alternativoj	prononco
level	lia vizaĝo estis ĝoja	jeho tvár bola veselá	his face was joyous	grupo	alternativoj	prononco
level	ŝi estis malĝoja	bola smutná	she was sad	grupo	alternativoj	prononco
level	fine kaj finfine	nakoniec a nakoniec	in the end and finally at last	grupo	alternativoj	prononco
level	via forta voĉo	tvoj silný hlas	your strong voice	grupo	alternativoj	prononco
level	en malforta voĉo	slabým hlasom	in weak voice	grupo	alternativoj	prononco
level	ne havas monon	nemá peniaze	doesn't have money	grupo	alternativoj	prononco
level	kio okazis tie?	čo sa tam stalo?	what did happen there?	grupo	alternativoj	prononco
level	akcidento okazis poste	neskôr sa stala nehoda	an accident happened later	grupo	alternativoj	prononco
level	ĉu vi scias, kiam ĝi okazis?	vies kedy sa to stalo?	do you know when did it happen?	grupo	alternativoj	prononco
level	scias pri la afero	vie o veci	knows about the matter	grupo	alternativoj	prononco
level	ankoraŭ unu afero restas	stále zostáva jedna vec	still one thing remains	grupo	alternativoj	prononco
level	vi aŭ ŝi, ajna homo	vy alebo ona, akákoľvek osoba	you or she, any person	grupo	alternativoj	prononco
level	kiel kantisto	ako spevák, ako podpisovateľ	like a singer, as a signer	grupo	alternativoj	prononco
level	kantis kiel profesia kantisto	spieval ako profesionálny spevák	sang like a professional singer	grupo	alternativoj	prononco
level	tie, kie ŝi loĝis	miesto, kde žila	a the place, where she lived	grupo	alternativoj	prononco
level	kiel vi scias pri la aŭto?	ako vieš o aute?	how do you know about the car?	grupo	alternativoj	prononco
level	nu, vidu la rapidan aŭton	no, pozri sa na rýchle auto	well, look at the fast car	grupo	alternativoj	prononco
level	suko sen sukero	šťava bez cukru	a juice without sugar	grupo	alternativoj	prononco
level	li havis rapidan veturilon	má rýchle vozidlo	he has a fast vehicle	grupo	alternativoj	prononco
level	tro forte	príliš silno	too strongly	grupo	alternativoj	prononco
level	li tro forte malfermis	otvoril sa príliš silno	he opened too hard	grupo	alternativoj	prononco
level	veturis tro rapide	išiel (cestoval) príliš rýchlo	drove (traveled) too fast	grupo	alternativoj	prononco
level	manĝis per kulero	jedol lyžičkou	ate with a spoon	grupo	alternativoj	prononco
level	ni forte dubas	silne pochybujeme	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	pravdivý list od neho	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	milostný list s piatimi fotografiami	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	sa vrátili, ľudia, ktorí sa vrátili	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	vrátilo sa aj šesť listov	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	chcel vidieť fotku	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	sa vrátil zo školy	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	kedy sa vráti sestra?	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	chcel čítať znova	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	urobil (robil), stal sa	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	rýchlo sčervenal	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	v izbe, do izby	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	stál a sedel	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	stál pred fotkou	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	mám to	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	čo máš v ruke?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	vpredu alebo vzadu?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	pred alebo po?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	tam za dverami	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	iní, iní ľudia	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	listy od iných	letters from others	grupo	alternativoj	prononco
level	falis el la mano	vypadol z ruky	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	na stôl, na stôl	on the table, onto the table	grupo	alternativoj	prononco
