C.nl content.tsv
Level	Esperanto	nl	en-us	Grupo	Alternativoj	Pronoco
level	kvankam	hoewel ~, terwijl, hoewel	although ~, while, though	grupo	alternativoj	prononco
level	ĉe ~	(voorzetsel) bij ~	(preposition)  at ~	grupo	alternativoj	prononco
level	pli	meer	more	grupo	alternativoj	prononco
level	plej	meest	most	grupo	alternativoj	prononco
level	diri	zeggen, vertellen	to say, to tell	grupo	alternativoj	prononco
level	ol ~	dan ~	than ~	grupo	alternativoj	prononco
level	paroli	spreken, praten	to speak, to talk	grupo	alternativoj	prononco
level	kia	wat voor soort, wat voor soort	what kind of, what sort of	grupo	alternativoj	prononco
level	tia	zo, dat soort, zo'n	such, that kind of, such a	grupo	alternativoj	prononco
level	apenaŭ	nauwelijks, nauwelijks, nauwelijks	barely, hardly, scarecely	grupo	alternativoj	prononco
level	sendi	versturen	to send	grupo	alternativoj	prononco
level	ĵus	zojuist (een moment geleden), zojuist	just (a moment ago), just now	grupo	alternativoj	prononco
level	-u	(achtervoegsel) imperatief	(suffix)  imperative	grupo	alternativoj	prononco
level	ekster ~	buiten ~	outside ~	grupo	alternativoj	prononco
level	ge-	(voorvoegsel) beide geslachten, beide geslachten	(prefix)  both sex, both gender	grupo	alternativoj	prononco
level	-us	(achtervoegsel) zou, zou moeten, conjunctief	(suffix)  would, should, subjunctive	grupo	alternativoj	prononco
level	baldaŭ	spoedig	soon	grupo	alternativoj	prononco
level	almenaŭ	tenminste, als er niets anders is	at least, if nothing else	grupo	alternativoj	prononco
level	dis-	ont-	dis-	grupo	alternativoj	prononco
level	-uj-	(achtervoegsel) container; land	(suffix)  container; country	grupo	alternativoj	prononco
level	lerni	leren	to learn	grupo	alternativoj	prononco
level	ek-	(voorvoegsel) begin; plotseling begin	(prefix)  beginning; sudden start	grupo	alternativoj	prononco
level	se	indien, op voorwaarde dat	if, provided that	grupo	alternativoj	prononco
level	eĉ	zelfs	even	grupo	alternativoj	prononco
level	amo	een liefde	a love	grupo	alternativoj	prononco
level	jam	al, zo snel, vanaf nu	already, so soon, as of now	grupo	alternativoj	prononco
level	jen	Hier! Lo! Zie	Here! Lo! Behold	grupo	alternativoj	prononco
level	fini	eindigen, eindigen, beëindigen	to end, to finish, to terminate	grupo	alternativoj	prononco
level	do	dus, dan, daarom	so, then, therefore	grupo	alternativoj	prononco
level	ajn	~ ooit, (wat) ooit, helemaal, -soever	~ever, (what)ever, at all, -soever	grupo	alternativoj	prononco
level	facila	gemakkelijk, gemakkelijk	easy, facile	grupo	alternativoj	prononco
level	re-	(voorvoegsel) opnieuw	(prefix)  re-	grupo	alternativoj	prononco
level	granda	groot, geweldig, groot	big, great, large	grupo	alternativoj	prononco
level	-ist-	(achtervoegsel) professioneel	(suffix)  professional	grupo	alternativoj	prononco
level	pro ~	(voorzetsel) vanwege ~, vanwege ~	(preposition)  because of ~, due to ~	grupo	alternativoj	prononco
level	-estr-	(achtervoegsel) leider, baas, hoofd, chef	(suffix)  leader, boss, head, chief	grupo	alternativoj	prononco
level	kio	Wat	what	grupo	alternativoj	prononco
level	manĝi	eten	to eat	grupo	alternativoj	prononco
level	nenio	niets, niets, niets	nothing, none, not any thing	grupo	alternativoj	prononco
level	juna	jong	young	grupo	alternativoj	prononco
level	ĉio	alles	everything	grupo	alternativoj	prononco
level	riĉa	rijk, rijk, welgesteld	rich, wealthy, well-off	grupo	alternativoj	prononco
level	tio	dat ding, dat	that thing, that	grupo	alternativoj	prononco
level	konstrui	bouwen, construeren	to build, to construct	grupo	alternativoj	prononco
level	ĉef-	(voorvoegsel) chef, leidend, hoofd	(prefix)  chief, leading, main	grupo	alternativoj	prononco
level	sen ~	(voorzetsel) zonder ~	(preposition)  without ~	grupo	alternativoj	prononco
level	kun ~	(voorzetsel) met ~ (samen)	(preposition)  with ~ (together)	grupo	alternativoj	prononco
level	krom ~	(voorzetsel) behalve ~, naast ~	(preposition)  except ~, besides ~	grupo	alternativoj	prononco
level	amiko	een vriend	a friend	grupo	alternativoj	prononco
level	kies	waarvan, welke, waarvan	whose, which one's, of which	grupo	alternativoj	prononco
level	per ~	(voorzetsel) door ~ (een methode), met ~ (een hulpmiddel)	(preposition)  by ~ (a method), with ~ (a tool)	grupo	alternativoj	prononco
level	kontraŭ ~	tegen ~	against ~	grupo	alternativoj	prononco
level	el ~	uit ~, uit ~	out of ~, from ~	grupo	alternativoj	prononco
level	hodiaŭ	Vandaag	today	grupo	alternativoj	prononco
level	hieraŭ	gisteren	yesterday	grupo	alternativoj	prononco
level	nur	alleen, alleen, uitsluitend	only, just, exclusively	grupo	alternativoj	prononco
level	helpi	helpen, helpen, bijstaan	to help, to aid, to assist	grupo	alternativoj	prononco
level	for	(bijwoord) ver, weg	(adverb)  far, away	grupo	alternativoj	prononco
level	nek	niet ook niet	nor, neither	grupo	alternativoj	prononco
level	malamo	een haat	a hate	grupo	alternativoj	prononco
level	preskaŭ	bijna dichtbij	almost, nearly	grupo	alternativoj	prononco
level	tra ~	door ~	through ~	grupo	alternativoj	prononco
level	super	boven, boven	over, above	grupo	alternativoj	prononco
level	trans ~	over ~, over ~	over ~, accross ~	grupo	alternativoj	prononco
level	nu	Nou, nou, dan, nu	well, well then, now	grupo	alternativoj	prononco
level	pri ~	over ~	about ~	grupo	alternativoj	prononco
level	por ~	voor ~, om ~	for ~, in order for ~	grupo	alternativoj	prononco
level	morgaŭ	morgen	tomorrow	grupo	alternativoj	prononco
level	nun	nu, op dit moment	now, at present	grupo	alternativoj	prononco
level	laŭ ~	volgens ~, langs ~	according to ~, along ~	grupo	alternativoj	prononco
level	ĉiu	elk, elke, iedereen, allemaal	each, every, everybody, all the	grupo	alternativoj	prononco
level	kiu	wie, welke, welke	who, which, which one	grupo	alternativoj	prononco
level	tiu	die persoon, die ~, die, daarginds	that person, that ~, that one, yonder	grupo	alternativoj	prononco
level	iu	iemand, iemand, sommigen	someone, somebody, some	grupo	alternativoj	prononco
level	neniu	niemand, niemand, ook niet	nobody, no one, neither	grupo	alternativoj	prononco
level	al ~	naar ~	to ~	grupo	alternativoj	prononco
level	-ebl-	(achtervoegsel) ~ mogelijk	(suffix)  ~able	grupo	alternativoj	prononco
level	esperi	hopen	to hope	grupo	alternativoj	prononco
level	unu	een	one	grupo	alternativoj	prononco
level	du	twee	two	grupo	alternativoj	prononco
level	tri	drie	three	grupo	alternativoj	prononco
level	kvar	vier	four	grupo	alternativoj	prononco
level	kvin	vijf	five	grupo	alternativoj	prononco
level	ses	zes	six	grupo	alternativoj	prononco
level	sep	zeven	seven	grupo	alternativoj	prononco
level	ok	acht	eight	grupo	alternativoj	prononco
level	naŭ	negen	nine	grupo	alternativoj	prononco
level	dek	tien	ten	grupo	alternativoj	prononco
level	cent	honderd	a hundred	grupo	alternativoj	prononco
level	mil	duizend	a thousand	grupo	alternativoj	prononco
level	-obl-	(achtervoegsel) voor veelheid, -oble, -fold	(suffix)  for multiplicity, -oble, -fold	grupo	alternativoj	prononco
level	-on-	(achtervoegsel) ~de, breuk	(suffix)  ~th, fraction	grupo	alternativoj	prononco
level	ama	van liefde	of love	grupo	alternativoj	prononco
level	anstataŭ ~	in plaats van ~	instead of ~	grupo	alternativoj	prononco
level	-iĝ-	(achtervoegsel) worden	(suffix)  become	grupo	alternativoj	prononco
level	voli	willen, willen, bereid zijn	to want, to will, to be willing to	grupo	alternativoj	prononco
level	-ig-	(achtervoegsel) veroorzaken	(suffix)  cause to become	grupo	alternativoj	prononco
level	sekvi	volgen	to follow	grupo	alternativoj	prononco
level	ĝoje	graag	gladly	grupo	alternativoj	prononco
level	legi	lezen	to read	grupo	alternativoj	prononco
level	silenta	stil	silent	grupo	alternativoj	prononco
level	la	de	the	grupo	alternativoj	prononco
level	ha!	ha!	ha!	grupo	alternativoj	prononco
level	-il-	(achtervoegsel) hulpmiddel, methode	(suffix)  tool, method	grupo	alternativoj	prononco
level	trinki	drinken (niet-alcohol)	to drink (non-alkohol)	grupo	alternativoj	prononco
level	-et-	(achtervoegsel) klein, weinig	(suffix)  small, little	grupo	alternativoj	prononco
level	-eg-	(achtervoegsel) groot, groot	(suffix)  big, large	grupo	alternativoj	prononco
level	inter ~	(voorzetsel) tussen ~	(preposition)  between ~	grupo	alternativoj	prononco
level	-um-	(achtervoegsel) gerelateerd gedrag	(suffix)  related behavior	grupo	alternativoj	prononco
level	-ar-	(achtervoegsel) set, groep	(suffix)  set, group	grupo	alternativoj	prononco
level	-an-	(achtervoegsel) lid van een groep	(suffix)  member of a group	grupo	alternativoj	prononco
level	danki	bedanken	to thank	grupo	alternativoj	prononco
level	-ind-	(achtervoegsel) de moeite waard, waardig	(suffix)  worthwhile, worthy	grupo	alternativoj	prononco
level	plu	nog meer, verder, enzovoort, meer	even more, further, and so on, more	grupo	alternativoj	prononco
level	kiel	hoe, zoals, op welke manier, zoals	how, like, in what way, such as	grupo	alternativoj	prononco
level	tiel	zo, op die manier, aldus	such, in that way, thus	grupo	alternativoj	prononco
level	en ~	(voorzetsel) in ~	(preposition)  in ~	grupo	alternativoj	prononco
level	apud ~	(voorzetsel) naast ~, naast ~	(preposition)  next to ~, beside ~	grupo	alternativoj	prononco
level	sub ~	(voorzetsel) onder, onder ~	(preposition)  under, beneath ~	grupo	alternativoj	prononco
level	sur ~	(voorzetsel) op ~	(preposition)  on ~	grupo	alternativoj	prononco
level	je ~	(voorzetsel) onbepaalde prep., bij, in, door, aan	(preposition)  indefinate prep., at, in, by, on	grupo	alternativoj	prononco
level	ankoraŭ	(bijwoord) nog steeds, nog steeds	(adverb)  still, yet	grupo	alternativoj	prononco
level	ĉirkaŭ ~	(voorzetsel) rond ~	(preposition)  around ~	grupo	alternativoj	prononco
level	sed	Maar	but	grupo	alternativoj	prononco
level	ie	ergens	somewhere	grupo	alternativoj	prononco
level	kie	waar, op welke plaats	where, at what place	grupo	alternativoj	prononco
level	silente	stil	silently	grupo	alternativoj	prononco
level	ĉie	overal, overal	everywhere, all about	grupo	alternativoj	prononco
level	nenie	nergens, in geen geval, nergens	nowhere, in no case, not anywhere	grupo	alternativoj	prononco
level	tie	daar, daar, daarginds	there, over there, yonder	grupo	alternativoj	prononco
level	ĉi	deze ~	this ~	grupo	alternativoj	prononco
level	kanti	zingen	to sing	grupo	alternativoj	prononco
level	morti	sterven, voorbijgaan	to die, to pass away	grupo	alternativoj	prononco
level	dum ~	(voorzetsel) tijdens ~, terwijl ~	(preposition)  during ~, while ~	grupo	alternativoj	prononco
level	nacio	een natie	a nation	grupo	alternativoj	prononco
level	koni	(een persoon) kennen, kennis maken met	to know (a person), to be aquainted with	grupo	alternativoj	prononco
level	scii	weten (een feit, kennis), weten hoe	to know (a fact, knowledge), to know how	grupo	alternativoj	prononco
level	ĉiam	altijd ooit	always, ever	grupo	alternativoj	prononco
level	iam	ooit, ooit	at some time, once	grupo	alternativoj	prononco
level	tiam	Dan	then	grupo	alternativoj	prononco
level	-em-	(achtervoegsel) neiging	(suffix)  tendancy	grupo	alternativoj	prononco
level	ia	een soort van	some kind of	grupo	alternativoj	prononco
level	sukcesi	slagen	to succeed	grupo	alternativoj	prononco
level	ĉia	van alle soorten, van alle soorten	of all kind, every kind of	grupo	alternativoj	prononco
level	nenia	Nee, geen enkele, geen enkele	no, not any kind of, not any	grupo	alternativoj	prononco
level	-id-	(achtervoegsel) nakomelingen	(suffix)  offspring	grupo	alternativoj	prononco
level	ĉambro	een kamer, een kamer	a room, a chamber	grupo	alternativoj	prononco
level	patro	een vader	a father	grupo	alternativoj	prononco
level	porko	een varken, varken	a pig, swine	grupo	alternativoj	prononco
level	bo-	(voorvoegsel) -schoonfamilie, door huwelijk	(prefix)  -in-law, by marriage	grupo	alternativoj	prononco
level	ja	inderdaad	indeed	grupo	alternativoj	prononco
level	-ism-	(achtervoegsel) -isme	(suffix)  -ism	grupo	alternativoj	prononco
level	io	iets	something	grupo	alternativoj	prononco
level	veturi	rijden (een voertuig)	to drive (a vehicle)	grupo	alternativoj	prononco
level	koko	een haan, een kip, kip, gevogelte	a cock, a hen, chicken, fowl	grupo	alternativoj	prononco
level	libera	vrij	free	grupo	alternativoj	prononco
level	lasta	laatst	last	grupo	alternativoj	prononco
level	ĝoji	blij zijn, blij zijn, genieten	to rejoice, to be glad, to enjoy	grupo	alternativoj	prononco
level	preni	pakken, vasthouden	to take, to lay hold of	grupo	alternativoj	prononco
level	bovo	een koe, een os, een rund	a cow, an ox, bovine animal	grupo	alternativoj	prononco
level	alia	een ander, anders, anders	another, other, else	grupo	alternativoj	prononco
level	varma	heet warm	hot, warm	grupo	alternativoj	prononco
level	loĝi	wonen, leven, wonen, wonen	to reside, to live, to dwell, to inhabit	grupo	alternativoj	prononco
level	kredi	geloven	to believe	grupo	alternativoj	prononco
level	glacio	een leuke	an ice	grupo	alternativoj	prononco
level	loko	een plaats, een locatie	a place, a location	grupo	alternativoj	prononco
level	ovo	een ei	an egg	grupo	alternativoj	prononco
level	multa	veel, veel, veel	a lot of, much, many	grupo	alternativoj	prononco
level	havaĵo	een bezit	a possession	grupo	alternativoj	prononco
level	ŝafo	een schaap	a sheep	grupo	alternativoj	prononco
level	sono	een geluid	a sound	grupo	alternativoj	prononco
level	fiŝo	een vis	a fish	grupo	alternativoj	prononco
level	bela	mooi, knap, mooi	beautiful, handsome, pretty	grupo	alternativoj	prononco
level	respondi	antwoorden, reageren, antwoorden	to answer, to respond, to reply	grupo	alternativoj	prononco
level	fojo	een gelegenheid, een tijd	an occasion, a time	grupo	alternativoj	prononco
level	demandi	vragen	to ask	grupo	alternativoj	prononco
level	forta	sterk	strong	grupo	alternativoj	prononco
level	preter ~	voorbij ~, voorbij ~, recht voorbij	beyond ~, past ~, straight past	grupo	alternativoj	prononco
level	silento	een stilte	a silence	grupo	alternativoj	prononco
level	infano	een kind, een zuigeling	a child, an infant	grupo	alternativoj	prononco
level	feliĉa	gelukkig, gelukkig, gelukkig	happy, lucky, fortunate	grupo	alternativoj	prononco
level	kapti	vangen, vangen, vastgrijpen	to catch, to capture, to grapple	grupo	alternativoj	prononco
level	deziri	verlangen, wensen	to desire, to wish	grupo	alternativoj	prononco
level	longa	lang	long	grupo	alternativoj	prononco
level	mondo	een wereld	a world	grupo	alternativoj	prononco
level	okazi	gebeuren, gebeuren, tot stand komen	to occur, to happen, to come about	grupo	alternativoj	prononco
level	kampo	veld, een veld	field, a field	grupo	alternativoj	prononco
level	filo	een zoon	a son	grupo	alternativoj	prononco
level	montri	tonen, aanduiden, aanwijzen	to show, to indicate, to point out	grupo	alternativoj	prononco
level	koro	een hart	a heart	grupo	alternativoj	prononco
level	knabo	een jongen	a boy	grupo	alternativoj	prononco
level	meti	plaatsen, neerleggen, neerleggen	to put, to place, to lay down	grupo	alternativoj	prononco
level	edzo	een echtgenoot	a husband	grupo	alternativoj	prononco
level	pako	pakket	package	grupo	alternativoj	prononco
level	rapida	snel, snel, snel	fast, quick, speedy	grupo	alternativoj	prononco
level	ŝajni	lijken, lijken te zijn	to seem, to appear to be	grupo	alternativoj	prononco
level	saluto	een groet, groet, groet	a greeting, salute, salutation	grupo	alternativoj	prononco
level	skribi	schrijven	to write	grupo	alternativoj	prononco
level	peti	vragen, vragen, verzoeken, bedelen	to ask, to ask for, to request, to beg	grupo	alternativoj	prononco
level	flugi	vliegen	to fly	grupo	alternativoj	prononco
level	kapo	een hoofd, een cape	a head, a cape	grupo	alternativoj	prononco
level	krii	schreeuwen, schreeuwen, schreeuwen, schreeuwen	to shout, to cry, to scream, to shout	grupo	alternativoj	prononco
level	ruĝa	rood	red	grupo	alternativoj	prononco
level	sinjoro	een meneer, een heer	a mister, a gentleman	grupo	alternativoj	prononco
level	teni	vasthouden, vasthouden	to hold, to hang onto	grupo	alternativoj	prononco
level	tempo	tijd, een tijd	time, a time	grupo	alternativoj	prononco
level	tuta	totaal, alles, heel, compleet, globaal	total, all, whole, complete, overall	grupo	alternativoj	prononco
level	viro	een man	a man	grupo	alternativoj	prononco
level	vojo	een weg, een pad, een route	a way, a path, a route	grupo	alternativoj	prononco
level	movi	bewegen	to move	grupo	alternativoj	prononco
level	militi	een oorlog breken, vechten, oorlog voeren	to break a war, to fight, to wage war	grupo	alternativoj	prononco
level	kelka	een paar, meerdere	a few, several	grupo	alternativoj	prononco
level	dekstra	rechts, rechts (zijkant, richting), rechts	right, right (side, direction), righthand	grupo	alternativoj	prononco
level	fermi	sluiten, sluiten	to close, to shut	grupo	alternativoj	prononco
level	okupi	bezetten, innemen	to occupy, to take	grupo	alternativoj	prononco
level	levi	optillen, optillen, optillen	to lever, to lift, to raise	grupo	alternativoj	prononco
level	bati	slaan, slaan, slaan, slaan, slaan	to beat, to hit, to strike, to smak, to lash	grupo	alternativoj	prononco
level	bezoni	nodig hebben, willen, eisen	to need, to want, to require	grupo	alternativoj	prononco
level	kompreni	begrijpen, realiseren	to understand, to realise	grupo	alternativoj	prononco
level	iri	gaan	to go	grupo	alternativoj	prononco
level	veni	komen	to come	grupo	alternativoj	prononco
level	porti	dragen, dragen	to carry, to wear	grupo	alternativoj	prononco
level	kovri	bedekken	to cover	grupo	alternativoj	prononco
level	hela	helder, helder en licht	bright, clear and light	grupo	alternativoj	prononco
level	sana	gezond	healthy	grupo	alternativoj	prononco
level	aperi	verschijnen, tevoorschijn komen	to appear, to emerge	grupo	alternativoj	prononco
level	libro	een boek	a book	grupo	alternativoj	prononco
level	atendi	wachten, verwachten, wachten	to wait, to expect, to wait for	grupo	alternativoj	prononco
level	mano	een hand	a hand	grupo	alternativoj	prononco
level	pentri	verven	to paint	grupo	alternativoj	prononco
level	instrui	onderwijzen, instrueren	to teach, to instruct	grupo	alternativoj	prononco
level	sidi	zitten	to sit	grupo	alternativoj	prononco
level	stari	staan	to stand	grupo	alternativoj	prononco
level	afero	een ding, een object, een zaak, een zorg, een kwestie	a thing, an object, a case, a concern, a mater	grupo	alternativoj	prononco
level	plena	vol, compleet	full, complete	grupo	alternativoj	prononco
level	klara	duidelijk	clear	grupo	alternativoj	prononco
level	komenci	beginnen, beginnen	to begin, to commence	grupo	alternativoj	prononco
level	dormi	slapen, in slaap zijn	to sleep, to be asleep	grupo	alternativoj	prononco
level	parto	een deel, een aandeel	a part, a share	grupo	alternativoj	prononco
level	mono	geld	money	grupo	alternativoj	prononco
level	ricevi	ontvangen	to receive	grupo	alternativoj	prononco
level	ami	houden van	to love	grupo	alternativoj	prononco
level	devi	moeten, moeten, moeten, zouden moeten	to have to, must, should, ought to	grupo	alternativoj	prononco
level	povi	kunnen, kunnen	be able to, can	grupo	alternativoj	prononco
level	labori	werken, werken	to work, to labor	grupo	alternativoj	prononco
level	dio	een God	a god	grupo	alternativoj	prononco
level	urbo	een stad, een stad	a city, a town	grupo	alternativoj	prononco
level	ofta	frequent, vaak	freqent, often	grupo	alternativoj	prononco
level	soni	klinken, geluid maken	to sound, to make sound	grupo	alternativoj	prononco
level	tero	aarde, land, bodem	earth, land, soil	grupo	alternativoj	prononco
level	vivi	leven, leven	to live, to be alive	grupo	alternativoj	prononco
level	resti	blijven, blijven	to stay, to remain	grupo	alternativoj	prononco
level	ridi	lachen	to laugh	grupo	alternativoj	prononco
level	homo	een mens, een man	a human, a man	grupo	alternativoj	prononco
level	akvo	water	water	grupo	alternativoj	prononco
level	vorto	een woord	a word	grupo	alternativoj	prononco
level	certa	zeker, zeker	certain, sure	grupo	alternativoj	prononco
level	lando	een land, een land	a land, a country	grupo	alternativoj	prononco
level	sama	dezelfde	same	grupo	alternativoj	prononco
level	ĵeti	gooien	to throw	grupo	alternativoj	prononco
level	stelo	een ster	a star	grupo	alternativoj	prononco
level	domo	een huis, een thuis	a house, a home	grupo	alternativoj	prononco
level	nomo	een naam, een benaming	a name, an appellation	grupo	alternativoj	prononco
level	vidi	zien	to see	grupo	alternativoj	prononco
level	mola	zacht	soft	grupo	alternativoj	prononco
level	horo	een uur, uur, tijd	an hour, o'clock, time	grupo	alternativoj	prononco
level	formo	een vorm, een gedaante	a form, a shape	grupo	alternativoj	prononco
level	tago	een dag	a day	grupo	alternativoj	prononco
level	fumo	een rook	a smoke	grupo	alternativoj	prononco
level	ĉevalo	een paard	a horse	grupo	alternativoj	prononco
level	jaro	een jaar	a year	grupo	alternativoj	prononco
level	vojaĝi	reizen	to travel	grupo	alternativoj	prononco
level	celo	een doel, een doelwit, een doel, een doelstelling	a goal, a target, a purpose, an objective	grupo	alternativoj	prononco
level	naski	baren, baren, voortbrengen	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	missen, ontbreken, ontbreken	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	een vogel	a bird	grupo	alternativoj	prononco
level	halti	tot stilstand komen, tot stilstand komen, tot stilstand komen	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	een broer	a brother	grupo	alternativoj	prononco
level	monto	een berg	a mountain	grupo	alternativoj	prononco
level	pensi	denken	to think	grupo	alternativoj	prononco
level	permesi	toestaan, toestaan	to permit, to allow	grupo	alternativoj	prononco
level	kosti	kosten	to cost	grupo	alternativoj	prononco
level	lito	een bed, een bank	a bed, a couch	grupo	alternativoj	prononco
level	perdi	verliezen	to lose	grupo	alternativoj	prononco
level	miri	verrassen, verbaasd zijn, verbaasd zijn	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	een persoon	a person	grupo	alternativoj	prononco
level	diversa	divers, gevarieerd, divers	diverse, varied, various	grupo	alternativoj	prononco
level	provi	proberen, proberen	to try, to attempt	grupo	alternativoj	prononco
level	pagi	betalen	to pay	grupo	alternativoj	prononco
level	prezenti	presenteren, introduceren	to present, to introduce	grupo	alternativoj	prononco
level	aparta	apart, bijzonder, gescheiden	apart, particular, separate	grupo	alternativoj	prononco
level	rajto	juist, een recht	right, a right	grupo	alternativoj	prononco
level	mateno	ochtend, een ochtend	morning, a morning	grupo	alternativoj	prononco
level	agrabla	aangenaam, aangenaam, aardig	pleasant, agreeable, nice	grupo	alternativoj	prononco
level	vespero	avond, een avond	evening, an evening	grupo	alternativoj	prononco
level	muro	een muur	a wall	grupo	alternativoj	prononco
level	suno	zon, een zon	sun, a sun	grupo	alternativoj	prononco
level	rigardi	kijken, kijken	to look, to look at	grupo	alternativoj	prononco
level	senti	voelen, aanvoelen	to feel, to sense	grupo	alternativoj	prononco
level	blanka	wit, blanco	white, blank	grupo	alternativoj	prononco
level	simpla	eenvoudig	simple	grupo	alternativoj	prononco
level	rimarki	opmerken	to notice	grupo	alternativoj	prononco
level	lingvo	een taal, tong	a language, tongue	grupo	alternativoj	prononco
level	ŝanĝi	veranderen, keren	to change, to turn	grupo	alternativoj	prononco
