C.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	nek	ਨਾ ਹੀ, ਨਾ ਹੀ	nor, neither	grupo	alternativoj	prononco
level	malamo	ਇੱਕ ਨਫ਼ਰਤ	a hate	grupo	alternativoj	prononco
level	preskaŭ	ਲਗਭਗ, ਲਗਭਗ	almost, nearly	grupo	alternativoj	prononco
level	tra ~	ਦੁਆਰਾ ~	through ~	grupo	alternativoj	prononco
level	super	ਉੱਪਰ, ਉੱਪਰ	over, above	grupo	alternativoj	prononco
level	trans ~	ਵੱਧ ~, ਪਾਰ ~	over ~, accross ~	grupo	alternativoj	prononco
level	nu	ਠੀਕ ਹੈ, ਫਿਰ, ਹੁਣ	well, well then, now	grupo	alternativoj	prononco
level	pri ~	ਬਾਰੇ ~	about ~	grupo	alternativoj	prononco
level	por ~	~ ਲਈ, ~ ਲਈ ਕ੍ਰਮ ਵਿੱਚ	for ~, in order for ~	grupo	alternativoj	prononco
level	morgaŭ	ਕੱਲ੍ਹ	tomorrow	grupo	alternativoj	prononco
level	nun	ਹੁਣ, ਵਰਤਮਾਨ ਵਿੱਚ	now, at present	grupo	alternativoj	prononco
level	laŭ ~	~, ਨਾਲ~ ਦੇ ਅਨੁਸਾਰ	according to ~, along ~	grupo	alternativoj	prononco
level	ĉiu	ਹਰ, ਹਰ, ਹਰ ਕੋਈ, ਸਭ	each, every, everybody, all the	grupo	alternativoj	prononco
level	kiu	ਕੌਣ, ਕਿਹੜਾ, ਕਿਹੜਾ	who, which, which one	grupo	alternativoj	prononco
level	tiu	ਉਹ ਵਿਅਕਤੀ, ਉਹ ~, ਉਹ ਇੱਕ, ਉਧਰ	that person, that ~, that one, yonder	grupo	alternativoj	prononco
level	iu	ਕੋਈ, ਕੋਈ, ਕੋਈ	someone, somebody, some	grupo	alternativoj	prononco
level	neniu	ਕੋਈ ਨਹੀਂ, ਕੋਈ ਨਹੀਂ, ਨਾ ਹੀ	nobody, no one, neither	grupo	alternativoj	prononco
level	al ~	ਨੂੰ ~	to ~	grupo	alternativoj	prononco
level	-ebl-	(ਪਿਛੇਤਰ) ~ ਯੋਗ	(suffix)  ~able	grupo	alternativoj	prononco
level	esperi	ਆਸ ਕਰਨਾ	to hope	grupo	alternativoj	prononco
level	unu	ਇੱਕ	one	grupo	alternativoj	prononco
level	du	ਦੋ	two	grupo	alternativoj	prononco
level	tri	ਤਿੰਨ	three	grupo	alternativoj	prononco
level	kvar	ਚਾਰ	four	grupo	alternativoj	prononco
level	kvin	ਪੰਜ	five	grupo	alternativoj	prononco
level	ses	ਛੇ	six	grupo	alternativoj	prononco
level	sep	ਸੱਤ	seven	grupo	alternativoj	prononco
level	ok	ਅੱਠ	eight	grupo	alternativoj	prononco
level	naŭ	ਨੌਂ	nine	grupo	alternativoj	prononco
level	dek	ਦਸ	ten	grupo	alternativoj	prononco
level	cent	ਇੱਕ ਸੌ	a hundred	grupo	alternativoj	prononco
level	mil	ਇੱਕ ਹਜ਼ਾਰ	a thousand	grupo	alternativoj	prononco
level	-obl-	(ਪਿਛੇਤਰ) ਗੁਣਾਂ ਲਈ, -ਓਬਲ, -ਫੋਲਡ	(suffix)  for multiplicity, -oble, -fold	grupo	alternativoj	prononco
level	-on-	(ਪਿਛੇਤਰ) ~ਵਾਂ, ਅੰਸ਼	(suffix)  ~th, fraction	grupo	alternativoj	prononco
level	ama	ਪਿਆਰ ਦਾ	of love	grupo	alternativoj	prononco
level	anstataŭ ~	~ ਦੀ ਬਜਾਏ	instead of ~	grupo	alternativoj	prononco
level	-iĝ-	(ਪਿਛੇਤਰ) ਬਣ ਜਾਂਦੇ ਹਨ	(suffix)  become	grupo	alternativoj	prononco
level	voli	ਚਾਹੁਣਾ, ਇੱਛਾ ਕਰਨਾ, ਕਰਨ ਲਈ ਤਿਆਰ ਹੋਣਾ	to want, to will, to be willing to	grupo	alternativoj	prononco
level	-ig-	(ਪਿਛੇਤਰ) ਬਣਨ ਦਾ ਕਾਰਨ	(suffix)  cause to become	grupo	alternativoj	prononco
level	sekvi	ਦੀ ਪਾਲਣਾ ਕਰਨ ਲਈ	to follow	grupo	alternativoj	prononco
level	ĝoje	ਖੁਸ਼ੀ ਨਾਲ	gladly	grupo	alternativoj	prononco
level	legi	ਪੜ੍ਹਨ ਲਈ	to read	grupo	alternativoj	prononco
level	silenta	ਚੁੱਪ	silent	grupo	alternativoj	prononco
level	la	ਦੀ	the	grupo	alternativoj	prononco
level	ha!	ਹਾ!	ha!	grupo	alternativoj	prononco
level	-il-	(ਪਿਛੇਤਰ) ਸਾਧਨ, ਵਿਧੀ	(suffix)  tool, method	grupo	alternativoj	prononco
level	trinki	ਪੀਣ ਲਈ (ਗੈਰ-ਅਲਕੋਹਲ)	to drink (non-alkohol)	grupo	alternativoj	prononco
level	-et-	(ਪਿਛੇਤਰ) ਛੋਟਾ, ਥੋੜ੍ਹਾ	(suffix)  small, little	grupo	alternativoj	prononco
level	-eg-	(ਪਿਛੇਤਰ) ਵੱਡਾ, ਵੱਡਾ	(suffix)  big, large	grupo	alternativoj	prononco
level	inter ~	(preposition) ਵਿਚਕਾਰ ~	(preposition)  between ~	grupo	alternativoj	prononco
level	-um-	(ਪਿਛੇਤਰ) ਸੰਬੰਧਿਤ ਵਿਹਾਰ	(suffix)  related behavior	grupo	alternativoj	prononco
level	-ar-	(ਪਿਛੇਤਰ) ਸੈੱਟ, ਸਮੂਹ	(suffix)  set, group	grupo	alternativoj	prononco
level	-an-	(ਪਿਛੇਤਰ) ਇੱਕ ਸਮੂਹ ਦਾ ਮੈਂਬਰ	(suffix)  member of a group	grupo	alternativoj	prononco
level	danki	ਧੰਨਵਾਦ ਕਰਨ ਲਈ	to thank	grupo	alternativoj	prononco
level	-ind-	(ਪਿਛੇਤਰ) ਯੋਗ, ਯੋਗ	(suffix)  worthwhile, worthy	grupo	alternativoj	prononco
level	plu	ਹੋਰ ਵੀ, ਅੱਗੇ, ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਰ, ਹੋਰ	even more, further, and so on, more	grupo	alternativoj	prononco
level	kiel	ਕਿਵੇਂ, ਜਿਵੇਂ, ਕਿਸ ਤਰੀਕੇ ਨਾਲ, ਜਿਵੇਂ ਕਿ	how, like, in what way, such as	grupo	alternativoj	prononco
level	tiel	ਇਸ ਤਰ੍ਹਾਂ, ਇਸ ਤਰ੍ਹਾਂ, ਇਸ ਤਰ੍ਹਾਂ	such, in that way, thus	grupo	alternativoj	prononco
level	en ~	(preposition) in ~	(preposition)  in ~	grupo	alternativoj	prononco
level	apud ~	(preposition) ਅੱਗੇ ~, beside ~	(preposition)  next to ~, beside ~	grupo	alternativoj	prononco
level	sub ~	(preposition) ਅਧੀਨ, ਹੇਠਾਂ ~	(preposition)  under, beneath ~	grupo	alternativoj	prononco
level	sur ~	(preposition) on ~	(preposition)  on ~	grupo	alternativoj	prononco
level	je ~	(preposition) ਅਨਿਸ਼ਚਿਤ ਤਿਆਰੀ., at, in, by, on	(preposition)  indefinate prep., at, in, by, on	grupo	alternativoj	prononco
level	ankoraŭ	(ਕਿਰਿਆ ਵਿਸ਼ੇਸ਼ਣ) ਅਜੇ ਵੀ, ਅਜੇ ਵੀ	(adverb)  still, yet	grupo	alternativoj	prononco
level	ĉirkaŭ ~	(preposition) ਆਲੇ-ਦੁਆਲੇ ~	(preposition)  around ~	grupo	alternativoj	prononco
level	sed	ਪਰ	but	grupo	alternativoj	prononco
level	ie	ਕਿਤੇ	somewhere	grupo	alternativoj	prononco
level	kie	ਕਿੱਥੇ, ਕਿਸ ਥਾਂ 'ਤੇ	where, at what place	grupo	alternativoj	prononco
level	silente	ਚੁੱਪਚਾਪ	silently	grupo	alternativoj	prononco
level	ĉie	ਹਰ ਜਗ੍ਹਾ, ਸਾਰੇ ਬਾਰੇ	everywhere, all about	grupo	alternativoj	prononco
level	nenie	ਕਿਤੇ ਵੀ, ਕਿਸੇ ਵੀ ਸਥਿਤੀ ਵਿੱਚ, ਕਿਤੇ ਵੀ ਨਹੀਂ	nowhere, in no case, not anywhere	grupo	alternativoj	prononco
level	tie	ਉਥੇ, ਉਥੇ, ਉਧਰ	there, over there, yonder	grupo	alternativoj	prononco
level	ĉi	ਇਹ ~	this ~	grupo	alternativoj	prononco
level	kanti	ਗਾਉਣ ਲਈ	to sing	grupo	alternativoj	prononco
level	morti	ਮਰਨਾ, ਮਰ ਜਾਣਾ	to die, to pass away	grupo	alternativoj	prononco
level	dum ~	(preposition) ਦੌਰਾਨ ~, ਜਦਕਿ ~	(preposition)  during ~, while ~	grupo	alternativoj	prononco
level	nacio	ਇੱਕ ਕੌਮ	a nation	grupo	alternativoj	prononco
level	koni	ਜਾਣਨਾ (ਇੱਕ ਵਿਅਕਤੀ), ਨਾਲ ਜਾਣੂ ਹੋਣਾ	to know (a person), to be aquainted with	grupo	alternativoj	prononco
level	scii	ਜਾਣਨਾ (ਇੱਕ ਤੱਥ, ਗਿਆਨ), ਇਹ ਜਾਣਨਾ ਕਿ ਕਿਵੇਂ	to know (a fact, knowledge), to know how	grupo	alternativoj	prononco
level	ĉiam	ਹਮੇਸ਼ਾ, ਕਦੇ	always, ever	grupo	alternativoj	prononco
level	iam	ਕਿਸੇ ਸਮੇਂ, ਇੱਕ ਵਾਰ	at some time, once	grupo	alternativoj	prononco
level	tiam	ਫਿਰ	then	grupo	alternativoj	prononco
level	-em-	(ਪਿਛੇਤਰ) ਰੁਝਾਨ	(suffix)  tendancy	grupo	alternativoj	prononco
level	ia	ਕਿਸੇ ਕਿਸਮ ਦੀ	some kind of	grupo	alternativoj	prononco
level	sukcesi	ਸਫਲ ਹੋਣ ਲਈ	to succeed	grupo	alternativoj	prononco
level	ĉia	ਹਰ ਕਿਸਮ ਦੀ, ਹਰ ਕਿਸਮ ਦੀ	of all kind, every kind of	grupo	alternativoj	prononco
level	nenia	ਨਹੀਂ, ਕਿਸੇ ਕਿਸਮ ਦੀ ਨਹੀਂ, ਕੋਈ ਵੀ ਨਹੀਂ	no, not any kind of, not any	grupo	alternativoj	prononco
level	-id-	(ਪਿਛੇਤਰ) ਔਲਾਦ	(suffix)  offspring	grupo	alternativoj	prononco
level	ĉambro	ਇੱਕ ਕਮਰਾ, ਇੱਕ ਚੈਂਬਰ	a room, a chamber	grupo	alternativoj	prononco
level	patro	ਇੱਕ ਪਿਤਾ	a father	grupo	alternativoj	prononco
level	porko	ਇੱਕ ਸੂਰ, ਸੂਰ	a pig, swine	grupo	alternativoj	prononco
level	bo-	(ਅਗੇਤਰ) -ਸਹੁਰੇ, ਵਿਆਹ ਦੁਆਰਾ	(prefix)  -in-law, by marriage	grupo	alternativoj	prononco
level	ja	ਸੱਚਮੁੱਚ	indeed	grupo	alternativoj	prononco
level	-ism-	(ਪਿਛੇਤਰ) -ism	(suffix)  -ism	grupo	alternativoj	prononco
level	io	ਕੁਝ	something	grupo	alternativoj	prononco
level	veturi	ਗੱਡੀ ਚਲਾਉਣ ਲਈ (ਇੱਕ ਵਾਹਨ)	to drive (a vehicle)	grupo	alternativoj	prononco
level	koko	ਇੱਕ ਕੁੱਕੜ, ਮੁਰਗੀ, ਮੁਰਗੀ, ਮੁਰਗੀ	a cock, a hen, chicken, fowl	grupo	alternativoj	prononco
level	libera	ਮੁਫ਼ਤ	free	grupo	alternativoj	prononco
level	lasta	ਆਖਰੀ	last	grupo	alternativoj	prononco
level	ĝoji	ਅਨੰਦ ਕਰਨਾ, ਖੁਸ਼ ਹੋਣਾ, ਅਨੰਦ ਲੈਣਾ	to rejoice, to be glad, to enjoy	grupo	alternativoj	prononco
level	preni	ਲੈਣਾ, ਫੜਨਾ	to take, to lay hold of	grupo	alternativoj	prononco
level	bovo	ਇੱਕ ਗਾਂ, ਇੱਕ ਬਲਦ, ਗੋਭੀ ਜਾਨਵਰ	a cow, an ox, bovine animal	grupo	alternativoj	prononco
level	alia	ਹੋਰ, ਹੋਰ, ਹੋਰ	another, other, else	grupo	alternativoj	prononco
level	varma	ਗਰਮ, ਨਿੱਘਾ	hot, warm	grupo	alternativoj	prononco
level	loĝi	ਰਹਿਣ ਲਈ, ਰਹਿਣ ਲਈ, ਰਹਿਣ ਲਈ, ਵੱਸਣ ਲਈ	to reside, to live, to dwell, to inhabit	grupo	alternativoj	prononco
level	kredi	ਵਿਸ਼ਵਾਸ ਕਰਨ ਲਈ	to believe	grupo	alternativoj	prononco
level	glacio	ਇੱਕ ਬਰਫ਼	an ice	grupo	alternativoj	prononco
level	loko	ਇੱਕ ਸਥਾਨ, ਇੱਕ ਸਥਾਨ	a place, a location	grupo	alternativoj	prononco
level	ovo	ਇੱਕ ਅੰਡੇ	an egg	grupo	alternativoj	prononco
