C.bn content.tsv
Level	Esperanto	bn	en-us	Grupo	Alternativoj	Pronoco
level	-u	(প্রত্যয়) imperative	(suffix)  imperative	grupo	alternativoj	prononco
level	ekster ~	বাইরে ~	outside ~	grupo	alternativoj	prononco
level	ge-	(উপসর্গ) উভয় লিঙ্গ, উভয় লিঙ্গ	(prefix)  both sex, both gender	grupo	alternativoj	prononco
level	-us	(প্রত্যয়) would, should, subjunctive	(suffix)  would, should, subjunctive	grupo	alternativoj	prononco
level	baldaŭ	শীঘ্রই	soon	grupo	alternativoj	prononco
level	almenaŭ	অন্তত, অন্য কিছু না হলে	at least, if nothing else	grupo	alternativoj	prononco
level	dis-	ডিস-	dis-	grupo	alternativoj	prononco
level	-uj-	(প্রত্যয়) ধারক; দেশ	(suffix)  container; country	grupo	alternativoj	prononco
level	lerni	শিখতে	to learn	grupo	alternativoj	prononco
level	ek-	(উপসর্গ) শুরু; হঠাৎ শুরু	(prefix)  beginning; sudden start	grupo	alternativoj	prononco
level	se	যদি, প্রদান করা হয় যে	if, provided that	grupo	alternativoj	prononco
level	eĉ	এমন কি	even	grupo	alternativoj	prononco
level	amo	একটি ভালোবাসা	a love	grupo	alternativoj	prononco
level	jam	ইতিমধ্যে, এত তাড়াতাড়ি, এখন থেকে	already, so soon, as of now	grupo	alternativoj	prononco
level	jen	এখানে! লো! দেখো	Here! Lo! Behold	grupo	alternativoj	prononco
level	fini	শেষ করা, শেষ করা, শেষ করা	to end, to finish, to terminate	grupo	alternativoj	prononco
level	do	তাই, তারপর, তাই	so, then, therefore	grupo	alternativoj	prononco
level	ajn	~ ever, (কি) ever, all, -ever	~ever, (what)ever, at all, -soever	grupo	alternativoj	prononco
level	facila	সহজ, সহজ	easy, facile	grupo	alternativoj	prononco
level	re-	(উপসর্গ) পুনরায়-	(prefix)  re-	grupo	alternativoj	prononco
level	granda	বড়, মহান, বড়	big, great, large	grupo	alternativoj	prononco
level	-ist-	(প্রত্যয়) পেশাদার	(suffix)  professional	grupo	alternativoj	prononco
level	pro ~	(অব্যয়) ~ এর কারণে, ~ এর কারণে	(preposition)  because of ~, due to ~	grupo	alternativoj	prononco
level	-estr-	(প্রত্যয়) নেতা, বস, প্রধান, প্রধান	(suffix)  leader, boss, head, chief	grupo	alternativoj	prononco
level	kio	কি	what	grupo	alternativoj	prononco
level	manĝi	খেতে	to eat	grupo	alternativoj	prononco
level	nenio	কিছুই না, কিছু না, কিছু না	nothing, none, not any thing	grupo	alternativoj	prononco
level	juna	তরুণ	young	grupo	alternativoj	prononco
level	ĉio	সবকিছু	everything	grupo	alternativoj	prononco
level	riĉa	ধনী, ধনী, সুস্বাদু	rich, wealthy, well-off	grupo	alternativoj	prononco
level	tio	যে জিনিস, যে	that thing, that	grupo	alternativoj	prononco
level	konstrui	নির্মাণ করা, নির্মাণ করা	to build, to construct	grupo	alternativoj	prononco
level	ĉef-	(উপসর্গ) প্রধান, অগ্রণী, প্রধান	(prefix)  chief, leading, main	grupo	alternativoj	prononco
level	sen ~	(অব্যয়) ~ ছাড়া	(preposition)  without ~	grupo	alternativoj	prononco
level	kun ~	(অব্যয়) সঙ্গে ~ (একসাথে)	(preposition)  with ~ (together)	grupo	alternativoj	prononco
level	krom ~	(অব্যয়) ~ ছাড়া, ছাড়াও ~	(preposition)  except ~, besides ~	grupo	alternativoj	prononco
level	amiko	একজন বন্ধু	a friend	grupo	alternativoj	prononco
level	kies	যার, কোনটির, কোনটির	whose, which one's, of which	grupo	alternativoj	prononco
level	per ~	(অব্যয়) ~ (একটি পদ্ধতি) দ্বারা, ~ (একটি টুল) সহ	(preposition)  by ~ (a method), with ~ (a tool)	grupo	alternativoj	prononco
level	kontraŭ ~	বিরুদ্ধে ~	against ~	grupo	alternativoj	prononco
level	el ~	~ থেকে, ~ থেকে	out of ~, from ~	grupo	alternativoj	prononco
level	hodiaŭ	আজ	today	grupo	alternativoj	prononco
level	hieraŭ	গতকাল	yesterday	grupo	alternativoj	prononco
level	nur	শুধুমাত্র, শুধু, একচেটিয়াভাবে	only, just, exclusively	grupo	alternativoj	prononco
level	helpi	সাহায্য করা, সাহায্য করা, সাহায্য করা	to help, to aid, to assist	grupo	alternativoj	prononco
level	for	(ক্রিয়াবিশেষণ) দূরে, দূরে	(adverb)  far, away	grupo	alternativoj	prononco
level	nek	কেউই না	nor, neither	grupo	alternativoj	prononco
level	malamo	একটি ঘৃণা	a hate	grupo	alternativoj	prononco
level	preskaŭ	খুব কাছাকাছি	almost, nearly	grupo	alternativoj	prononco
level	tra ~	~ মাধ্যমে	through ~	grupo	alternativoj	prononco
level	super	উপর উপরে	over, above	grupo	alternativoj	prononco
level	trans ~	~ জুড়ে, ~ জুড়ে	over ~, accross ~	grupo	alternativoj	prononco
level	nu	আচ্ছা, তাহলে, এখন	well, well then, now	grupo	alternativoj	prononco
level	pri ~	প্রায় ~	about ~	grupo	alternativoj	prononco
level	por ~	~ এর জন্য, ~ এর জন্য	for ~, in order for ~	grupo	alternativoj	prononco
level	morgaŭ	আগামীকাল	tomorrow	grupo	alternativoj	prononco
level	nun	এখন, বর্তমানে	now, at present	grupo	alternativoj	prononco
level	laŭ ~	~, বরাবর ~ অনুযায়ী	according to ~, along ~	grupo	alternativoj	prononco
level	ĉiu	প্রতিটি, প্রত্যেক, সবাই, সব	each, every, everybody, all the	grupo	alternativoj	prononco
level	kiu	কে, কোনটি, কোনটি	who, which, which one	grupo	alternativoj	prononco
level	tiu	সেই ব্যক্তি, সেই ~, সেই এক, ওপারে	that person, that ~, that one, yonder	grupo	alternativoj	prononco
level	iu	কেউ, কেউ, কেউ	someone, somebody, some	grupo	alternativoj	prononco
level	neniu	কেউ নেই, কেউ নেই, না	nobody, no one, neither	grupo	alternativoj	prononco
level	al ~	থেকে ~	to ~	grupo	alternativoj	prononco
level	-ebl-	(প্রত্যয়) ~ সক্ষম	(suffix)  ~able	grupo	alternativoj	prononco
level	esperi	আশাতে	to hope	grupo	alternativoj	prononco
level	unu	এক	one	grupo	alternativoj	prononco
level	du	দুই	two	grupo	alternativoj	prononco
level	tri	তিন	three	grupo	alternativoj	prononco
level	kvar	চার	four	grupo	alternativoj	prononco
level	kvin	পাঁচ	five	grupo	alternativoj	prononco
level	ses	ছয়	six	grupo	alternativoj	prononco
level	sep	সাত	seven	grupo	alternativoj	prononco
level	ok	আট	eight	grupo	alternativoj	prononco
level	naŭ	নয়টি	nine	grupo	alternativoj	prononco
level	dek	দশ	ten	grupo	alternativoj	prononco
level	cent	একশত	a hundred	grupo	alternativoj	prononco
level	mil	এক হাজার	a thousand	grupo	alternativoj	prononco
level	-obl-	(প্রত্যয়) গুণের জন্য, -অবল, -গুণ	(suffix)  for multiplicity, -oble, -fold	grupo	alternativoj	prononco
level	-on-	(প্রত্যয়) ~ম, ভগ্নাংশ	(suffix)  ~th, fraction	grupo	alternativoj	prononco
level	ama	ভালবাসার	of love	grupo	alternativoj	prononco
level	anstataŭ ~	~ এর পরিবর্তে	instead of ~	grupo	alternativoj	prononco
level	-iĝ-	(প্রত্যয়) হয়ে	(suffix)  become	grupo	alternativoj	prononco
level	voli	ইচ্ছা, ইচ্ছা, ইচ্ছুক হতে	to want, to will, to be willing to	grupo	alternativoj	prononco
level	-ig-	(প্রত্যয়) হয়ে যাওয়ার কারণ	(suffix)  cause to become	grupo	alternativoj	prononco
level	sekvi	অনুসরণ করতে	to follow	grupo	alternativoj	prononco
level	ĝoje	আনন্দের সাথে	gladly	grupo	alternativoj	prononco
level	legi	পড়তে	to read	grupo	alternativoj	prononco
level	silenta	নীরব	silent	grupo	alternativoj	prononco
level	la	দ্য	the	grupo	alternativoj	prononco
level	ha!	হা!	ha!	grupo	alternativoj	prononco
level	-il-	(প্রত্যয়) টুল, পদ্ধতি	(suffix)  tool, method	grupo	alternativoj	prononco
level	trinki	পান করা (অ-অ্যালকোহল)	to drink (non-alkohol)	grupo	alternativoj	prononco
level	-et-	(প্রত্যয়) ছোট, সামান্য	(suffix)  small, little	grupo	alternativoj	prononco
level	-eg-	(প্রত্যয়) বড়, বড়	(suffix)  big, large	grupo	alternativoj	prononco
level	inter ~	(অব্যয়) এর মধ্যে ~	(preposition)  between ~	grupo	alternativoj	prononco
level	-um-	(প্রত্যয়) সম্পর্কিত আচরণ	(suffix)  related behavior	grupo	alternativoj	prononco
level	-ar-	(প্রত্যয়) সেট, গোষ্ঠী	(suffix)  set, group	grupo	alternativoj	prononco
level	-an-	(প্রত্যয়) একটি দলের সদস্য	(suffix)  member of a group	grupo	alternativoj	prononco
level	danki	ধন্যবাদ দিতে	to thank	grupo	alternativoj	prononco
level	-ind-	(প্রত্যয়) worthwhile, worthy	(suffix)  worthwhile, worthy	grupo	alternativoj	prononco
level	plu	এমনকি আরো, আরো, এবং তাই আরো, আরো	even more, further, and so on, more	grupo	alternativoj	prononco
level	kiel	কিভাবে, মত, কি ভাবে, যেমন	how, like, in what way, such as	grupo	alternativoj	prononco
level	tiel	যেমন, যে ভাবে, এইভাবে	such, in that way, thus	grupo	alternativoj	prononco
level	en ~	(অব্যয়) মধ্যে ~	(preposition)  in ~	grupo	alternativoj	prononco
level	apud ~	(অব্যয়) ~ এর পাশে, পাশে ~	(preposition)  next to ~, beside ~	grupo	alternativoj	prononco
level	sub ~	(অব্যয়) নিচে, নিচে ~	(preposition)  under, beneath ~	grupo	alternativoj	prononco
level	sur ~	(অব্যয়) উপর ~	(preposition)  on ~	grupo	alternativoj	prononco
level	je ~	(অব্যয়) অনির্দিষ্ট প্রস্তুতি।, এ, ইন, দ্বারা, অন	(preposition)  indefinate prep., at, in, by, on	grupo	alternativoj	prononco
level	ankoraŭ	(ক্রিয়াবিশেষণ) এখনও, এখনও	(adverb)  still, yet	grupo	alternativoj	prononco
level	ĉirkaŭ ~	(অব্যয়) প্রায় ~	(preposition)  around ~	grupo	alternativoj	prononco
level	sed	কিন্তু	but	grupo	alternativoj	prononco
level	ie	কোথাও	somewhere	grupo	alternativoj	prononco
level	kie	কোথায়, কোন জায়গায়	where, at what place	grupo	alternativoj	prononco
level	silente	নীরবে	silently	grupo	alternativoj	prononco
level	ĉie	সর্বত্র, সব সম্পর্কে	everywhere, all about	grupo	alternativoj	prononco
level	nenie	কোথাও, কোন ক্ষেত্রেই, কোথাও নয়	nowhere, in no case, not anywhere	grupo	alternativoj	prononco
level	tie	সেখানে, সেখানে, ওপারে	there, over there, yonder	grupo	alternativoj	prononco
level	ĉi	এই ~	this ~	grupo	alternativoj	prononco
level	kanti	গান করা	to sing	grupo	alternativoj	prononco
level	morti	মারা যাওয়া, চলে যাওয়া	to die, to pass away	grupo	alternativoj	prononco
level	dum ~	(অব্যয়) সময় ~, যখন ~	(preposition)  during ~, while ~	grupo	alternativoj	prononco
level	nacio	একটি জাতি	a nation	grupo	alternativoj	prononco
level	koni	to know (a person), to be aquainted with	to know (a person), to be aquainted with	grupo	alternativoj	prononco
level	scii	to know (a fact, knowledge), to know how	to know (a fact, knowledge), to know how	grupo	alternativoj	prononco
level	ĉiam	সর্বদা, কখনও	always, ever	grupo	alternativoj	prononco
level	iam	কিছু সময়ে, একবার	at some time, once	grupo	alternativoj	prononco
level	tiam	তারপর	then	grupo	alternativoj	prononco
level	-em-	(প্রত্যয়) প্রবণতা	(suffix)  tendancy	grupo	alternativoj	prononco
level	ia	কিছু ধরনের	some kind of	grupo	alternativoj	prononco
level	sukcesi	সফল হতে	to succeed	grupo	alternativoj	prononco
level	ĉia	সব ধরনের, সব ধরনের	of all kind, every kind of	grupo	alternativoj	prononco
level	nenia	না, কোনো ধরনের নয়, কোনোটি নয়	no, not any kind of, not any	grupo	alternativoj	prononco
level	-id-	(প্রত্যয়) সন্তান	(suffix)  offspring	grupo	alternativoj	prononco
level	ĉambro	একটি ঘর, একটি চেম্বার	a room, a chamber	grupo	alternativoj	prononco
level	patro	একজন বাবা	a father	grupo	alternativoj	prononco
level	porko	একটি শূকর, শূকর	a pig, swine	grupo	alternativoj	prononco
level	bo-	(উপসর্গ) -শ্বশুর, বিবাহ দ্বারা	(prefix)  -in-law, by marriage	grupo	alternativoj	prononco
level	ja	প্রকৃতপক্ষে	indeed	grupo	alternativoj	prononco
level	-ism-	(প্রত্যয়) -ism	(suffix)  -ism	grupo	alternativoj	prononco
level	io	কিছু	something	grupo	alternativoj	prononco
level	veturi	চালাতে (একটি যান)	to drive (a vehicle)	grupo	alternativoj	prononco
level	koko	একটি মোরগ, একটি মুরগি, মুরগি, পাখি	a cock, a hen, chicken, fowl	grupo	alternativoj	prononco
level	libera	বিনামূল্যে	free	grupo	alternativoj	prononco
level	lasta	শেষ	last	grupo	alternativoj	prononco
level	ĝoji	আনন্দ করা, আনন্দ করা, উপভোগ করা	to rejoice, to be glad, to enjoy	grupo	alternativoj	prononco
level	preni	to take, to lay of hold	to take, to lay hold of	grupo	alternativoj	prononco
level	bovo	একটি গরু, একটি বলদ, গরুর প্রাণী	a cow, an ox, bovine animal	grupo	alternativoj	prononco
level	alia	অন্য, অন্য, অন্য	another, other, else	grupo	alternativoj	prononco
level	varma	উষ্ণ গরম	hot, warm	grupo	alternativoj	prononco
level	loĝi	বসবাস করা, বসবাস করা, বসবাস করা, বসবাস করা	to reside, to live, to dwell, to inhabit	grupo	alternativoj	prononco
level	kredi	বিশ্বাস করা	to believe	grupo	alternativoj	prononco
level	glacio	একটি সুন্দর	an ice	grupo	alternativoj	prononco
level	loko	একটি স্থান, একটি অবস্থান	a place, a location	grupo	alternativoj	prononco
level	ovo	একটি ডিম	an egg	grupo	alternativoj	prononco
level	multa	অনেক, অনেক, অনেক	a lot of, much, many	grupo	alternativoj	prononco
level	havaĵo	একটি দখল	a possession	grupo	alternativoj	prononco
level	ŝafo	একটি ভেড়া	a sheep	grupo	alternativoj	prononco
level	sono	একটি শব্দ	a sound	grupo	alternativoj	prononco
level	fiŝo	একটি মাছ	a fish	grupo	alternativoj	prononco
level	bela	সুন্দর, সুদর্শন, সুন্দর	beautiful, handsome, pretty	grupo	alternativoj	prononco
level	respondi	উত্তর দেওয়া, উত্তর দেওয়া, উত্তর দেওয়া	to answer, to respond, to reply	grupo	alternativoj	prononco
level	fojo	একটি উপলক্ষ, একটি সময়	an occasion, a time	grupo	alternativoj	prononco
level	demandi	জিজ্ঞাসা করা	to ask	grupo	alternativoj	prononco
level	forta	শক্তিশালী	strong	grupo	alternativoj	prononco
level	preter ~	অতীত ~, অতীত ~, সোজা অতীত	beyond ~, past ~, straight past	grupo	alternativoj	prononco
level	silento	একটি নীরবতা	a silence	grupo	alternativoj	prononco
level	infano	একটি শিশু, একটি শিশু	a child, an infant	grupo	alternativoj	prononco
level	feliĉa	সুখী, ভাগ্যবান, ভাগ্যবান	happy, lucky, fortunate	grupo	alternativoj	prononco
level	kapti	ধরা, ধরা, ধরা	to catch, to capture, to grapple	grupo	alternativoj	prononco
level	deziri	ইচ্ছা করা, ইচ্ছা করা	to desire, to wish	grupo	alternativoj	prononco
level	longa	দীর্ঘ	long	grupo	alternativoj	prononco
level	mondo	একটি বিশ্ব	a world	grupo	alternativoj	prononco
level	okazi	ঘটতে, ঘটতে, ঘটতে	to occur, to happen, to come about	grupo	alternativoj	prononco
level	kampo	ক্ষেত্র, একটি ক্ষেত্র	field, a field	grupo	alternativoj	prononco
level	filo	একটি ছেলে	a son	grupo	alternativoj	prononco
level	montri	দেখানো, নির্দেশ করা, নির্দেশ করা	to show, to indicate, to point out	grupo	alternativoj	prononco
level	koro	একটি হৃদয়	a heart	grupo	alternativoj	prononco
level	knabo	একটি ছেলে	a boy	grupo	alternativoj	prononco
level	meti	স্থাপন করা, স্থাপন করা, শুয়ে রাখা	to put, to place, to lay down	grupo	alternativoj	prononco
level	edzo	একজন স্বামী	a husband	grupo	alternativoj	prononco
level	pako	প্যাকেজ	package	grupo	alternativoj	prononco
level	rapida	দ্রুত, দ্রুত, দ্রুত	fast, quick, speedy	grupo	alternativoj	prononco
level	ŝajni	মনে হওয়া, মনে হওয়া	to seem, to appear to be	grupo	alternativoj	prononco
level	saluto	একটি শুভেচ্ছা, অভিবাদন, অভিবাদন	a greeting, salute, salutation	grupo	alternativoj	prononco
level	skribi	লিখতে	to write	grupo	alternativoj	prononco
level	peti	জিজ্ঞাসা করা, চাওয়া, অনুরোধ করা, ভিক্ষা করা	to ask, to ask for, to request, to beg	grupo	alternativoj	prononco
level	flugi	উড়ে	to fly	grupo	alternativoj	prononco
level	kapo	একটি মাথা, একটি কেপ	a head, a cape	grupo	alternativoj	prononco
level	krii	চিৎকার করতে, কাঁদতে, চিৎকার করতে, চিৎকার করতে	to shout, to cry, to scream, to shout	grupo	alternativoj	prononco
level	ruĝa	লাল	red	grupo	alternativoj	prononco
level	sinjoro	একজন মশাই, একজন ভদ্রলোক	a mister, a gentleman	grupo	alternativoj	prononco
level	teni	ধরে রাখা, আটকে রাখা	to hold, to hang onto	grupo	alternativoj	prononco
level	tempo	সময়, একটি সময়	time, a time	grupo	alternativoj	prononco
level	tuta	মোট, সমস্ত, সমগ্র, সম্পূর্ণ, সামগ্রিক	total, all, whole, complete, overall	grupo	alternativoj	prononco
level	viro	একজন মানুষ	a man	grupo	alternativoj	prononco
level	vojo	একটি পথ, একটি পথ, একটি পথ	a way, a path, a route	grupo	alternativoj	prononco
level	movi	সরানো	to move	grupo	alternativoj	prononco
level	militi	যুদ্ধ ভাঙা, যুদ্ধ করা, যুদ্ধ করা	to break a war, to fight, to wage war	grupo	alternativoj	prononco
level	kelka	কয়েক, বেশ কিছু	a few, several	grupo	alternativoj	prononco
level	dekstra	ডান, ডান (পাশ, দিক), ডানহাত	right, right (side, direction), righthand	grupo	alternativoj	prononco
level	fermi	বন্ধ করা, বন্ধ করা	to close, to shut	grupo	alternativoj	prononco
level	okupi	দখল করা, নেওয়া	to occupy, to take	grupo	alternativoj	prononco
level	levi	লিভার, উত্তোলন, বাড়াতে	to lever, to lift, to raise	grupo	alternativoj	prononco
level	bati	প্রহার করা, আঘাত করা, আঘাত করা, আঘাত করা, প্রহার করা	to beat, to hit, to strike, to smak, to lash	grupo	alternativoj	prononco
level	bezoni	প্রয়োজন, চাই, প্রয়োজন	to need, to want, to require	grupo	alternativoj	prononco
level	kompreni	বুঝতে, উপলব্ধি করা	to understand, to realise	grupo	alternativoj	prononco
level	iri	যাও	to go	grupo	alternativoj	prononco
level	veni	আসা	to come	grupo	alternativoj	prononco
level	porti	বহন করা, পরিধান করা	to carry, to wear	grupo	alternativoj	prononco
level	kovri	ঢাকতে	to cover	grupo	alternativoj	prononco
level	hela	উজ্জ্বল, পরিষ্কার এবং হালকা	bright, clear and light	grupo	alternativoj	prononco
level	sana	সুস্থ	healthy	grupo	alternativoj	prononco
level	aperi	আবির্ভূত হওয়া, আবির্ভূত হওয়া	to appear, to emerge	grupo	alternativoj	prononco
level	libro	একটি বই	a book	grupo	alternativoj	prononco
level	atendi	অপেক্ষা করা, অপেক্ষা করা, অপেক্ষা করা	to wait, to expect, to wait for	grupo	alternativoj	prononco
level	mano	একটি হাত	a hand	grupo	alternativoj	prononco
level	pentri	রং করা	to paint	grupo	alternativoj	prononco
level	instrui	শিক্ষা দেওয়া, নির্দেশ দেওয়া	to teach, to instruct	grupo	alternativoj	prononco
level	sidi	বসা	to sit	grupo	alternativoj	prononco
level	stari	দাঁড়ানো	to stand	grupo	alternativoj	prononco
level	afero	একটি জিনিস, একটি বস্তু, একটি মামলা, একটি উদ্বেগ, একটি বিষয়	a thing, an object, a case, a concern, a mater	grupo	alternativoj	prononco
level	plena	পূর্ণ, সম্পূর্ণ	full, complete	grupo	alternativoj	prononco
level	klara	পরিষ্কার	clear	grupo	alternativoj	prononco
level	komenci	শুরু করা, শুরু করা	to begin, to commence	grupo	alternativoj	prononco
level	dormi	ঘুমানো, ঘুমানো	to sleep, to be asleep	grupo	alternativoj	prononco
level	parto	একটি অংশ, একটি ভাগ	a part, a share	grupo	alternativoj	prononco
level	mono	টাকা	money	grupo	alternativoj	prononco
level	ricevi	গ্রহণ করতে	to receive	grupo	alternativoj	prononco
level	ami	ভালবাসতে	to love	grupo	alternativoj	prononco
level	devi	to have to, must, should, ough to	to have to, must, should, ought to	grupo	alternativoj	prononco
level	povi	পারবে, পারবে	be able to, can	grupo	alternativoj	prononco
level	labori	কাজ করতে, পরিশ্রম করতে	to work, to labor	grupo	alternativoj	prononco
level	dio	একজন দেবতা	a god	grupo	alternativoj	prononco
level	urbo	একটি শহর, একটি শহর	a city, a town	grupo	alternativoj	prononco
level	ofta	ঘন ঘন, ঘন ঘন	freqent, often	grupo	alternativoj	prononco
level	soni	শব্দ করা, শব্দ করা	to sound, to make sound	grupo	alternativoj	prononco
level	tero	পৃথিবী, জমি, মাটি	earth, land, soil	grupo	alternativoj	prononco
level	vivi	বেঁচে থাকা, বেঁচে থাকা	to live, to be alive	grupo	alternativoj	prononco
level	resti	থাকতে, থাকতে	to stay, to remain	grupo	alternativoj	prononco
level	ridi	হাসতে	to laugh	grupo	alternativoj	prononco
level	homo	একজন মানুষ, একজন মানুষ	a human, a man	grupo	alternativoj	prononco
