C.km content.tsv
Level	Esperanto	km	en-us	Grupo	Alternativoj	Pronoco
level	-ot-	(បច្ច័យ) ការចូលរួមអនាគតអកម្ម	(suffix)  passive future participle	grupo	alternativoj	prononco
level	tre	ខ្លាំងណាស់, ខ្លាំងណាស់, ខ្លាំងណាស់	very, quite, very much	grupo	alternativoj	prononco
level	tro	ច្រើនពេក, ច្រើនពេក	too, excessively, too much	grupo	alternativoj	prononco
level	tamen	ទោះយ៉ាងណាក៏ដោយ ប៉ុន្តែយ៉ាងណាក៏ដោយ	however, nonetheless, but, nevertheless	grupo	alternativoj	prononco
level	ho!	អូ! ហូ!	Oh! Ho!	grupo	alternativoj	prononco
level	ke ~	នោះ ~	that ~	grupo	alternativoj	prononco
level	ĉar ~	ដោយសារតែ ~	because ~	grupo	alternativoj	prononco
level	ĉu	ថាតើ ~	whether ~	grupo	alternativoj	prononco
level	-ej-	(បច្ច័យ) កន្លែង	(suffix)  place	grupo	alternativoj	prononco
level	-ec-	(បច្ច័យ) ឈ្មោះអរូបីនៃគុណភាព	(suffix)  abstract name of quality	grupo	alternativoj	prononco
level	ambaŭ ~	ទាំងពីរ ~	both ~	grupo	alternativoj	prononco
level	tuj	ភ្លាមៗ, ភ្លាមៗ, ភ្លាមៗ	immediately, instantly, right away	grupo	alternativoj	prononco
level	kvazaŭ ~	ដូចជាប្រសិនបើ ~	as if ~	grupo	alternativoj	prononco
level	kiam	ពេលណា​	when	grupo	alternativoj	prononco
level	silenti	នៅស្ងៀម, ស្ងាត់	to be silent, to be quiet	grupo	alternativoj	prononco
level	neniam	មិនដែល, ក្នុងពេលណាមួយ, មិនធ្លាប់មាន	never, at no time, not ever	grupo	alternativoj	prononco
level	tial	ដូច្នេះ ដូច្នេះ	therefore, so	grupo	alternativoj	prononco
level	kial	ហេតុអ្វី, សម្រាប់អ្វី	why, what for	grupo	alternativoj	prononco
level	kvankam	ទោះបីជា ~, ខណៈពេលដែល, ទោះបីជា	although ~, while, though	grupo	alternativoj	prononco
level	ĉe ~	(preposition) នៅ ~	(preposition)  at ~	grupo	alternativoj	prononco
level	pli	ច្រើនទៀត	more	grupo	alternativoj	prononco
level	plej	ភាគច្រើន	most	grupo	alternativoj	prononco
level	diri	ដើម្បីនិយាយ, ដើម្បីប្រាប់	to say, to tell	grupo	alternativoj	prononco
level	ol ~	ជាង ~	than ~	grupo	alternativoj	prononco
level	paroli	និយាយ, និយាយ	to speak, to talk	grupo	alternativoj	prononco
level	kia	ប្រភេទណា, ប្រភេទអ្វី	what kind of, what sort of	grupo	alternativoj	prononco
level	tia	ដូចជា, បែបនោះ, ដូចជា	such, that kind of, such a	grupo	alternativoj	prononco
level	apenaŭ	ស្ទើរតែ, ស្ទើរតែ, កម្រ	barely, hardly, scarecely	grupo	alternativoj	prononco
level	sendi	ផ្ញើ	to send	grupo	alternativoj	prononco
level	ĵus	ទើបតែ (មួយភ្លែត) ពេលនេះ	just (a moment ago), just now	grupo	alternativoj	prononco
level	-u	(បច្ច័យ) ចាំបាច់	(suffix)  imperative	grupo	alternativoj	prononco
level	ekster ~	ខាងក្រៅ ~	outside ~	grupo	alternativoj	prononco
level	ge-	(បុព្វបទ) ទាំងភេទ ទាំងភេទ	(prefix)  both sex, both gender	grupo	alternativoj	prononco
level	-us	(បច្ច័យ) would, should, subjunctive	(suffix)  would, should, subjunctive	grupo	alternativoj	prononco
level	baldaŭ	ឆាប់ៗនេះ	soon	grupo	alternativoj	prononco
level	almenaŭ	យ៉ាងហោចណាស់ប្រសិនបើគ្មានអ្វីផ្សេងទៀត។	at least, if nothing else	grupo	alternativoj	prononco
level	dis-	dis-	dis-	grupo	alternativoj	prononco
level	-uj-	(បច្ច័យ) ធុង; ប្រទេស	(suffix)  container; country	grupo	alternativoj	prononco
level	lerni	រៀន	to learn	grupo	alternativoj	prononco
level	ek-	(បុព្វបទ) ការចាប់ផ្តើម; ការចាប់ផ្តើមភ្លាមៗ	(prefix)  beginning; sudden start	grupo	alternativoj	prononco
level	se	ប្រសិនបើបានផ្តល់ថា	if, provided that	grupo	alternativoj	prononco
level	eĉ	សូម្បីតែ	even	grupo	alternativoj	prononco
level	amo	ស្នេហា​មួយ	a love	grupo	alternativoj	prononco
level	jam	រួចហើយ ឆាប់ដូចពេលនេះ	already, so soon, as of now	grupo	alternativoj	prononco
level	jen	នៅទីនេះ! ឡូយ! មើលចុះ	Here! Lo! Behold	grupo	alternativoj	prononco
level	fini	បញ្ចប់, បញ្ចប់, បញ្ចប់	to end, to finish, to terminate	grupo	alternativoj	prononco
level	do	ដូច្នេះ, ដូច្នេះ, ដូច្នេះ	so, then, therefore	grupo	alternativoj	prononco
level	ajn	~ មិនដែល, (អ្វី) មិនធ្លាប់មាន, ទាំងអស់, -soever	~ever, (what)ever, at all, -soever	grupo	alternativoj	prononco
level	facila	ងាយស្រួល, ងាយស្រួល	easy, facile	grupo	alternativoj	prononco
level	re-	(បុព្វបទ) ឡើងវិញ	(prefix)  re-	grupo	alternativoj	prononco
level	granda	ធំ, អស្ចារ្យ, ធំ	big, great, large	grupo	alternativoj	prononco
level	-ist-	(បច្ច័យ) វិជ្ជាជីវៈ	(suffix)  professional	grupo	alternativoj	prononco
level	pro ~	(preposition) ដោយសារតែ ~, ដោយសារតែ ~	(preposition)  because of ~, due to ~	grupo	alternativoj	prononco
level	-estr-	(បច្ច័យ) មេ, មេ, មេ, មេ	(suffix)  leader, boss, head, chief	grupo	alternativoj	prononco
level	kio	អ្វី	what	grupo	alternativoj	prononco
level	manĝi	ញ៉ាំ	to eat	grupo	alternativoj	prononco
level	nenio	គ្មានអ្វី, គ្មាន, មិនមានអ្វីទាំងអស់។	nothing, none, not any thing	grupo	alternativoj	prononco
level	juna	ក្មេង	young	grupo	alternativoj	prononco
level	ĉio	អ្វីគ្រប់យ៉ាង	everything	grupo	alternativoj	prononco
level	riĉa	អ្នកមាន, ទ្រព្យសម្បត្តិ, សុខសប្បាយ	rich, wealthy, well-off	grupo	alternativoj	prononco
level	tio	រឿងនោះ នោះ	that thing, that	grupo	alternativoj	prononco
level	konstrui	ដើម្បីសាងសង់, សាងសង់	to build, to construct	grupo	alternativoj	prononco
level	ĉef-	(បុព្វបទ) មេ, នាំមុខ, មេ	(prefix)  chief, leading, main	grupo	alternativoj	prononco
level	sen ~	(preposition) គ្មាន ~	(preposition)  without ~	grupo	alternativoj	prononco
level	kun ~	(preposition) with ~ (រួមគ្នា)	(preposition)  with ~ (together)	grupo	alternativoj	prononco
level	krom ~	(preposition) លើកលែងតែ ~, ក្រៅពី ~	(preposition)  except ~, besides ~	grupo	alternativoj	prononco
level	amiko	មិត្តម្នាក់	a friend	grupo	alternativoj	prononco
level	kies	របស់អ្នកណា មួយណា	whose, which one's, of which	grupo	alternativoj	prononco
level	per ~	(preposition) ដោយ ~ (វិធីសាស្រ្ត), with ~ (a tool)	(preposition)  by ~ (a method), with ~ (a tool)	grupo	alternativoj	prononco
level	kontraŭ ~	ប្រឆាំង ~	against ~	grupo	alternativoj	prononco
level	el ~	ចេញពី ~, ពី ~	out of ~, from ~	grupo	alternativoj	prononco
level	hodiaŭ	ថ្ងៃនេះ	today	grupo	alternativoj	prononco
level	hieraŭ	ម្សិលមិញ	yesterday	grupo	alternativoj	prononco
level	nur	តែប៉ុណ្ណោះ, គ្រាន់តែ, ផ្តាច់មុខ	only, just, exclusively	grupo	alternativoj	prononco
level	helpi	ជួយ, ជួយ, ជួយ	to help, to aid, to assist	grupo	alternativoj	prononco
level	for	(កិរិយាសព្ទ) ឆ្ងាយ, ឆ្ងាយ	(adverb)  far, away	grupo	alternativoj	prononco
level	nek	ក៏មិនមែនដែរ។	nor, neither	grupo	alternativoj	prononco
level	malamo	ការស្អប់មួយ។	a hate	grupo	alternativoj	prononco
level	preskaŭ	ស្ទើរតែ, ជិត	almost, nearly	grupo	alternativoj	prononco
level	tra ~	តាមរយៈ ~	through ~	grupo	alternativoj	prononco
level	super	ជាង, ខាងលើ	over, above	grupo	alternativoj	prononco
level	trans ~	លើស ~ , ឆ្លង ~	over ~, accross ~	grupo	alternativoj	prononco
level	nu	អញ្ចឹងហើយឥឡូវនេះ	well, well then, now	grupo	alternativoj	prononco
level	pri ~	អំពី ~	about ~	grupo	alternativoj	prononco
level	por ~	សម្រាប់ ~ , in order for ~	for ~, in order for ~	grupo	alternativoj	prononco
level	morgaŭ	ថ្ងៃស្អែក	tomorrow	grupo	alternativoj	prononco
level	nun	ឥឡូវនេះនាពេលបច្ចុប្បន្ន	now, at present	grupo	alternativoj	prononco
level	laŭ ~	យោងតាម ~, តាមបណ្តោយ ~	according to ~, along ~	grupo	alternativoj	prononco
level	ĉiu	គ្នា, គ្រប់គ្នា, ទាំងអស់, ទាំងអស់។	each, every, everybody, all the	grupo	alternativoj	prononco
level	kiu	នរណា, មួយណា, មួយណា	who, which, which one	grupo	alternativoj	prononco
level	tiu	ម្នាក់នោះ, នោះ ~, ម្នាក់នោះ, នោះ	that person, that ~, that one, yonder	grupo	alternativoj	prononco
level	iu	នរណាម្នាក់, នរណាម្នាក់, មួយចំនួន	someone, somebody, some	grupo	alternativoj	prononco
level	neniu	គ្មាននរណាម្នាក់ គ្មាននរណាម្នាក់	nobody, no one, neither	grupo	alternativoj	prononco
level	al ~	ទៅ ~	to ~	grupo	alternativoj	prononco
level	-ebl-	(បច្ច័យ) ~ អាច	(suffix)  ~able	grupo	alternativoj	prononco
level	esperi	ដើម្បីសង្ឃឹម	to hope	grupo	alternativoj	prononco
level	unu	មួយ។	one	grupo	alternativoj	prononco
level	du	ពីរ	two	grupo	alternativoj	prononco
level	tri	បី	three	grupo	alternativoj	prononco
level	kvar	បួន	four	grupo	alternativoj	prononco
level	kvin	ប្រាំ	five	grupo	alternativoj	prononco
level	ses	ប្រាំមួយ។	six	grupo	alternativoj	prononco
level	sep	ប្រាំពីរ	seven	grupo	alternativoj	prononco
level	ok	ប្រាំបី	eight	grupo	alternativoj	prononco
level	naŭ	ប្រាំបួន	nine	grupo	alternativoj	prononco
level	dek	ដប់	ten	grupo	alternativoj	prononco
level	cent	មួយ​រយ	a hundred	grupo	alternativoj	prononco
level	mil	មួយ​ពាន់	a thousand	grupo	alternativoj	prononco
level	-obl-	(បច្ច័យ) សម្រាប់គុណ, -oble, -fold	(suffix)  for multiplicity, -oble, -fold	grupo	alternativoj	prononco
level	-on-	(បច្ច័យ) ~ ទី, ប្រភាគ	(suffix)  ~th, fraction	grupo	alternativoj	prononco
level	ama	នៃសេចក្តីស្រឡាញ់	of love	grupo	alternativoj	prononco
level	anstataŭ ~	ជំនួសឱ្យ ~	instead of ~	grupo	alternativoj	prononco
level	-iĝ-	(បច្ច័យ) ក្លាយជា	(suffix)  become	grupo	alternativoj	prononco
level	voli	ចង់, ចង់, មានឆន្ទៈ	to want, to will, to be willing to	grupo	alternativoj	prononco
level	-ig-	(បច្ច័យ) នាំឱ្យក្លាយជា	(suffix)  cause to become	grupo	alternativoj	prononco
level	sekvi	ដើម្បី​អនុវត្ត​តាម	to follow	grupo	alternativoj	prononco
level	ĝoje	ដោយក្តីរីករាយ	gladly	grupo	alternativoj	prononco
level	legi	អាន	to read	grupo	alternativoj	prononco
level	silenta	ស្ងាត់	silent	grupo	alternativoj	prononco
level	la	នេះ។	the	grupo	alternativoj	prononco
level	ha!	ហា!	ha!	grupo	alternativoj	prononco
level	-il-	(បច្ច័យ) ឧបករណ៍, វិធីសាស្រ្ត	(suffix)  tool, method	grupo	alternativoj	prononco
level	trinki	ផឹក (គ្មានជាតិអាល់កុល)	to drink (non-alkohol)	grupo	alternativoj	prononco
level	-et-	(បច្ច័យ) តូច, តូច	(suffix)  small, little	grupo	alternativoj	prononco
level	-eg-	(បច្ច័យ) ធំ, ធំ	(suffix)  big, large	grupo	alternativoj	prononco
level	inter ~	(preposition) between ~	(preposition)  between ~	grupo	alternativoj	prononco
level	-um-	(បច្ច័យ) ឥរិយាបទដែលទាក់ទង	(suffix)  related behavior	grupo	alternativoj	prononco
level	-ar-	(បច្ច័យ) សំណុំ, ក្រុម	(suffix)  set, group	grupo	alternativoj	prononco
level	-an-	(បច្ច័យ) សមាជិកនៃក្រុម	(suffix)  member of a group	grupo	alternativoj	prononco
level	danki	ដើម្បីអរគុណ	to thank	grupo	alternativoj	prononco
level	-ind-	(បច្ច័យ) ដែលមានតម្លៃ, សក្តិសម	(suffix)  worthwhile, worthy	grupo	alternativoj	prononco
level	plu	កាន់តែច្រើន បន្ថែមទៀត និងច្រើនទៀត	even more, further, and so on, more	grupo	alternativoj	prononco
level	kiel	របៀប, ចូលចិត្ត, តាមរបៀបណា, ដូចជា	how, like, in what way, such as	grupo	alternativoj	prononco
level	tiel	ដូច្នេះ, តាមរបៀបនោះ, ដូច្នេះ	such, in that way, thus	grupo	alternativoj	prononco
level	en ~	(preposition) in ~	(preposition)  in ~	grupo	alternativoj	prononco
level	apud ~	(preposition) next to ~, ខាង ~	(preposition)  next to ~, beside ~	grupo	alternativoj	prononco
level	sub ~	(preposition) ក្រោម, ក្រោម ~	(preposition)  under, beneath ~	grupo	alternativoj	prononco
level	sur ~	(preposition) on ~	(preposition)  on ~	grupo	alternativoj	prononco
level	je ~	(preposition) indefinate prep., នៅ, ក្នុង, ដោយ, លើ	(preposition)  indefinate prep., at, in, by, on	grupo	alternativoj	prononco
level	ankoraŭ	(កិរិយាសព្ទ) នៅតែ, នៅឡើយ	(adverb)  still, yet	grupo	alternativoj	prononco
level	ĉirkaŭ ~	(preposition) ជុំវិញ ~	(preposition)  around ~	grupo	alternativoj	prononco
level	sed	ប៉ុន្តែ	but	grupo	alternativoj	prononco
level	ie	កន្លែងណាមួយ។	somewhere	grupo	alternativoj	prononco
level	kie	កន្លែងណា កន្លែងណា	where, at what place	grupo	alternativoj	prononco
level	silente	ដោយស្ងាត់ស្ងៀម	silently	grupo	alternativoj	prononco
level	ĉie	គ្រប់ទីកន្លែង ទាំងអស់អំពី	everywhere, all about	grupo	alternativoj	prononco
level	nenie	គ្មានកន្លែងណា មិនថានៅកន្លែងណាទេ។	nowhere, in no case, not anywhere	grupo	alternativoj	prononco
level	tie	នៅទីនោះ នៅទីនោះ នៅទីនោះ	there, over there, yonder	grupo	alternativoj	prononco
level	ĉi	នេះ ~	this ~	grupo	alternativoj	prononco
level	kanti	ច្រៀង	to sing	grupo	alternativoj	prononco
level	morti	ស្លាប់, ស្លាប់	to die, to pass away	grupo	alternativoj	prononco
level	dum ~	(preposition) កំឡុងពេល ~, while ~	(preposition)  during ~, while ~	grupo	alternativoj	prononco
level	nacio	ប្រជាជាតិមួយ។	a nation	grupo	alternativoj	prononco
level	koni	ដើម្បីស្គាល់ (មនុស្សម្នាក់) ស្គាល់	to know (a person), to be aquainted with	grupo	alternativoj	prononco
level	scii	ដើម្បីដឹង (ការពិត, ចំណេះដឹង), ដឹងពីរបៀប	to know (a fact, knowledge), to know how	grupo	alternativoj	prononco
level	ĉiam	ជានិច្ច	always, ever	grupo	alternativoj	prononco
level	iam	នៅពេលណាមួយម្តង	at some time, once	grupo	alternativoj	prononco
level	tiam	បន្ទាប់មក	then	grupo	alternativoj	prononco
level	-em-	(បច្ច័យ) ទំនោរ	(suffix)  tendancy	grupo	alternativoj	prononco
level	ia	ប្រភេទមួយចំនួន	some kind of	grupo	alternativoj	prononco
level	sukcesi	ដើម្បីជោគជ័យ	to succeed	grupo	alternativoj	prononco
level	ĉia	គ្រប់ប្រភេទ គ្រប់ប្រភេទ	of all kind, every kind of	grupo	alternativoj	prononco
level	nenia	ទេ មិនមែនប្រភេទណាមួយ មិនមែនណាមួយទេ។	no, not any kind of, not any	grupo	alternativoj	prononco
level	-id-	(បច្ច័យ) ពូជពង្ស	(suffix)  offspring	grupo	alternativoj	prononco
level	ĉambro	បន្ទប់មួយ បន្ទប់មួយ។	a room, a chamber	grupo	alternativoj	prononco
level	patro	ឪពុក	a father	grupo	alternativoj	prononco
level	porko	ជ្រូកមួយជ្រូក	a pig, swine	grupo	alternativoj	prononco
level	bo-	(បុព្វបទ) - ក្មេក, ដោយអាពាហ៍ពិពាហ៍	(prefix)  -in-law, by marriage	grupo	alternativoj	prononco
level	ja	ជា​ការ​ពិត	indeed	grupo	alternativoj	prononco
level	-ism-	(បច្ច័យ) -ism	(suffix)  -ism	grupo	alternativoj	prononco
level	io	អ្វីមួយ	something	grupo	alternativoj	prononco
level	veturi	បើកបរ (យានជំនិះ)	to drive (a vehicle)	grupo	alternativoj	prononco
level	koko	មាន់ មេមាន់ មាន់ ហ្វូង	a cock, a hen, chicken, fowl	grupo	alternativoj	prononco
level	libera	ឥតគិតថ្លៃ	free	grupo	alternativoj	prononco
level	lasta	ចុងក្រោយ	last	grupo	alternativoj	prononco
level	ĝoji	រីករាយ, រីករាយ, រីករាយ	to rejoice, to be glad, to enjoy	grupo	alternativoj	prononco
level	preni	ដើម្បីយក, កាន់	to take, to lay hold of	grupo	alternativoj	prononco
level	bovo	គោ គោ សត្វ គោ	a cow, an ox, bovine animal	grupo	alternativoj	prononco
level	alia	មួយផ្សេងទៀត, ផ្សេងទៀត, ផ្សេងទៀត។	another, other, else	grupo	alternativoj	prononco
level	varma	ក្តៅ, ក្តៅ	hot, warm	grupo	alternativoj	prononco
level	loĝi	រស់នៅ, រស់នៅ, រស់នៅ, រស់នៅ	to reside, to live, to dwell, to inhabit	grupo	alternativoj	prononco
level	kredi	ជឿ	to believe	grupo	alternativoj	prononco
level	glacio	ល្អ	an ice	grupo	alternativoj	prononco
level	loko	កន្លែងមួយ, ទីតាំងមួយ។	a place, a location	grupo	alternativoj	prononco
level	ovo	ស៊ុតមួយ។	an egg	grupo	alternativoj	prononco
level	multa	ច្រើន, ច្រើន, ច្រើន។	a lot of, much, many	grupo	alternativoj	prononco
level	havaĵo	កម្មសិទ្ធិ	a possession	grupo	alternativoj	prononco
level	ŝafo	ចៀមមួយ។	a sheep	grupo	alternativoj	prononco
level	sono	សំឡេងមួយ។	a sound	grupo	alternativoj	prononco
level	fiŝo	ត្រី​មួយ​ក្បាល	a fish	grupo	alternativoj	prononco
level	bela	ស្អាត, សង្ហា, ស្អាត	beautiful, handsome, pretty	grupo	alternativoj	prononco
level	respondi	ដើម្បីឆ្លើយតប, ឆ្លើយតប, ឆ្លើយតប	to answer, to respond, to reply	grupo	alternativoj	prononco
level	fojo	ឱកាសមួយ, ពេលមួយ។	an occasion, a time	grupo	alternativoj	prononco
level	demandi	សូរ	to ask	grupo	alternativoj	prononco
level	forta	ខ្លាំង	strong	grupo	alternativoj	prononco
level	preter ~	beyond ~ , past ~ , អតីតកាលត្រង់	beyond ~, past ~, straight past	grupo	alternativoj	prononco
level	silento	ភាពស្ងៀមស្ងាត់	a silence	grupo	alternativoj	prononco
level	infano	កុមារ, ទារក	a child, an infant	grupo	alternativoj	prononco
level	feliĉa	រីករាយ, សំណាង, សំណាង	happy, lucky, fortunate	grupo	alternativoj	prononco
level	kapti	ចាប់, ចាប់, ចាប់	to catch, to capture, to grapple	grupo	alternativoj	prononco
level	deziri	ប្រាថ្នា, ប្រាថ្នា	to desire, to wish	grupo	alternativoj	prononco
level	longa	វែង	long	grupo	alternativoj	prononco
level	mondo	ពិភពលោកមួយ។	a world	grupo	alternativoj	prononco
level	okazi	កើតឡើង, កើតឡើង, កើតឡើង	to occur, to happen, to come about	grupo	alternativoj	prononco
level	kampo	វាល, វាលមួយ។	field, a field	grupo	alternativoj	prononco
level	filo	កូនប្រុស	a son	grupo	alternativoj	prononco
level	montri	ដើម្បីបង្ហាញ, ចង្អុលបង្ហាញ, ចង្អុលបង្ហាញ	to show, to indicate, to point out	grupo	alternativoj	prononco
level	koro	បេះដូងមួយ។	a heart	grupo	alternativoj	prononco
level	knabo	ក្មេងប្រុសម្នាក់	a boy	grupo	alternativoj	prononco
level	meti	ដាក់, ដាក់, ដាក់ចុះ	to put, to place, to lay down	grupo	alternativoj	prononco
level	edzo	ប្តី	a husband	grupo	alternativoj	prononco
level	pako	កញ្ចប់	package	grupo	alternativoj	prononco
level	rapida	លឿន, លឿន, លឿន	fast, quick, speedy	grupo	alternativoj	prononco
level	ŝajni	ហាក់ដូចជា, ហាក់ដូចជា	to seem, to appear to be	grupo	alternativoj	prononco
level	saluto	ជំរាបសួរ, ជំរាបសួរ, ជំរាបសួរ	a greeting, salute, salutation	grupo	alternativoj	prononco
level	skribi	សរសេរ	to write	grupo	alternativoj	prononco
level	peti	សុំ, សុំ, សុំ, សុំ	to ask, to ask for, to request, to beg	grupo	alternativoj	prononco
level	flugi	ដើម្បីហោះហើរ	to fly	grupo	alternativoj	prononco
level	kapo	ក្បាលមួយ cape មួយ។	a head, a cape	grupo	alternativoj	prononco
level	krii	ស្រែក, យំ, ស្រែក, ស្រែក	to shout, to cry, to scream, to shout	grupo	alternativoj	prononco
level	ruĝa	ក្រហម	red	grupo	alternativoj	prononco
level	sinjoro	លោកម្ចាស់ សុភាពបុរស	a mister, a gentleman	grupo	alternativoj	prononco
level	teni	ដើម្បីកាន់, ដើម្បីព្យួរនៅលើ	to hold, to hang onto	grupo	alternativoj	prononco
level	tempo	ពេលវេលា, ពេលមួយ។	time, a time	grupo	alternativoj	prononco
level	tuta	សរុប, ទាំងអស់, ទាំងមូល, ពេញលេញ, សរុប	total, all, whole, complete, overall	grupo	alternativoj	prononco
level	viro	បុរស​ម្នាក់	a man	grupo	alternativoj	prononco
level	vojo	ផ្លូវ, ផ្លូវ, ផ្លូវ	a way, a path, a route	grupo	alternativoj	prononco
level	movi	ដើម្បី​ផ្លាស់ទី	to move	grupo	alternativoj	prononco
level	militi	ធ្វើសង្រ្គាម វាយធ្វើសង្គ្រាម	to break a war, to fight, to wage war	grupo	alternativoj	prononco
level	kelka	ពីរបី, ពីរបី	a few, several	grupo	alternativoj	prononco
level	dekstra	ស្តាំ, ស្តាំ (ចំហៀង, ទិស), ស្តាំដៃ	right, right (side, direction), righthand	grupo	alternativoj	prononco
level	fermi	ដើម្បីបិទ, បិទ	to close, to shut	grupo	alternativoj	prononco
level	okupi	ដើម្បីកាន់កាប់, យក	to occupy, to take	grupo	alternativoj	prononco
level	levi	ដើម្បីលើក, លើក, លើក	to lever, to lift, to raise	grupo	alternativoj	prononco
level	bati	វាយ, វាយ, វាយ, វាយ, វាយ	to beat, to hit, to strike, to smak, to lash	grupo	alternativoj	prononco
level	bezoni	ត្រូវការ, ចង់បាន, ទាមទារ	to need, to want, to require	grupo	alternativoj	prononco
level	kompreni	ដើម្បីយល់, ដើម្បីដឹង	to understand, to realise	grupo	alternativoj	prononco
level	iri	ទៅ	to go	grupo	alternativoj	prononco
level	veni	មក	to come	grupo	alternativoj	prononco
level	porti	ដើម្បីអនុវត្ត, ពាក់	to carry, to wear	grupo	alternativoj	prononco
level	kovri	គ្រប​ដ​ណ្ត​ប់	to cover	grupo	alternativoj	prononco
level	hela	ភ្លឺច្បាស់និងពន្លឺ	bright, clear and light	grupo	alternativoj	prononco
level	sana	មានសុខភាពល្អ	healthy	grupo	alternativoj	prononco
level	aperi	លេចឡើង, លេចឡើង	to appear, to emerge	grupo	alternativoj	prononco
level	libro	សៀវភៅ​មួយ​ក្បាល	a book	grupo	alternativoj	prononco
level	atendi	រង់ចាំ, រំពឹង, រង់ចាំ	to wait, to expect, to wait for	grupo	alternativoj	prononco
level	mano	ដៃ​មួយ	a hand	grupo	alternativoj	prononco
