A.pl content.tsv
Level	Esperanto	pl	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vi havas sufiĉan monon?	czy masz wystarczającą ilość pieniędzy?	do you have sufficient money?	grupo	alternativoj	prononco
level	ĉu vi komprenas?	Czy rozumiesz?	do you understand?	grupo	alternativoj	prononco
level	kompreneble!	Oczywiście!	of course!	grupo	alternativoj	prononco
level	tio ne sufiĉas	to nie wystarczy	that is not enough	grupo	alternativoj	prononco
level	cent dolaroj sufiĉas	wystarczy sto dolarów	a hundred dollars is enough	grupo	alternativoj	prononco
level	dolaro, dolaroj, dolarojn	dolar, dolary, dolary (liczba mnoga cel)	a dollar, dollars, dollars (plural objective)	grupo	alternativoj	prononco
level	havas cent dolarojn	ma sto dolarów	has a hundred dollars	grupo	alternativoj	prononco
level	kompreneble, mi havas	oczywiście, że mam	of course, I have	grupo	alternativoj	prononco
level	ho! vi estas riĉa!	Oh! jesteś bogaty!	oh! you are rich!	grupo	alternativoj	prononco
level	kelnero, kelnerino	woda, kelnerka	a water, an waitress	grupo	alternativoj	prononco
level	kelnero portas menuon	kelner przynosi menu	a waiter brings a menu	grupo	alternativoj	prononco
level	portis tion al ni, alportis tion	przyniósł to nam, przyniósł to	brought that to us, brought that	grupo	alternativoj	prononco
level	kelnero alportis multajn kukojn	kelner przyniósł mnóstwo ciasteczek	a waiter brought a lot of cookies	grupo	alternativoj	prononco
level	ili manĝis iom	zjedli trochę (trochę)	they ate some (a little)	grupo	alternativoj	prononco
level	post la manĝo	po jedzeniu (posiłku)	after the eating (meal)	grupo	alternativoj	prononco
level	nova, denove	nowy, znowu	new, again	grupo	alternativoj	prononco
level	la kelnero denove venis	kelner przyszedł ponownie	the waiter came again	grupo	alternativoj	prononco
level	en iu loko	w jakimś miejscu	in some place	grupo	alternativoj	prononco
level	serĉis en iu loko	szukałem w jakimś miejscu	had searched in some place	grupo	alternativoj	prononco
level	serĉis en alia loko	szukano w innym miejscu	searched in other place	grupo	alternativoj	prononco
level	lia vizaĝo estis ĝoja	jego twarz była radosna	his face was joyous	grupo	alternativoj	prononco
level	ŝi estis malĝoja	ona była smutna	she was sad	grupo	alternativoj	prononco
level	fine kaj finfine	w końcu i w końcu	in the end and finally at last	grupo	alternativoj	prononco
level	via forta voĉo	twój mocny głos	your strong voice	grupo	alternativoj	prononco
level	en malforta voĉo	słabym głosem	in weak voice	grupo	alternativoj	prononco
level	ne havas monon	nie ma pieniędzy	doesn't have money	grupo	alternativoj	prononco
level	kio okazis tie?	co się tam stało?	what did happen there?	grupo	alternativoj	prononco
level	akcidento okazis poste	później zdarzył się wypadek	an accident happened later	grupo	alternativoj	prononco
level	ĉu vi scias, kiam ĝi okazis?	wiesz kiedy to się stało?	do you know when did it happen?	grupo	alternativoj	prononco
level	scias pri la afero	wie o tej sprawie	knows about the matter	grupo	alternativoj	prononco
level	ankoraŭ unu afero restas	nadal pozostaje jedno	still one thing remains	grupo	alternativoj	prononco
level	vi aŭ ŝi, ajna homo	ty lub ona, jakakolwiek osoba	you or she, any person	grupo	alternativoj	prononco
level	kiel kantisto	jak piosenkarz, jako sygnatariusz	like a singer, as a signer	grupo	alternativoj	prononco
level	kantis kiel profesia kantisto	śpiewał jak profesjonalna piosenkarka	sang like a professional singer	grupo	alternativoj	prononco
level	tie, kie ŝi loĝis	miejsce, w którym mieszkała	a the place, where she lived	grupo	alternativoj	prononco
level	kiel vi scias pri la aŭto?	skąd wiesz o samochodzie?	how do you know about the car?	grupo	alternativoj	prononco
level	nu, vidu la rapidan aŭton	cóż, spójrz na szybki samochód	well, look at the fast car	grupo	alternativoj	prononco
level	suko sen sukero	sok bez cukru	a juice without sugar	grupo	alternativoj	prononco
level	li havis rapidan veturilon	ma szybki pojazd	he has a fast vehicle	grupo	alternativoj	prononco
level	tro forte	zbyt mocno	too strongly	grupo	alternativoj	prononco
level	li tro forte malfermis	otworzył zbyt mocno	he opened too hard	grupo	alternativoj	prononco
level	veturis tro rapide	jechał (jechał) za szybko	drove (traveled) too fast	grupo	alternativoj	prononco
level	manĝis per kulero	jadłem łyżką	ate with a spoon	grupo	alternativoj	prononco
level	ni forte dubas	mocno wątpimy	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	prawdziwy list od niego	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	list miłosny z pięcioma zdjęciami	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	powrócili, ludzie, którzy powrócili	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	wróciło także sześć listów	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	chciałem zobaczyć zdjęcie	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	wrócił ze szkoły	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	kiedy siostra wróci?	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	chciałem przeczytać jeszcze raz	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	stworzył (zrobił), stał się	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	szybko zrobił się czerwony	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	w pokoju, do pokoju	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	stał i siedział	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	stał przed zdjęciem	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	mam to	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	co masz w dłoni?	what do you have in your hand?	grupo	alternativoj	prononco
