C.id content.tsv
Level	Esperanto	id	en-us	Grupo	Alternativoj	Pronoco
level	-ul-	(suffix) seseorang dengan sifat tertentu	(suffix)  a person of some trait	grupo	alternativoj	prononco
level	-in-	(suffix) perempuan	(suffix)  female	grupo	alternativoj	prononco
level	-ant-	(suffix) hadiah aktif, adalah ~ing, seseorang yang ~ing	(suffix)  active present, is ~ing, someone who is ~ing	grupo	alternativoj	prononco
level	-int-	(suffix) masa lalu yang aktif, sedang ~ing	(suffix)  active past, was ~ing	grupo	alternativoj	prononco
level	-ont-	(suffix) masa depan yang aktif, akan ~ing	(suffix)  active future, will be ~ing	grupo	alternativoj	prononco
level	kaj (k.)	Dan	and	grupo	alternativoj	prononco
level	aŭ	atau	or	grupo	alternativoj	prononco
level	alta	tinggi, tinggi	high, tall	grupo	alternativoj	prononco
level	jes	Ya	yes	grupo	alternativoj	prononco
level	ne	tidak, tidak	not, no	grupo	alternativoj	prononco
level	tiom	sebanyak itu, sebanyak itu, sebanyak itu	that much, such amount, that amount	grupo	alternativoj	prononco
level	bona	Bagus	good	grupo	alternativoj	prononco
level	kiom	seberapa banyak	how much, how many	grupo	alternativoj	prononco
level	ofte	sering, sering	often, frequently	grupo	alternativoj	prononco
level	iom	sedikit, lebih tepatnya, beberapa, agak	a little, rather, some, somewhat	grupo	alternativoj	prononco
level	nova	baru, baru	new, novel	grupo	alternativoj	prononco
level	-at-	(suffix) partisip pasif saat ini	(suffix)  passive present participle	grupo	alternativoj	prononco
level	-it-	(suffix) past participle pasif	(suffix)  passive past participle	grupo	alternativoj	prononco
level	-ot-	(suffix) partisip masa depan pasif	(suffix)  passive future participle	grupo	alternativoj	prononco
level	tre	sangat, sangat, sangat	very, quite, very much	grupo	alternativoj	prononco
level	tro	terlalu, berlebihan, terlalu banyak	too, excessively, too much	grupo	alternativoj	prononco
level	tamen	namun, meskipun demikian, namun, meskipun demikian	however, nonetheless, but, nevertheless	grupo	alternativoj	prononco
level	ho!	Oh! Ho!	Oh! Ho!	grupo	alternativoj	prononco
level	ke ~	itu ~	that ~	grupo	alternativoj	prononco
level	ĉar ~	karena ~	because ~	grupo	alternativoj	prononco
level	ĉu	apakah ~	whether ~	grupo	alternativoj	prononco
level	-ej-	(suffix) tempat	(suffix)  place	grupo	alternativoj	prononco
level	-ec-	(suffix) nama abstrak kualitas	(suffix)  abstract name of quality	grupo	alternativoj	prononco
level	ambaŭ ~	keduanya ~	both ~	grupo	alternativoj	prononco
level	tuj	segera, seketika, segera	immediately, instantly, right away	grupo	alternativoj	prononco
level	kvazaŭ ~	seolah-olah ~	as if ~	grupo	alternativoj	prononco
level	kiam	Kapan	when	grupo	alternativoj	prononco
level	silenti	untuk diam, untuk diam	to be silent, to be quiet	grupo	alternativoj	prononco
level	neniam	tidak pernah, tidak pernah, tidak pernah	never, at no time, not ever	grupo	alternativoj	prononco
level	tial	oleh karena itu, jadi	therefore, so	grupo	alternativoj	prononco
level	kial	kenapa, untuk apa	why, what for	grupo	alternativoj	prononco
level	kvankam	meskipun ~, sementara, meskipun	although ~, while, though	grupo	alternativoj	prononco
level	ĉe ~	(preposition) di ~	(preposition)  at ~	grupo	alternativoj	prononco
level	pli	lagi	more	grupo	alternativoj	prononco
level	plej	paling	most	grupo	alternativoj	prononco
level	diri	untuk mengatakan, untuk memberitahu	to say, to tell	grupo	alternativoj	prononco
level	ol ~	dari ~	than ~	grupo	alternativoj	prononco
level	paroli	untuk berbicara, untuk berbicara	to speak, to talk	grupo	alternativoj	prononco
level	kia	jenis apa, jenis apa	what kind of, what sort of	grupo	alternativoj	prononco
level	tia	seperti itu, seperti itu, seperti itu	such, that kind of, such a	grupo	alternativoj	prononco
level	apenaŭ	hampir tidak, hampir tidak, hampir tidak	barely, hardly, scarecely	grupo	alternativoj	prononco
level	sendi	mengirim	to send	grupo	alternativoj	prononco
level	ĵus	baru saja (beberapa saat yang lalu), baru saja	just (a moment ago), just now	grupo	alternativoj	prononco
level	-u	(suffix) imperatif	(suffix)  imperative	grupo	alternativoj	prononco
level	ekster ~	di luar ~	outside ~	grupo	alternativoj	prononco
level	ge-	(prefix) kedua jenis kelamin, kedua gender	(prefix)  both sex, both gender	grupo	alternativoj	prononco
level	-us	(suffix) akan, seharusnya, subjungtif	(suffix)  would, should, subjunctive	grupo	alternativoj	prononco
level	baldaŭ	segera	soon	grupo	alternativoj	prononco
level	almenaŭ	setidaknya, jika tidak ada yang lain	at least, if nothing else	grupo	alternativoj	prononco
level	dis-	dis-	dis-	grupo	alternativoj	prononco
level	-uj-	(suffix) wadah; negara	(suffix)  container; country	grupo	alternativoj	prononco
level	lerni	untuk mempelajari	to learn	grupo	alternativoj	prononco
level	ek-	(prefix) awal; permulaan yang tiba-tiba	(prefix)  beginning; sudden start	grupo	alternativoj	prononco
level	se	jika, dengan syarat itu	if, provided that	grupo	alternativoj	prononco
level	eĉ	bahkan	even	grupo	alternativoj	prononco
level	amo	cinta	a love	grupo	alternativoj	prononco
level	jam	sudah, begitu cepat, sampai sekarang	already, so soon, as of now	grupo	alternativoj	prononco
level	jen	Di Sini! Lihat! Melihat	Here! Lo! Behold	grupo	alternativoj	prononco
level	fini	untuk mengakhiri, untuk menyelesaikan, untuk mengakhiri	to end, to finish, to terminate	grupo	alternativoj	prononco
level	do	jadi, maka, oleh karena itu	so, then, therefore	grupo	alternativoj	prononco
level	ajn	~pernah, (apa)pernah, sama sekali, -sekalipun	~ever, (what)ever, at all, -soever	grupo	alternativoj	prononco
level	facila	mudah, lancar	easy, facile	grupo	alternativoj	prononco
level	re-	(prefix) ulang-	(prefix)  re-	grupo	alternativoj	prononco
level	granda	besar, hebat, besar	big, great, large	grupo	alternativoj	prononco
level	-ist-	(suffix) profesional	(suffix)  professional	grupo	alternativoj	prononco
level	pro ~	(preposition) karena ~, karena ~	(preposition)  because of ~, due to ~	grupo	alternativoj	prononco
level	-estr-	(suffix) pemimpin, bos, kepala, kepala	(suffix)  leader, boss, head, chief	grupo	alternativoj	prononco
level	kio	Apa	what	grupo	alternativoj	prononco
level	manĝi	untuk makan	to eat	grupo	alternativoj	prononco
level	nenio	tidak ada, tidak ada, tidak apa pun	nothing, none, not any thing	grupo	alternativoj	prononco
level	juna	muda	young	grupo	alternativoj	prononco
level	ĉio	semuanya	everything	grupo	alternativoj	prononco
level	riĉa	kaya, kaya, berkecukupan	rich, wealthy, well-off	grupo	alternativoj	prononco
level	tio	hal itu, itu	that thing, that	grupo	alternativoj	prononco
level	konstrui	untuk membangun, untuk membangun	to build, to construct	grupo	alternativoj	prononco
level	ĉef-	(prefix) kepala, memimpin, utama	(prefix)  chief, leading, main	grupo	alternativoj	prononco
level	sen ~	(preposition) tanpa ~	(preposition)  without ~	grupo	alternativoj	prononco
level	kun ~	(preposition) dengan ~ (bersama)	(preposition)  with ~ (together)	grupo	alternativoj	prononco
level	krom ~	(preposition) kecuali ~, selain itu ~	(preposition)  except ~, besides ~	grupo	alternativoj	prononco
level	amiko	seorang teman	a friend	grupo	alternativoj	prononco
level	kies	milik siapa, yang mana, yang mana	whose, which one's, of which	grupo	alternativoj	prononco
level	per ~	(preposition) oleh ~ (sebuah metode), dengan ~ (sebuah alat)	(preposition)  by ~ (a method), with ~ (a tool)	grupo	alternativoj	prononco
level	kontraŭ ~	melawan ~	against ~	grupo	alternativoj	prononco
level	el ~	dari ~, dari ~	out of ~, from ~	grupo	alternativoj	prononco
level	hodiaŭ	Hari ini	today	grupo	alternativoj	prononco
level	hieraŭ	Kemarin	yesterday	grupo	alternativoj	prononco
level	nur	hanya, hanya, secara eksklusif	only, just, exclusively	grupo	alternativoj	prononco
level	helpi	untuk membantu, untuk membantu, untuk membantu	to help, to aid, to assist	grupo	alternativoj	prononco
level	for	(adverb) menjauh	(adverb)  far, away	grupo	alternativoj	prononco
level	nek	juga, tidak juga	nor, neither	grupo	alternativoj	prononco
level	malamo	sebuah kebencian	a hate	grupo	alternativoj	prononco
level	preskaŭ	hampir mendekati	almost, nearly	grupo	alternativoj	prononco
level	tra ~	melalui ~	through ~	grupo	alternativoj	prononco
level	super	di atas, di atas	over, above	grupo	alternativoj	prononco
level	trans ~	di atas ~, di seberang ~	over ~, accross ~	grupo	alternativoj	prononco
level	nu	baiklah, kalau begitu, sekarang	well, well then, now	grupo	alternativoj	prononco
level	pri ~	tentang ~	about ~	grupo	alternativoj	prononco
level	por ~	untuk ~, agar ~	for ~, in order for ~	grupo	alternativoj	prononco
level	morgaŭ	besok	tomorrow	grupo	alternativoj	prononco
level	nun	sekarang, saat ini	now, at present	grupo	alternativoj	prononco
level	laŭ ~	menurut ~, bersama ~	according to ~, along ~	grupo	alternativoj	prononco
level	ĉiu	masing-masing, setiap, semua orang, semua	each, every, everybody, all the	grupo	alternativoj	prononco
level	kiu	siapa, yang mana, yang mana	who, which, which one	grupo	alternativoj	prononco
level	tiu	orang itu, itu ~, yang itu, di sana	that person, that ~, that one, yonder	grupo	alternativoj	prononco
level	iu	seseorang, seseorang, beberapa	someone, somebody, some	grupo	alternativoj	prononco
level	neniu	tidak seorang pun, tidak seorang pun, tidak juga	nobody, no one, neither	grupo	alternativoj	prononco
level	al ~	ke ~	to ~	grupo	alternativoj	prononco
level	-ebl-	(suffix) ~ mampu	(suffix)  ~able	grupo	alternativoj	prononco
level	esperi	untuk berharap	to hope	grupo	alternativoj	prononco
level	unu	satu	one	grupo	alternativoj	prononco
level	du	dua	two	grupo	alternativoj	prononco
level	tri	tiga	three	grupo	alternativoj	prononco
level	kvar	empat	four	grupo	alternativoj	prononco
level	kvin	lima	five	grupo	alternativoj	prononco
level	ses	enam	six	grupo	alternativoj	prononco
level	sep	tujuh	seven	grupo	alternativoj	prononco
level	ok	delapan	eight	grupo	alternativoj	prononco
level	naŭ	sembilan	nine	grupo	alternativoj	prononco
level	dek	sepuluh	ten	grupo	alternativoj	prononco
level	cent	seratus	a hundred	grupo	alternativoj	prononco
level	mil	seribu	a thousand	grupo	alternativoj	prononco
level	-obl-	(suffix) untuk multiplisitas, -oble, -fold	(suffix)  for multiplicity, -oble, -fold	grupo	alternativoj	prononco
level	-on-	(suffix) ~th, pecahan	(suffix)  ~th, fraction	grupo	alternativoj	prononco
level	ama	dari cinta	of love	grupo	alternativoj	prononco
level	anstataŭ ~	bukannya ~	instead of ~	grupo	alternativoj	prononco
level	-iĝ-	(suffix) menjadi	(suffix)  become	grupo	alternativoj	prononco
level	voli	ingin, berkehendak, bersedia	to want, to will, to be willing to	grupo	alternativoj	prononco
level	-ig-	(suffix) menyebabkan menjadi	(suffix)  cause to become	grupo	alternativoj	prononco
level	sekvi	mengikuti	to follow	grupo	alternativoj	prononco
level	ĝoje	dengan senang hati	gladly	grupo	alternativoj	prononco
level	legi	untuk membaca	to read	grupo	alternativoj	prononco
level	silenta	diam	silent	grupo	alternativoj	prononco
level	la	itu	the	grupo	alternativoj	prononco
level	ha!	Ha!	ha!	grupo	alternativoj	prononco
level	-il-	(suffix) alat, metode	(suffix)  tool, method	grupo	alternativoj	prononco
level	trinki	untuk minum (non-alkohol)	to drink (non-alkohol)	grupo	alternativoj	prononco
level	-et-	(suffix) kecil, sedikit	(suffix)  small, little	grupo	alternativoj	prononco
level	-eg-	(suffix) besar, besar	(suffix)  big, large	grupo	alternativoj	prononco
level	inter ~	(preposition) antara ~	(preposition)  between ~	grupo	alternativoj	prononco
level	-um-	(suffix) perilaku terkait	(suffix)  related behavior	grupo	alternativoj	prononco
level	-ar-	(suffix) mengatur, kelompok	(suffix)  set, group	grupo	alternativoj	prononco
level	-an-	(suffix) anggota suatu kelompok	(suffix)  member of a group	grupo	alternativoj	prononco
level	danki	untuk berterima kasih	to thank	grupo	alternativoj	prononco
level	-ind-	(suffix) berharga, layak	(suffix)  worthwhile, worthy	grupo	alternativoj	prononco
level	plu	bahkan lebih, lebih jauh, dan seterusnya, lebih banyak lagi	even more, further, and so on, more	grupo	alternativoj	prononco
level	kiel	bagaimana, seperti, dengan cara apa, seperti	how, like, in what way, such as	grupo	alternativoj	prononco
level	tiel	seperti itu, dengan cara itu, dengan demikian	such, in that way, thus	grupo	alternativoj	prononco
level	en ~	(preposition) di ~	(preposition)  in ~	grupo	alternativoj	prononco
level	apud ~	(preposition) di sebelah ~, di samping ~	(preposition)  next to ~, beside ~	grupo	alternativoj	prononco
level	sub ~	(preposition) di bawah, di bawah ~	(preposition)  under, beneath ~	grupo	alternativoj	prononco
level	sur ~	(preposition) pada ~	(preposition)  on ~	grupo	alternativoj	prononco
level	je ~	(preposition) persiapan yang tidak pasti, pada, di, oleh, pada	(preposition)  indefinate prep., at, in, by, on	grupo	alternativoj	prononco
level	ankoraŭ	(adverb) masih belum	(adverb)  still, yet	grupo	alternativoj	prononco
level	ĉirkaŭ ~	(preposition) sekitar ~	(preposition)  around ~	grupo	alternativoj	prononco
level	sed	Tetapi	but	grupo	alternativoj	prononco
level	ie	suatu tempat	somewhere	grupo	alternativoj	prononco
level	kie	dimana, di tempat apa	where, at what place	grupo	alternativoj	prononco
level	silente	diam-diam	silently	grupo	alternativoj	prononco
level	ĉie	di mana-mana, semua tentang	everywhere, all about	grupo	alternativoj	prononco
level	nenie	tidak di mana pun, dalam hal apa pun, tidak di mana pun	nowhere, in no case, not anywhere	grupo	alternativoj	prononco
level	tie	di sana, di sana, di sana	there, over there, yonder	grupo	alternativoj	prononco
level	ĉi	ini ~	this ~	grupo	alternativoj	prononco
level	kanti	menyanyikan	to sing	grupo	alternativoj	prononco
level	morti	untuk mati, meninggal dunia	to die, to pass away	grupo	alternativoj	prononco
level	dum ~	(preposition) selama ~, sementara ~	(preposition)  during ~, while ~	grupo	alternativoj	prononco
level	nacio	sebuah negara	a nation	grupo	alternativoj	prononco
level	koni	untuk mengetahui (seseorang), untuk berkenalan	to know (a person), to be aquainted with	grupo	alternativoj	prononco
level	scii	untuk mengetahui (fakta, pengetahuan), untuk mengetahui caranya	to know (a fact, knowledge), to know how	grupo	alternativoj	prononco
level	ĉiam	selalu, selamanya	always, ever	grupo	alternativoj	prononco
level	iam	pada suatu waktu, sekali	at some time, once	grupo	alternativoj	prononco
level	tiam	Kemudian	then	grupo	alternativoj	prononco
level	-em-	(suffix) kecenderungan	(suffix)  tendancy	grupo	alternativoj	prononco
level	ia	semacam	some kind of	grupo	alternativoj	prononco
level	sukcesi	untuk berhasil	to succeed	grupo	alternativoj	prononco
level	ĉia	dari segala jenis, segala jenis	of all kind, every kind of	grupo	alternativoj	prononco
level	nenia	tidak, tidak apa pun, tidak apa pun	no, not any kind of, not any	grupo	alternativoj	prononco
level	-id-	(suffix) keturunan	(suffix)  offspring	grupo	alternativoj	prononco
level	ĉambro	sebuah ruangan, sebuah ruangan	a room, a chamber	grupo	alternativoj	prononco
level	patro	seorang ayah	a father	grupo	alternativoj	prononco
level	porko	seekor babi, babi	a pig, swine	grupo	alternativoj	prononco
level	bo-	(prefix) -mertua, karena pernikahan	(prefix)  -in-law, by marriage	grupo	alternativoj	prononco
level	ja	Memang	indeed	grupo	alternativoj	prononco
level	-ism-	(suffix) -aliran	(suffix)  -ism	grupo	alternativoj	prononco
level	io	sesuatu	something	grupo	alternativoj	prononco
level	veturi	mengemudi (kendaraan)	to drive (a vehicle)	grupo	alternativoj	prononco
level	koko	ayam jantan, ayam betina, ayam, unggas	a cock, a hen, chicken, fowl	grupo	alternativoj	prononco
level	libera	bebas	free	grupo	alternativoj	prononco
level	lasta	terakhir	last	grupo	alternativoj	prononco
level	ĝoji	untuk bersukacita, untuk bersukacita, untuk menikmati	to rejoice, to be glad, to enjoy	grupo	alternativoj	prononco
level	preni	untuk mengambil, untuk memegang	to take, to lay hold of	grupo	alternativoj	prononco
level	bovo	seekor sapi, seekor lembu, binatang jenis lembu	a cow, an ox, bovine animal	grupo	alternativoj	prononco
level	alia	yang lain, yang lain, yang lain	another, other, else	grupo	alternativoj	prononco
level	varma	panas, hangat	hot, warm	grupo	alternativoj	prononco
level	loĝi	untuk tinggal, untuk hidup, untuk tinggal, untuk mendiami	to reside, to live, to dwell, to inhabit	grupo	alternativoj	prononco
level	kredi	percaya	to believe	grupo	alternativoj	prononco
level	glacio	bagus	an ice	grupo	alternativoj	prononco
level	loko	suatu tempat, suatu lokasi	a place, a location	grupo	alternativoj	prononco
level	ovo	sebuah telur	an egg	grupo	alternativoj	prononco
level	multa	banyak, banyak, banyak	a lot of, much, many	grupo	alternativoj	prononco
level	havaĵo	sebuah kepemilikan	a possession	grupo	alternativoj	prononco
level	ŝafo	seekor domba	a sheep	grupo	alternativoj	prononco
level	sono	sebuah suara	a sound	grupo	alternativoj	prononco
level	fiŝo	seekor ikan	a fish	grupo	alternativoj	prononco
level	bela	cantik, ganteng, cantik	beautiful, handsome, pretty	grupo	alternativoj	prononco
level	respondi	untuk menjawab, menanggapi, membalas	to answer, to respond, to reply	grupo	alternativoj	prononco
level	fojo	suatu kesempatan, suatu waktu	an occasion, a time	grupo	alternativoj	prononco
level	demandi	untuk bertanya	to ask	grupo	alternativoj	prononco
level	forta	kuat	strong	grupo	alternativoj	prononco
level	preter ~	melampaui ~, melewati ~, melewati lurus	beyond ~, past ~, straight past	grupo	alternativoj	prononco
level	silento	keheningan	a silence	grupo	alternativoj	prononco
level	infano	seorang anak, seorang bayi	a child, an infant	grupo	alternativoj	prononco
level	feliĉa	bahagia, beruntung, beruntung	happy, lucky, fortunate	grupo	alternativoj	prononco
level	kapti	menangkap, menangkap, bergulat	to catch, to capture, to grapple	grupo	alternativoj	prononco
level	deziri	menginginkan, berharap	to desire, to wish	grupo	alternativoj	prononco
level	longa	panjang	long	grupo	alternativoj	prononco
level	mondo	sebuah dunia	a world	grupo	alternativoj	prononco
level	okazi	terjadi, terjadi, terjadi	to occur, to happen, to come about	grupo	alternativoj	prononco
level	kampo	lapangan, sebuah lapangan	field, a field	grupo	alternativoj	prononco
level	filo	seorang anak	a son	grupo	alternativoj	prononco
level	montri	untuk menunjukkan, untuk menunjukkan, untuk menunjukkan	to show, to indicate, to point out	grupo	alternativoj	prononco
level	koro	sebuah jantung	a heart	grupo	alternativoj	prononco
level	knabo	laki-laki	a boy	grupo	alternativoj	prononco
level	meti	untuk meletakkan, untuk menempatkan, untuk berbaring	to put, to place, to lay down	grupo	alternativoj	prononco
level	edzo	seorang suami	a husband	grupo	alternativoj	prononco
level	pako	kemasan	package	grupo	alternativoj	prononco
level	rapida	cepat, cepat, cepat	fast, quick, speedy	grupo	alternativoj	prononco
level	ŝajni	tampak, tampak seperti itu	to seem, to appear to be	grupo	alternativoj	prononco
level	saluto	salam, salut, salam	a greeting, salute, salutation	grupo	alternativoj	prononco
level	skribi	untuk menulis	to write	grupo	alternativoj	prononco
level	peti	meminta, meminta, meminta, mengemis	to ask, to ask for, to request, to beg	grupo	alternativoj	prononco
level	flugi	terbang	to fly	grupo	alternativoj	prononco
level	kapo	kepala, jubah	a head, a cape	grupo	alternativoj	prononco
level	krii	berteriak, menangis, menjerit, berteriak	to shout, to cry, to scream, to shout	grupo	alternativoj	prononco
level	ruĝa	merah	red	grupo	alternativoj	prononco
level	sinjoro	seorang tuan, seorang pria terhormat	a mister, a gentleman	grupo	alternativoj	prononco
level	teni	untuk dipegang, untuk dipegang	to hold, to hang onto	grupo	alternativoj	prononco
level	tempo	waktu, suatu waktu	time, a time	grupo	alternativoj	prononco
level	tuta	total, semua, keseluruhan, lengkap, keseluruhan	total, all, whole, complete, overall	grupo	alternativoj	prononco
level	viro	seorang pria	a man	grupo	alternativoj	prononco
level	vojo	sebuah jalan, sebuah jalan, sebuah rute	a way, a path, a route	grupo	alternativoj	prononco
level	movi	untuk bergerak	to move	grupo	alternativoj	prononco
level	militi	untuk memecahkan perang, untuk berperang, untuk berperang	to break a war, to fight, to wage war	grupo	alternativoj	prononco
level	kelka	beberapa, beberapa	a few, several	grupo	alternativoj	prononco
level	dekstra	kanan, kanan (samping, arah), kanan	right, right (side, direction), righthand	grupo	alternativoj	prononco
level	fermi	untuk menutup, untuk menutup	to close, to shut	grupo	alternativoj	prononco
level	okupi	untuk menempati, untuk mengambil	to occupy, to take	grupo	alternativoj	prononco
level	levi	untuk mengungkit, untuk mengangkat, untuk menaikkan	to lever, to lift, to raise	grupo	alternativoj	prononco
level	bati	memukul, memukul, menyerang, memukul, mencambuk	to beat, to hit, to strike, to smak, to lash	grupo	alternativoj	prononco
level	bezoni	membutuhkan, menginginkan, membutuhkan	to need, to want, to require	grupo	alternativoj	prononco
level	kompreni	untuk memahami, untuk menyadari	to understand, to realise	grupo	alternativoj	prononco
level	iri	untuk pergi	to go	grupo	alternativoj	prononco
level	veni	datang	to come	grupo	alternativoj	prononco
level	porti	untuk dibawa, untuk dipakai	to carry, to wear	grupo	alternativoj	prononco
level	kovri	menutupi	to cover	grupo	alternativoj	prononco
level	hela	cerah, jernih dan terang	bright, clear and light	grupo	alternativoj	prononco
level	sana	sehat	healthy	grupo	alternativoj	prononco
level	aperi	muncul, muncul	to appear, to emerge	grupo	alternativoj	prononco
level	libro	buku	a book	grupo	alternativoj	prononco
level	atendi	menunggu, mengharapkan, menunggu	to wait, to expect, to wait for	grupo	alternativoj	prononco
level	mano	sebuah tangan	a hand	grupo	alternativoj	prononco
level	pentri	melukis	to paint	grupo	alternativoj	prononco
level	instrui	untuk mengajar, untuk mengajar	to teach, to instruct	grupo	alternativoj	prononco
level	sidi	duduk	to sit	grupo	alternativoj	prononco
level	stari	berdiri	to stand	grupo	alternativoj	prononco
level	afero	sesuatu, suatu objek, suatu kasus, suatu keprihatinan, suatu materi	a thing, an object, a case, a concern, a mater	grupo	alternativoj	prononco
level	plena	penuh, lengkap	full, complete	grupo	alternativoj	prononco
level	klara	jernih	clear	grupo	alternativoj	prononco
level	komenci	untuk memulai, untuk memulai	to begin, to commence	grupo	alternativoj	prononco
level	dormi	untuk tidur, tertidur	to sleep, to be asleep	grupo	alternativoj	prononco
level	parto	satu bagian, satu bagian	a part, a share	grupo	alternativoj	prononco
level	mono	uang	money	grupo	alternativoj	prononco
level	ricevi	menerima	to receive	grupo	alternativoj	prononco
level	ami	mencintai	to love	grupo	alternativoj	prononco
level	devi	harus, harus, harus, seharusnya	to have to, must, should, ought to	grupo	alternativoj	prononco
level	povi	bisa, bisa	be able to, can	grupo	alternativoj	prononco
level	labori	untuk bekerja, untuk bekerja	to work, to labor	grupo	alternativoj	prononco
level	dio	Tuhan	a god	grupo	alternativoj	prononco
level	urbo	sebuah kota, sebuah kota	a city, a town	grupo	alternativoj	prononco
level	ofta	sering, sering	freqent, often	grupo	alternativoj	prononco
level	soni	bersuara, mengeluarkan suara	to sound, to make sound	grupo	alternativoj	prononco
level	tero	bumi, tanah, tanah	earth, land, soil	grupo	alternativoj	prononco
level	vivi	untuk hidup, untuk hidup	to live, to be alive	grupo	alternativoj	prononco
level	resti	untuk tinggal, untuk tetap	to stay, to remain	grupo	alternativoj	prononco
level	ridi	tertawa	to laugh	grupo	alternativoj	prononco
level	homo	manusia, laki-laki	a human, a man	grupo	alternativoj	prononco
level	akvo	air	water	grupo	alternativoj	prononco
level	vorto	kata	a word	grupo	alternativoj	prononco
level	certa	pasti, tentu saja	certain, sure	grupo	alternativoj	prononco
level	lando	sebuah tanah, sebuah negara	a land, a country	grupo	alternativoj	prononco
level	sama	sama	same	grupo	alternativoj	prononco
level	ĵeti	untuk melempar	to throw	grupo	alternativoj	prononco
level	stelo	sebuah bintang	a star	grupo	alternativoj	prononco
level	domo	sebuah rumah, sebuah rumah	a house, a home	grupo	alternativoj	prononco
level	nomo	sebuah nama, sebuah sebutan	a name, an appellation	grupo	alternativoj	prononco
level	vidi	untuk melihat	to see	grupo	alternativoj	prononco
level	mola	lembut	soft	grupo	alternativoj	prononco
level	horo	satu jam, jam, waktu	an hour, o'clock, time	grupo	alternativoj	prononco
level	formo	suatu bentuk, suatu bentuk	a form, a shape	grupo	alternativoj	prononco
level	tago	satu hari	a day	grupo	alternativoj	prononco
level	fumo	sebuah asap	a smoke	grupo	alternativoj	prononco
level	ĉevalo	kuda	a horse	grupo	alternativoj	prononco
level	jaro	tahun	a year	grupo	alternativoj	prononco
level	vojaĝi	Bepergian	to travel	grupo	alternativoj	prononco
level	celo	sebuah tujuan, sebuah target, sebuah tujuan, sebuah sasaran	a goal, a target, a purpose, an objective	grupo	alternativoj	prononco
level	naski	melahirkan, melahirkan, menghasilkan	to give birth, to bear, to generate	grupo	alternativoj	prononco
level	manki	rindu, kekurangan, rindu	to miss, to be lacking, to be missing	grupo	alternativoj	prononco
level	birdo	burung	a bird	grupo	alternativoj	prononco
level	halti	untuk berhenti, untuk berhenti, untuk berhenti	to stop, to halt, to come to a halt	grupo	alternativoj	prononco
level	frato	saudara laki-laki	a brother	grupo	alternativoj	prononco
level	monto	sebuah gunung	a mountain	grupo	alternativoj	prononco
level	pensi	untuk berpikir	to think	grupo	alternativoj	prononco
level	permesi	mengizinkan, mengizinkan	to permit, to allow	grupo	alternativoj	prononco
level	kosti	biaya	to cost	grupo	alternativoj	prononco
level	lito	tempat tidur, sofa	a bed, a couch	grupo	alternativoj	prononco
level	perdi	untuk kalah	to lose	grupo	alternativoj	prononco
level	miri	terkejut, takjub, takjub	to surprise, to be amased, to be astonished	grupo	alternativoj	prononco
level	persono	seseorang	a person	grupo	alternativoj	prononco
level	diversa	beragam, beragam, beragam	diverse, varied, various	grupo	alternativoj	prononco
level	provi	untuk mencoba, untuk mencoba	to try, to attempt	grupo	alternativoj	prononco
level	pagi	membayar	to pay	grupo	alternativoj	prononco
level	prezenti	untuk menyajikan, untuk memperkenalkan	to present, to introduce	grupo	alternativoj	prononco
