B.id content.tsv
Level	Esperanto	id	en-us	Grupo	Alternativoj	Pronoco
level	bona ideo!	ide bagus!	good idea!	grupo	alternativoj	prononco
level	dankon por agrabla vespero	terima kasih untuk malam yang menyenangkan	thank you for a pleasant evening	grupo	alternativoj	prononco
level	dankon al vi	Terima kasih untukmu)	thank you (to you)	grupo	alternativoj	prononco
level	estis vere bona	itu sangat bagus	it was very good	grupo	alternativoj	prononco
level	muziko plaĉas al ~	sebuah musik menyenangkan ~	a music is pleasing to ~	grupo	alternativoj	prononco
level	la muziko ege plaĉis al mi	musiknya sangat menyenangkan bagi saya	the music was very pleasing to me	grupo	alternativoj	prononco
level	ankaŭ al mi	juga kepadaku	also to me	grupo	alternativoj	prononco
level	danci estis tre amuze	menari itu sangat lucu	dancing is very funny	grupo	alternativoj	prononco
level	danci kun vi	untuk berdansa denganmu	to dance with you	grupo	alternativoj	prononco
level	estis tre amuze danci kun vi	sungguh lucu berdansa denganmu	it was very funny to dance with you	grupo	alternativoj	prononco
level	jen mia nomkarto	ini kartu namaku	here's my name card	grupo	alternativoj	prononco
level	se vi volas ĝin	jika kamu menginginkannya	if you want it	grupo	alternativoj	prononco
level	jen mia karto, se vi volas	ini kartuku, jika kamu mau	here's my card, if you want	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ ~	di atasnya juga ada ~	on it there's also ~	grupo	alternativoj	prononco
level	sur ĝi estas ankaŭ adreso	di situ juga ada alamatnya	on it there's also an address	grupo	alternativoj	prononco
level	estas ankaŭ adreso al paĝaro	ada alamat ke situs web	there's an address to a website	grupo	alternativoj	prononco
level	adreso al paĝaro kun Esperanto-kurso	alamat ke situs dengan kursus Espernato	an address to a site with Espernato course	grupo	alternativoj	prononco
level	dankon	Terima kasih	thank you	grupo	alternativoj	prononco
level	mi retpoŝtos al vi	Saya akan mengirimi Anda email	I'll send you an e-mail	grupo	alternativoj	prononco
level	bone!	Oke!	okay!	grupo	alternativoj	prononco
level	ĝis kaj bonan nokton!	sampai jumpa lagi, dan selamat malam!	see you again, and good night!	grupo	alternativoj	prononco
level	ĝis la!	sampai jumpa!	see you!	grupo	alternativoj	prononco
level	aperas en ~	muncul di ~	appears in ~	grupo	alternativoj	prononco
level	tujmesaĝilo	seorang pengirim pesan instan	an instant messenger	grupo	alternativoj	prononco
level	~ aperas en la tujmesaĝilo	~ muncul di pesan instan	~ appears in the instant messanger	grupo	alternativoj	prononco
level	ĉu vi estas tiu?	apakah kamu orang itu?	are you that person?	grupo	alternativoj	prononco
level	tiu, kiu dancis kun mi	orang itu, yang pernah berdansa denganku	that person, who had danced with me	grupo	alternativoj	prononco
level	sabata nokto	Sabtu malam	Saturday night	grupo	alternativoj	prononco
level	ĉu vi estas tiu, kiu dancis kun mi sabatnokte?	apakah kamu orang yang berdansa denganku pada Sabtu malam?	are you that person, who danced with me Saturday night?	grupo	alternativoj	prononco
level	jes, estas mi	ya ini aku	yes it is me	grupo	alternativoj	prononco
level	mi ĝojas, ke ~	Saya senang itu ~	I'm pleased that ~	grupo	alternativoj	prononco
level	mi ĝojas, ke vi venis al la paĝaro	Saya senang Anda datang ke situs ini	I'm pleased that you came to the site	grupo	alternativoj	prononco
level	ĉu ĝi plaĉas al vi?	apakah itu menyenangkan bagimu? (Apakah kamu menyukainya?)	is it pleasing to you? (do you like it?)	grupo	alternativoj	prononco
level	jes ja	ya, ya	yes, yay	grupo	alternativoj	prononco
level	ĝi estas tre bela	ini sangat cantik	it is very beautiful	grupo	alternativoj	prononco
level	ŝajnas interesa	terlihat menarik	seems interesting	grupo	alternativoj	prononco
level	ĝi estas tre bela kaj ŝajnas interesa	itu sangat indah dan sepertinya menarik	it's very beautiful and seems interesting	grupo	alternativoj	prononco
level	ankoraŭ ne ~	belum ~	not yet ~	grupo	alternativoj	prononco
level	ne estas tute preta	belum sepenuhnya siap	is not completely ready	grupo	alternativoj	prononco
level	ĝi ankoraŭ ne estas tute preta	itu belum sepenuhnya siap	it is not yet totally ready	grupo	alternativoj	prononco
level	sed baldaŭ estos	tapi sebentar lagi hal itu akan terjadi	but soon it will be	grupo	alternativoj	prononco
level	mi komprenas	Saya mengerti (saya mengerti)	I understand (I see)	grupo	alternativoj	prononco
level	sed jam estas multaj helpiloj	tapi sudah ada banyak alat bantuan	but already there're many help tools	grupo	alternativoj	prononco
level	vortaro	sebuah kamus	a dictionary	grupo	alternativoj	prononco
level	superrigardo	gambaran	an overview	grupo	alternativoj	prononco
level	ekzerco	sebuah pajak	an excecise	grupo	alternativoj	prononco
level	ekzemple vortaroj, superrigardo, tujmesaĝilo kaj ekzercoj	contoh kata, ikhtisar, pesan dan execerces	example words, overview, messanger and execerces	grupo	alternativoj	prononco
level	superrigardo de la gramatiko	gambaran umum tata bahasa	an overview of the grammar	grupo	alternativoj	prononco
level	tujmesaĝilo kaj diversaj ekzercoj	sebuah pesan instan dan berbagai latihan	an instant messenger and various excercises	grupo	alternativoj	prononco
level	estas bona komenco	ini adalah awal yang baik	it is a good start	grupo	alternativoj	prononco
level	pardonon	maafkan aku, aku minta maaf	pardon me I'm sorry	grupo	alternativoj	prononco
level	mi devas paroli kun ~	Saya harus berbicara dengan ~	I must speak with ~	grupo	alternativoj	prononco
level	paroli kun alia persono	untuk berbicara dengan orang lain	to speak with another person	grupo	alternativoj	prononco
level	pardonon, mi devas paroli kun alia persono	Maaf, saya harus berbicara dengan orang lain	I'm sorry, I should talk with other person	grupo	alternativoj	prononco
level	lingvohelpanto	seorang pembantu bahasa	a language helper	grupo	alternativoj	prononco
level	mi estas ŝia "lingvohelpanto"	Saya adalah pembantu bahasanya	I am her language helper	grupo	alternativoj	prononco
level	kaj nun ŝi volas paroli pri ~	dan sekarang dia ingin membicarakan tentang ~	and now she wants to talk about ~	grupo	alternativoj	prononco
level	paroli pri unu ekzerco	untuk berbicara tentang latihan	to talk about an excercise	grupo	alternativoj	prononco
level	baldaŭ revenos	akan segera kembali	soon will come back	grupo	alternativoj	prononco
level	mi baldaŭ revenos al vi	Saya akan segera kembali kepada Anda	I will come back to you soon	grupo	alternativoj	prononco
level	post kelkaj minutoj	setelah beberapa menit	after several minutes	grupo	alternativoj	prononco
level	finparolis	selesai berbicara	finished talking	grupo	alternativoj	prononco
level	nun ni finparolis pri la ekzerco	sekarang kami sudah selesai membicarakan latihannya	now we finished talking aout the excercise	grupo	alternativoj	prononco
level	dume	sementara itu, untuk sementara waktu	in the mean time, for a while	grupo	alternativoj	prononco
level	mi legis pri Esperanto dume	Saya membaca tentang Esperanto sementara itu	I read about Esperanto in the mean time	grupo	alternativoj	prononco
level	mi ne certas	Saya tidak yakin	I'm not certain	grupo	alternativoj	prononco
level	scias sufiĉe pri ~	cukup tahu tentang ~	knows enough about ~	grupo	alternativoj	prononco
level	mi ankoraŭ ne scias sufiĉe pri la lingvo	Saya belum cukup paham tentang bahasanya	I don't know sufficiently about the language, yet	grupo	alternativoj	prononco
level	saĝa respondo	jawaban yang cerdas	a smart answer	grupo	alternativoj	prononco
level	mi rigardos en la paĝaro	Saya akan mencari di situsnya	I will look in the site	grupo	alternativoj	prononco
level	kaj provos iom lerni	dan akan mencoba belajar sedikit	and will try learn a little	grupo	alternativoj	prononco
level	ĉu vi volas esti mia "lingvohelpanto"?	apakah kamu mau menjadi penolong bahasaku?	do you want to be my language helper?	grupo	alternativoj	prononco
level	volonte!	dengan sukarela!	willingly!	grupo	alternativoj	prononco
level	nedankinde!	Terima kasih kembali!	you're welcome!	grupo	alternativoj	prononco
level	nedankinde, sed kisinde	tidak layak untuk disyukuri, tapi layak untuk dicium	not worth a thank, but worth a kiss	grupo	alternativoj	prononco
level	diras tion en Esperanto	mengatakan itu dalam bahasa Esperanto	says that in Esperanto	grupo	alternativoj	prononco
level	kio? mi ne komprenas	Apa? Saya tidak mengerti	what? I don't understand	grupo	alternativoj	prononco
level	vi povas rigardi en la vortaro	kamu bisa mencarinya di kamus	you can look in a dictionary	grupo	alternativoj	prononco
level	bedaŭrinde	Sayangnya	unfortunately	grupo	alternativoj	prononco
level	mi devas foriri de Interreto nun	Saya harus keluar dari Internet sekarang	I must go off from Internet now	grupo	alternativoj	prononco
level	mi revenos vespere	Saya akan kembali pada malam hari	I will come back in the evening	grupo	alternativoj	prononco
level	mi pensas, ke mi estos ĉe la paĝaro tiam	Saya pikir saya akan berada di lokasi pada saat itu	I think that I will be at the site by that time	grupo	alternativoj	prononco
level	perfekte!	sempurna!	perfect!	grupo	alternativoj	prononco
level	do, ĝis tiam!	baiklah, sampai jumpa lagi!	well, see you then!	grupo	alternativoj	prononco
level	ĝis poste!	sampai jumpa lagi!	see you later!	grupo	alternativoj	prononco
level	vespere, ankaŭ ĉe la tujmesaĝilo	di malam hari, juga di instant messenger	in the evening, also at the instant messenger	grupo	alternativoj	prononco
level	resaluton!	Halo lagi! (ulang-)	hello again! (re-)	grupo	alternativoj	prononco
level	saluton denove!	Halo lagi!	hello again!	grupo	alternativoj	prononco
level	mi rigardis preskaŭ ĉiujn paĝojn de la paĝaro	Saya melihat hampir semua halaman dari situs ini	I looked almost all pages from the site	grupo	alternativoj	prononco
level	bonege!	lumayan bagus! luar biasa!	quite good! awesome!	grupo	alternativoj	prononco
level	mi havas kelkajn demandojn	Saya punya beberapa pertanyaan	I have several questions	grupo	alternativoj	prononco
level	ĉu vi havas tempon?	Apakah kamu punya waktu?	Do you have time?	grupo	alternativoj	prononco
level	jes, mi havas liberan vesperon	ya, saya ada waktu luang di malam hari	yes, I am free in the evening	grupo	alternativoj	prononco
level	do, skribu viajn demandojn	jadi, tulis pertanyaanmu	so, write your questions	grupo	alternativoj	prononco
level	mi provos respondi	Saya akan mencoba menjawab	I will try to answer	grupo	alternativoj	prononco
level	mi legis ke Esperanto havas kulturon	Saya membaca bahwa Esperanto memiliki budaya	I read that Esperanto has a culture	grupo	alternativoj	prononco
level	tamen mi ne komprenas ~	namun aku tidak mengerti ~	however I don't understand ~	grupo	alternativoj	prononco
level	kie mi povas trovi tiun kulturon	di mana saya dapat menemukan budaya seperti itu	where I can find such a culture	grupo	alternativoj	prononco
level	vi trovos ĝin ĉie, kie estas ~	Anda akan menemukannya di mana pun, di mana ~ berada	you'll find everwhere, where ~ is	grupo	alternativoj	prononco
level	ĉie, kie estas homoj, kiuj parolas Esperanton	tempat dimana ada orang yang berbicara bahasa Esperanto	any place where are people who speak Esperanto	grupo	alternativoj	prononco
level	sed neniu popolo uzas Esperanton	tapi tidak ada orang yang menggunakan bahasa Esperanto	but no people use Esperanto	grupo	alternativoj	prononco
level	prave!	Kanan!	right!	grupo	alternativoj	prononco
level	sed homoj, kiuj parolas Esperanton	tapi orang yang berbicara bahasa Esperanto	but people who speak Esperanto	grupo	alternativoj	prononco
level	ofte vojaĝas kaj renkontas aliajn Esperantistojn	sering bepergian dan bertemu dengan orang Esperantis lainnya	often travel and meet other Esperantists	grupo	alternativoj	prononco
level	dum tiuj renkontoj	selama pertemuan-pertemuan itu	during those meetings	grupo	alternativoj	prononco
level	ili uzas la lingvon en plej diversaj situacioj	mereka menggunakan bahasa tersebut dalam berbagai situasi	they use the language in most various situations	grupo	alternativoj	prononco
level	do, tie vi trovos ~	jadi disanalah kamu akan menemukan ~	so there you will find ~	grupo	alternativoj	prononco
level	vi trovos la kulturon	Anda akan menemukan budayanya	you'll find the culture	grupo	alternativoj	prononco
level	trovos la kulturon de Esperanto	akan menemukan budaya Esperanto	will find the culture of Esperanto	grupo	alternativoj	prononco
level	bone, ĉu ekzistas muziko?	oke, apakah musik itu ada?	okay, does music exist?	grupo	alternativoj	prononco
level	muziko, literaturo, teatraĵo	musik, sastra, teater	music, literature, theater	grupo	alternativoj	prononco
level	k.t.p.	dll.	etc	grupo	alternativoj	prononco
level	same kiel ~	sama dengan ~	same as ~	grupo	alternativoj	prononco
level	same kiel estas por aliaj lingvoj	sama seperti yang ada untuk bahasa lain	same as there are for other languages	grupo	alternativoj	prononco
level	la kvanto ne estas same granda	jumlahnya tidak begitu besar	the quantity is not so big	grupo	alternativoj	prononco
level	same granda kiel en naciaj lingvoj	sebesar dalam bahasa nasional	as big as in national languages	grupo	alternativoj	prononco
level	sed tio ne gravas	tapi itu tidak penting	but that's not important	grupo	alternativoj	prononco
level	almenaŭ ne por mi	setidaknya tidak untukku	at least not for me	grupo	alternativoj	prononco
level	se vi volas aŭskulti ~	jika kamu ingin mendengarkan ~	if you want to listen ~	grupo	alternativoj	prononco
level	aŭskulti kanton en Esperanto	untuk mendengarkan lagu dalam bahasa Esperanto	to listen to a song in Esperanto	grupo	alternativoj	prononco
level	jen la kanto, "Liza pentras bildojn"	ini lagunya, &quot;Lisa melukis gambar&quot;	here's the song, "Lisa paints pictures"	grupo	alternativoj	prononco
level	aŭskultas la kanton	mendengarkan lagunya	listens to the song	grupo	alternativoj	prononco
level	ne malbone	tidak buruk	not bad	grupo	alternativoj	prononco
level	kaj vi trovos multajn librojn en Esperanto	dan Anda akan menemukan banyak buku dalam bahasa Esperanto	and you will find many books in Esperanto	grupo	alternativoj	prononco
level	rigardas la librojn	melihat buku-buku itu	looks the books	grupo	alternativoj	prononco
level	sufiĉe multaj	cukup banyak	enough many	grupo	alternativoj	prononco
level	ĉu vi legas multe en Esperanto?	apakah kamu banyak membaca dalam bahasa Esperanto?	do you read much in Esperanto?	grupo	alternativoj	prononco
level	jes, de tempo al tempo	ya, terkadang (dari waktu ke waktu)	yes, sometimes (from time to time)	grupo	alternativoj	prononco
level	se vi iam lernos la lingvon	jika Anda pernah belajar bahasanya	if you ever learn the language	grupo	alternativoj	prononco
level	mi rekomendos al vi kelkajn bonajn librojn	Saya akan merekomendasikan Anda beberapa buku bagus	I will recommend you some good books	grupo	alternativoj	prononco
level	temas pri ~	adalah tentang ~	is about ~ 	grupo	alternativoj	prononco
level	mia alia demando temas pri mia nomo	pertanyaan saya yang lain adalah tentang nama saya	my other question is about my name	grupo	alternativoj	prononco
level	vi diris antaŭe ke ~	kamu bilang tadi bahwa ~	you said earlier that ~	grupo	alternativoj	prononco
level	havas rilaton al ~	ada hubungannya dengan ~	has a relation to ~	grupo	alternativoj	prononco
level	diris ke ĝi havas rilaton al Esperanto	mengatakan bahwa itu ada hubungannya dengan bahasa Esperanto	said that it has a relation to Esperanto	grupo	alternativoj	prononco
level	ha, jes, pri tio	oh ya, tentang itu	oh, yes, about that	grupo	alternativoj	prononco
level	viro kun la nomo ~	seorang pria dengan nama ~	a man with the name ~	grupo	alternativoj	prononco
level	iam vivis viro kun la nomo ~	suatu ketika hiduplah seorang laki-laki dengan nama ~	once lived a man with the name ~	grupo	alternativoj	prononco
level	li estis tre aktiva en la Esperanto-movado	dia sangat aktif dalam gerakan Esperanto	he was very active in the Esperanto movement	grupo	alternativoj	prononco
level	kiam ĝi estis tute nova	ketika itu benar-benar baru	when it was completely new	grupo	alternativoj	prononco
level	tradukis la libron al ~	menerjemahkan buku itu ke ~	translated the book to ~	grupo	alternativoj	prononco
level	kaj tradukis multajn librojn al Esperanto	dan menerjemahkan banyak buku ke dalam bahasa Esperanto	and translated many books to Esperanto	grupo	alternativoj	prononco
level	kaj tio faris lin fama?	dan itu membuatnya terkenal?	and that made him famous?	grupo	alternativoj	prononco
level	unu el la plej gravaj por Esperanto tiam	salah satu yang terpenting bagi Esperanto saat itu	one of the most important for Esperanto at that time	grupo	alternativoj	prononco
level	kaj li multe influis la stilon de la lingvo	dan dia mempunyai banyak pengaruh terhadap gaya bahasanya	and he had a lot of influence on the language style	grupo	alternativoj	prononco
level	ne, certe li estis grava kaj influis multe	tidak, tentu saja dia orang penting dan mempunyai pengaruh	no, certainly he was important and had influence	grupo	alternativoj	prononco
level	tamen, li subite forlasis la movadon	Namun, dia tiba-tiba meninggalkan gerakan tersebut	however, he suddenly abandoned the movement	grupo	alternativoj	prononco
level	mi imagas ke ~	Saya membayangkan itu ~	I imagine that ~	grupo	alternativoj	prononco
level	mi imagas ke estis granda ŝoko por multaj	Saya membayangkan hal itu merupakan kejutan besar bagi banyak orang	I imagine that it was a big shock to many	grupo	alternativoj	prononco
level	kial li forlasis Esperanton?	mengapa dia meninggalkan bahasa Esperanto?	why did he leave Esperanto?	grupo	alternativoj	prononco
level	mi kredas ke ~	Saya percaya itu ~	I believe that ~	grupo	alternativoj	prononco
level	li estis malkontenta pri la Esperantistoj	dia tidak puas dengan kaum Esperantis	he was dissatisfied with the Esperantists	grupo	alternativoj	prononco
level	li diris ion similan al ~	dia mengatakan sesuatu yang mirip dengan ~	he said something similar to ~	grupo	alternativoj	prononco
level	Esperanton devas lerni la Esperantistoj mem!	Bahasa Esperanto harus dipelajari oleh para penikmat bahasa Esperanto sendiri!	Esperanto must be learned by Esperantists themselves!	grupo	alternativoj	prononco
level	kion li volis diri per ~ ?	apa yang ingin dia katakan ~?	what did he mean to say by ~?	grupo	alternativoj	prononco
level	kion li volis diri per tio?	apa yang ingin dia katakan dengan itu?	what did he mean to say by that?	grupo	alternativoj	prononco
level	verŝajne ke ~	kemungkinan besar ~	it is likely that ~	grupo	alternativoj	prononco
level	homoj malbone parolis Esperanton	orang berbicara bahasa Esperanto dengan buruk	people spoke Esperanto badly 	grupo	alternativoj	prononco
level	verŝajne ke homoj tiam malbone parolis	kemungkinan besar orang-orang berbicara buruk	it is likely that people spoke badly	grupo	alternativoj	prononco
level	en la jaro 1911, li forlasis Esperanton	pada tahun 1911, dia meninggalkan bahasa Esperanto	in the year 1911, he left Esperanto	grupo	alternativoj	prononco
level	sed mi pensas ke ~	tapi menurutku itu ~	but I think that ~	grupo	alternativoj	prononco
level	estas pli alta	lebih tinggi	is higher	grupo	alternativoj	prononco
level	hodiaŭ la lingvonivelo estas pli alta	saat ini tingkat bahasanya lebih tinggi	today the language level is higher	grupo	alternativoj	prononco
level	la lingvonivelo de la Esperantistoj	tingkat bahasa Esperantis	the language level of the Esperantists	grupo	alternativoj	prononco
level	sed mi pensas ke hodiaŭ la nivelo estas pli alta	tapi menurut saya saat ini levelnya lebih tinggi	but I think that today the level is higher	grupo	alternativoj	prononco
level	do, mi devas bone lerni la lingvon	jadi saya harus belajar bahasanya dengan baik	so I have to learn the language well	grupo	alternativoj	prononco
level	por esti bona homo	karena menjadi orang baik	for being a good person	grupo	alternativoj	prononco
level	kaj vi devas uzi simplan stilon	dan Anda harus menggunakan gaya sederhana	and you should use simple style	grupo	alternativoj	prononco
level	ĉar tio estis tre grava por li	karena itu sangat penting baginya	because that was very important for him	grupo	alternativoj	prononco
level	tio plaĉas al mi	itu menyenangkan saya (saya suka itu)	that pleases me (I like that)	grupo	alternativoj	prononco
level	en Esperanto eĉ ekzistas vorto ~	dalam bahasa esperanto bahkan ada kata ~	in Esperanto, there is even a word ~	grupo	alternativoj	prononco
level	eĉ ekzistas vorto "kabei"	bahkan ada kata &quot;kabei&quot;	there is even a word "kabei"	grupo	alternativoj	prononco
level	forlasi la movadon	untuk meninggalkan gerakan tersebut	to abandon the movement	grupo	alternativoj	prononco
level	vorto "kabei", kiu signifas forlasi la movadon	kata “kabei” yang artinya meninggalkan gerakan	a word "kabei", which means abandoning the movement	grupo	alternativoj	prononco
level	interese!	Itu menarik!	that's interesting!	grupo	alternativoj	prononco
level	mi nun scias unu vorton en Esperanto	sekarang saya tahu satu kata dalam bahasa Esperanto	now I know one word in Esperanto	grupo	alternativoj	prononco
level	neniam forgesos	tidak akan lupa	will never forget	grupo	alternativoj	prononco
level	kaj verŝajne mi neniam forgesos ĝin	dan aku mungkin tidak akan pernah melupakannya	and I will probably never forget it	grupo	alternativoj	prononco
level	en kafejo, post pluraj semajnoj	di kafe setelah beberapa minggu	in a cafe' after several weeks	grupo	alternativoj	prononco
level	li sukcesis lerni Esperanton	dia berhasil belajar bahasa Esperanto	he managed to learn Esperanto	grupo	alternativoj	prononco
level	kaj ili nun uzas la lingvon	dan mereka menggunakan bahasa tersebut	and they are using the language	grupo	alternativoj	prononco
level	inviti, invitilo	untuk mengundang, sebuah undangan	to invite, an invitation	grupo	alternativoj	prononco
level	jen, rigardu, invitilo por IJK!	nih, lihat, undangan IJK!	here, look, an invitation for IJK!	grupo	alternativoj	prononco
level	kio? I-J-kio?	Apa? Ee-yo-apa?	what? Ee-yo-what?	grupo	alternativoj	prononco
level	junulo, junularo	seorang pemuda, sekelompok pemuda	a young person, a group of young people	grupo	alternativoj	prononco
level	I-J-K estas "Internacia Junulara Kongreso"	IJK merupakan Kongres Pemuda Internasional	IJK is an International Youth Congress	grupo	alternativoj	prononco
level	mi planas iri al ĝi	Saya berencana untuk melakukannya	I am planning to go for it	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas iri?	apakah kamu ingin pergi juga?	do you want to go too?	grupo	alternativoj	prononco
level	nu, "kongreso" ne sonas tre interese	yah, &quot;kongres&quot; kedengarannya tidak terlalu menarik	well, "congress" doesn't sound very interesting	grupo	alternativoj	prononco
level	sed estas (interese)!	tapi itu (menarik)	but it is (interesting)	grupo	alternativoj	prononco
level	ne pensu pri iu teda malvigla kongreso	jangan memikirkan sesuatu yang membosankan, kongres yang lamban	do not think of something boring sluggish congress	grupo	alternativoj	prononco
level	simple temas pri ~	ini hanya tentang ~	it's just about ~ 	grupo	alternativoj	prononco
level	simple temas pri renkonto kun junuloj	ini hanya tentang bertemu orang-orang muda	it's just about meeting young people	grupo	alternativoj	prononco
level	renkonto kun junuloj de multaj landoj	pertemuan dengan anak muda dari berbagai negara	a meeting with young people from many countries	grupo	alternativoj	prononco
level	300 ĝis 400 homoj estos tie	300 hingga 400 orang akan berada di sana	300 to 400 people will be there	grupo	alternativoj	prononco
level	verŝajne estos 300 ĝis 400 homoj tie	mungkin akan ada 300 hingga 400 orang di sana	there will probably be 300 to 400 people there	grupo	alternativoj	prononco
level	preskaŭ ĉiuj	hampir semua orang	almost everybody	grupo	alternativoj	prononco
level	kaj preskaŭ ĉiuj parolos Esperanton	dan hampir semua orang akan berbicara bahasa Esperanto	and almost everybody will speak Esperanto	grupo	alternativoj	prononco
level	ne bone parolas	tidak berbicara dengan baik	does not speak well	grupo	alternativoj	prononco
level	bone, sed mi ne bone parolas Esperanton	oke, tapi saya tidak bisa berbahasa Esperanto dengan baik	ok, but I don't speak Esperanto well	grupo	alternativoj	prononco
level	ne gravas	itu tidak masalah	it doesn't matter	grupo	alternativoj	prononco
level	eblas partopreni en ~	dimungkinkan untuk mengambil bagian dalam ~	it is possible to take part in ~	grupo	alternativoj	prononco
level	partopreni en Esperanto-kursoj tie	untuk mengikuti kursus Esperanto di sana	to take part in Esperanto courses there	grupo	alternativoj	prononco
level	kutime	biasanya	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	biasanya ada dua level	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	orang yang sudah mempelajari bahasa tersebut	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	satu untuk pemula	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	dan satu lagi bagi mereka yang sudah mempelajari bahasa tersebut	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	ya, apa?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	kamu bilang, &quot;biasanya&quot;	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	oh, IJK terjadi setiap tahun	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	setiap saat di negara lain	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	Oleh karena itu, setiap IJK berbeda-beda	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	tapi ada juga program	but there are also programs	grupo	alternativoj	prononco
